protein,HR,HR_lo,HR_hi,z,pval,n_events,fdr
agxt,0.816792010556914,0.663267392814151,1.00585253509747,-1.90503133556256,0.0567759979403552,122,0.424871285358288
stk24,0.727705031989728,0.524513230391438,1.00961154628639,-1.90270409268588,0.057079167615996,120,0.426044761359396
smpdl3a,0.846007631124684,0.711866871217674,1.00542522887309,-1.89853749629782,0.057625313213561,120,0.42902119377155
camkk1,1.19311122039735,0.993985158614084,1.43212840946524,1.89520692138444,0.058064993558711,116,0.430364922574431
itgal,0.845159297477814,0.710182125823433,1.00579022217011,-1.89493146345178,0.0581014821613711,110,0.430364922574431
c1rl,1.21517470809823,0.992870089337085,1.48725355619036,1.89055102428458,0.0586843032558781,110,0.430686788868445
pdia2,1.14783115334255,0.994946463096191,1.32420829205593,1.89049551344499,0.0586917200569523,107,0.430686788868445
fgf5,1.18413247644168,0.993672602866302,1.41109830110972,1.88901839296854,0.0588893641804749,118,0.430686788868445
fas,1.14925129957894,0.99478459002764,1.32770306539146,1.88895953033695,0.0588972516506792,120,0.430686788868445
blnk,0.80916173421965,0.649417024967969,1.00820071995748,-1.8871770797783,0.0591365120365291,110,0.430686788868445
cfhr2,1.22785097229905,0.992105287753214,1.51961493279606,1.8870963817732,0.0591473632832962,109,0.430686788868445
pcdh12,0.831997333961785,0.687283351992099,1.00718220761948,-1.88655824838865,0.0592197669161657,110,0.430686788868445
vta1,1.32845066776937,0.988715736879237,1.78492271425477,1.8846580908959,0.0594760139614374,119,0.430686788868445
cxcl17,1.18456790143697,0.993254622884747,1.41273051318847,1.88465449925643,0.0594764991841686,122,0.430686788868445
trem2,1.21454307092031,0.991870985647188,1.48720437684547,1.88097483092119,0.0599753427006882,120,0.432446272899657
lap3,0.782217406619752,0.60552162333196,1.01047435408181,-1.88020148234665,0.060080623671354,118,0.432446272899657
chrdl1,1.23735650543089,0.990933126441138,1.54505998505752,1.8795814292554,0.0601651461780697,120,0.432446272899657
gys1,1.33907840963652,0.98728705150868,1.81622050488211,1.8776850182365,0.0604242674213983,118,0.432449456336408
p4hb,0.776183099724291,0.595744297564855,1.01127313641138,-1.87692071918467,0.0605289606896304,119,0.432449456336408
eln,1.27728944919405,0.989149180275538,1.64936530258051,1.87632067216495,0.0606112601117328,112,0.432449456336408
reg4,1.19988370803231,0.991652615162988,1.45183997983481,1.87376969608859,0.0609621749079562,120,0.433458604288331
stx8,0.771224052979741,0.587642430349462,1.01215723912378,-1.87284543138654,0.0610897323293632,122,0.433458604288331
cdh4,0.806820992392149,0.644431282413638,1.01013115211689,-1.87205198875726,0.0611994113234298,104,0.433458604288331
fgf21,0.829794303930357,0.682076473494927,1.00950349937614,-1.86539686924755,0.0621257958826745,122,0.436366764607919
heg1,0.819857315439401,0.665403143593244,1.01016357399476,-1.86501355743505,0.0621795038956818,111,0.436366764607919
dnajc21,0.768062450902293,0.582019005684141,1.01357502542827,-1.8646840968763,0.0622256971940676,107,0.436366764607919
csnk2a1,1.22838359857542,0.989458477718391,1.5250021089602,1.86393533107058,0.0623307864041283,110,0.436366764607919
adgrd1,0.812436172630115,0.652932758214148,1.01090430261639,-1.86270901837729,0.062503216372647,111,0.436366764607919
cbln4,0.843165141884234,0.704620417947462,1.0089509732908,-1.86266490378104,0.0625094266030582,122,0.436366764607919
iqgap2,0.799129396387986,0.631013805018419,1.01203458164087,-1.8606963062063,0.0627870757860898,118,0.437256405773463
tk1,0.808794072966722,0.646484964787202,1.0118531568347,-1.85685803954266,0.0633313537172056,109,0.439994202078247
itgb1,0.831457707241259,0.683687036365247,1.01116721856572,-1.84873126206064,0.0644966271951091,117,0.446051324256931
fam3c,1.21327817148595,0.988425654021356,1.48928137934842,1.8486410876942,0.0645096556208066,121,0.446051324256931
ap2b1,0.774017874306661,0.589582259922132,1.01614941708953,-1.84460161664401,0.0650955116708215,108,0.449035626715074
ostn,0.794602536556193,0.622177690519693,1.01481168598981,-1.84215713573227,0.0654521683212461,108,0.450428515326589
adam23,0.862560807689982,0.736832736079621,1.0097422529316,-1.8393502861561,0.0658636811953013,122,0.452191452734722
frmd7,0.844099539674174,0.704283506353214,1.0116721837879,-1.83436540298277,0.0665997716276993,108,0.456169259313488
vwa1,1.19001891293203,0.988000760135562,1.43334405222686,1.83278602403755,0.0668343983699034,122,0.45670172219434
il6,1.16637779463779,0.989145428306349,1.37536617052712,1.83017833897908,0.0672232757127174,118,0.457337930351632
cdh5,0.838782560413242,0.694812574264045,1.01258412658782,-1.82980299607826,0.067279402643664,121,0.457337930351632
ahsg,0.854001529135144,0.721108978880671,1.01138473257847,-1.82878715580169,0.0674314998631833,112,0.457337930351632
ldlrap1,1.50649961227144,0.970728775255601,2.33797651787586,1.82747854504287,0.0676278491834347,110,0.457337930351632
palm,0.835199333377807,0.688468904623019,1.01320178992934,-1.82691177149951,0.0677130360637421,106,0.457337930351632
lrp2bp,0.793071264177374,0.618149577446302,1.01749164443704,-1.82357160237685,0.068216863007493,108,0.459674278275028
erbin,0.598528056084188,0.344451186953165,1.04001915943064,-1.82077055923305,0.0686417413436884,118,0.460874886406036
angptl3,1.20597936207408,0.985733813780216,1.47543505296947,1.82031084955225,0.0687116800756508,117,0.460874886406036
aarsd1,1.19674669086317,0.985709203597784,1.45296669328489,1.81454432562628,0.0695939650103175,118,0.464801000043715
commd1,0.660977598676335,0.42259887461229,1.03382051443643,-1.81422014669181,0.0696438396593466,104,0.464801000043715
adm,1.21993324651771,0.984056685686041,1.51234898111759,1.81336181674667,0.0697760347025432,122,0.464801000043715
snca,1.2875909129356,0.979166136915556,1.69316553807387,1.80926665654123,0.0704095864788197,111,0.466788867974362
serpinf2,0.837842666312121,0.691672540008629,1.0149027074058,-1.80873504939182,0.0704921750581923,109,0.466788867974362
mcfd2,1.32740737978017,0.976415461722165,1.80457030943271,1.80763751880802,0.0706629348689421,121,0.466788867974362
pilrb,1.20778251419097,0.98408535423602,1.48232934806548,1.8064551972873,0.0708472663536991,122,0.466788867974362
fam172a,0.636084048920988,0.389323116273628,1.03924709419862,-1.8062697077624,0.0708762211077527,104,0.466788867974362
sod1,1.20780934406331,0.983724449712347,1.48293906086527,1.8032429364898,0.0713500700395434,114,0.468643042396757
fgf12,1.12195541433926,0.989992063342678,1.2715091346439,1.80241755180517,0.0714797357692066,110,0.468643042396757
mrpl28,1.11830567506542,0.990171571136599,1.26302109587734,1.80088460243684,0.0717210703845523,110,0.469168619976251
zp4,0.792444334889646,0.614532773052938,1.02186254571747,-1.79325228858045,0.0729325926223893,107,0.47516876460953
ppm1a,0.818363342981145,0.657337787292066,1.01883472102557,-1.79305101414615,0.0729647673584541,116,0.47516876460953
tars1,0.791809166264692,0.613240780881424,1.02237453106044,-1.79026056651253,0.0734120324357663,108,0.4767186994356
atp6v1g1,0.700511330113686,0.474359140165207,1.03448227738743,-1.7895250463783,0.0735302975082736,104,0.4767186994356
pmch,1.14009273221515,0.987191978957032,1.31667544485427,1.78451019709325,0.0743407993412261,107,0.480902370849576
psca,1.20554538388818,0.9815307861967,1.48068679358046,1.78223013934702,0.0747117097657517,107,0.482230126669852
reg3a,1.17299057896081,0.983663028998805,1.39875837331333,1.77656001448184,0.0756406594237836,121,0.487145928280164
zfyve19,0.71042324032457,0.486883981577028,1.0365943417537,-1.77352702751777,0.07614141741387,107,0.488578103596889
mdm1,0.825982537521688,0.668645038992033,1.02034280149485,-1.7731810270592,0.0761987148859456,108,0.488578103596889
cd300c,1.19793279228284,0.980370297081123,1.46377647211379,1.76609267552698,0.077380302092183,119,0.495063866791966
pafah2,0.779847780960699,0.591475108066706,1.02821328095643,-1.7627291184069,0.0779461872161834,109,0.497548417513452
ist1,1.60483446104071,0.948104224102369,2.71646679960972,1.76151090164009,0.0781519694957472,107,0.497548417513452
pdgfrb,1.18219827065516,0.981053310589949,1.42458389982866,1.75894361749731,0.0785870856802799,121,0.497548417513452
f13b,1.19076955170225,0.980003552581312,1.44686427056961,1.75673141319081,0.0789636005080027,110,0.497548417513452
hgf,1.2163744007984,0.977565730672193,1.51352143031884,1.75649494259777,0.0790039342174366,122,0.497548417513452
smarca2,0.825253600086642,0.665996499974928,1.02259321855536,-1.7557299440687,0.0791345313358522,120,0.497548417513452
calcoco1,0.769458469011588,0.574237130620046,1.03104850585743,-1.75518193276768,0.0792281932655312,122,0.497548417513452
crtac1,0.850052790910519,0.708967211299395,1.01921462067392,-1.75442708480208,0.079357353740545,121,0.497548417513452
siglec8,1.20404412954589,0.978477027763147,1.48161093695583,1.75439118903598,0.0793635000529331,104,0.497548417513452
sncg,0.838040026672829,0.687868402260352,1.02099628940359,-1.75372378743923,0.079477847524478,119,0.497548417513452
ncs1,0.832569612905184,0.678226142746246,1.0220369234461,-1.75159795669863,0.0798429641822868,122,0.498761520889779
krt6c,1.13119941322517,0.98530533808918,1.29869601129184,1.74983758324818,0.0801463434745188,107,0.498888972580803
enah,0.829455709672207,0.672648473480102,1.02281771450148,-1.74894051095652,0.0803013030297543,118,0.498888972580803
jam2,0.831592177704011,0.676292746275138,1.02255355218191,-1.74849986586254,0.0803775088081061,119,0.498888972580803
capn3,0.811561434882585,0.641841323544115,1.0261601090934,-1.74423679987346,0.0811178068901474,108,0.50208698554228
pigr,1.18156071658336,0.979504722548986,1.42529759666694,1.7435493104572,0.0812377087565832,116,0.50208698554228
zhx2,0.773068902842956,0.57861838982782,1.03286646095132,-1.74120089844863,0.0816483698362251,107,0.503555941934854
atxn2l,0.746752451349204,0.537275809478374,1.03790123016601,-1.73849685603111,0.0821233035912005,110,0.505414242608847
khk,0.797428019362877,0.617557478055105,1.02968787305052,-1.73564551566154,0.0826265327478808,104,0.506964890405664
clec1b,1.35350757807311,0.961465125452379,1.90540739898328,1.73475496716366,0.0827842156925364,119,0.506964890405664
eci2,1.16883359105293,0.979742493138487,1.39441942463607,1.73266622344833,0.083155011256025,107,0.506964890405664
mepe,0.860102077204799,0.725243402611644,1.02003765983673,-1.73195914995098,0.0832808359579793,120,0.506964890405664
sftpa1,1.13896489040141,0.982801005963945,1.31994270833569,1.72938819269764,0.0837396417911776,116,0.506964890405664
pyy,1.18523264959909,0.977593106280072,1.4369745701472,1.72935127373271,0.08374624512195,107,0.506964890405664
blvrb,1.18505947481341,0.977422763667994,1.43680504593001,1.72761187904013,0.0840578316479816,119,0.506964890405664
ak1,1.18236503788712,0.97762697091856,1.4299800684757,1.72672838011243,0.0842164562570714,122,0.506964890405664
scg2,1.17730820650717,0.97802038516247,1.4172042159212,1.72508413848037,0.0845123105872072,121,0.506964890405664
cfhr5,1.18729102321714,0.976779596901637,1.44317098584315,1.72402493150186,0.0847033424702793,111,0.506964890405664
il33,1.17013649153147,0.978657954693482,1.39907860784968,1.72334393991034,0.0848263461937847,118,0.506964890405664
bank1,0.760423753852034,0.556889376897243,1.03834676941434,-1.72320355602806,0.0848517209068658,122,0.506964890405664
xiap,0.708310443818985,0.478471460753248,1.04855508839174,-1.7230755682455,0.0848748603460118,110,0.506964890405664
serpina3,1.15099706528694,0.980850034790494,1.35065932335122,1.72305311261822,0.0848789207177392,110,0.506964890405664
tmem132a,0.842857335054545,0.693857456998518,1.02385364614849,-1.72245246173851,0.0849875872614099,104,0.506964890405664
muc16,1.1912530174827,0.975757692533763,1.45434031678161,1.71892038185452,0.085628870330055,118,0.509745688202025
ndst1,1.13555334267952,0.982242774398526,1.3127929547359,1.71784454622591,0.085824973826453,108,0.509870405732254
lama4,1.18441065276205,0.976304735194396,1.43687574566245,1.71672040519007,0.0860302700026892,120,0.510028414703702
mdga1,0.853879175258602,0.712891033249366,1.02275047929418,-1.7156428796232,0.086227425269803,119,0.510028414703702
clps,1.17224758815664,0.977537719157948,1.40574054689445,1.7148256742961,0.086377192871496,119,0.510028414703702
arhgef1,1.46352715529466,0.946749176095588,2.26238563324466,1.71373206676849,0.0865779447860344,107,0.510043825153755
doc2b,0.812340053523093,0.64031311945229,1.03058385422801,-1.71183637268153,0.0869268269996645,108,0.510043825153755
nmrk2,0.803745484074794,0.625824660579673,1.03224887714118,-1.71133979169583,0.0870184047524819,107,0.510043825153755
atp1b1,0.806654032398417,0.630662549241158,1.0317573617897,-1.71100249050634,0.0870806530750314,107,0.510043825153755
fstl3,1.22147384715937,0.971156145121173,1.53631150540488,1.7098213869338,0.0872989069109985,118,0.51029541770666
sfrp1,0.834241036660999,0.677607304257114,1.02708176679445,-1.70811428617758,0.0876151385860126,118,0.511117571991749
map1lc3a,1.16810522871557,0.977075937866909,1.3964828857944,1.70542878625125,0.0881144833993063,104,0.512399417730491
hnmt,0.82767838196701,0.665875946636484,1.02879749213935,-1.70415163514252,0.0883527621299878,119,0.512399417730491
dnm3,0.791108008935654,0.60416091280553,1.03590263543512,-1.70352601763753,0.0884696733069471,110,0.512399417730491
akr1b10,0.83075835618266,0.671131343609742,1.02835227849027,-1.703155573683,0.0885389581306895,108,0.512399417730491
ly6d,1.16894524702219,0.976577402298943,1.3992060304888,1.70160566643825,0.088829314583433,119,0.513059791175344
vasp,0.649896969217118,0.395462047465022,1.06803187133894,-1.70028054552511,0.0890781680039326,112,0.513478311008808
angptl1,1.16796459292091,0.976456713345677,1.39703201552364,1.69922059089443,0.0892776280854506,122,0.513611018491594
cdh15,0.795383116078813,0.610436798399551,1.03636331066851,-1.69544191170045,0.0899916208910105,119,0.516697452492567
glo1,1.18494726242647,0.973243592704966,1.44270152432192,1.68988893691639,0.0910492045147576,118,0.520733291219881
swap70,0.801121129691377,0.619447520609366,1.03607657321259,-1.6898727601344,0.0910522999762692,107,0.520733291219881
rbp5,0.809190371432423,0.632890178178107,1.03460138867042,-1.68865568308711,0.0912854330346856,118,0.52094209248261
susd2,1.15256008284023,0.977295606760621,1.35925582328138,1.68707966053109,0.0915880354497723,119,0.52094209248261
yes1,0.695717494118081,0.456387247714882,1.0605529274655,-1.68665629244739,0.0916694609790223,118,0.52094209248261
neo1,0.838511223078083,0.683260057071348,1.02903874440078,-1.68595412677731,0.0918046353292954,110,0.52094209248261
prcp,0.836695519232782,0.67992092853715,1.02961883142852,-1.68423759535802,0.0921357602670819,120,0.521803887426995
sez6l,0.85442057228312,0.711211779571918,1.02646572414763,-1.68088844470039,0.0927845848569144,119,0.523172624998478
nfat5,0.8075635833265,0.629375126018619,1.03620069201121,-1.68038292785943,0.0928828355067812,110,0.523172624998478
lrrc38,0.834759791953884,0.676181124250529,1.03052848604025,-1.68020925940159,0.0929166084246696,108,0.523172624998478
dkkl1,0.865249364658797,0.730669294347779,1.02461738687231,-1.67801803877523,0.0933435775562563,118,0.524279131206415
fcar,1.1707020035322,0.973795495269925,1.4074240307452,1.67735372864151,0.0934733318777498,122,0.524279131206415
pik3ip1,1.19457415496809,0.970082632058896,1.47101634908054,1.67397768460015,0.0941349851275026,119,0.526974887896462
insl4,1.10496713783175,0.982755446807299,1.24237660514081,1.66908987675126,0.0950995692357477,108,0.529558408968655
muc2,0.847028073740477,0.696984336715935,1.02937256966925,-1.66894670657623,0.0951279420538513,110,0.529558408968655
dmp1,0.864647471832818,0.728856240696434,1.0257375992727,-1.66843408582432,0.0952295865246861,104,0.529558408968655
bag6,0.80721044021305,0.627610031377771,1.03820630998924,-1.66795756004822,0.0953241519407678,118,0.529558408968655
echdc3,0.834089149151298,0.673834113353585,1.03245694295515,-1.6665399189972,0.0956059242002588,112,0.529692990746609
rarres1,1.12326174190485,0.979699495259813,1.28786117266755,1.66600558175994,0.0957123026907304,116,0.529692990746609
il2rg,1.12300249533198,0.979480524045572,1.2875545491328,1.66278586005318,0.0963553080522105,108,0.53174502529708
celsr2,1.17264037302715,0.971669532251109,1.4151781020318,1.66034065406617,0.0968459415967633,111,0.53174502529708
nid2,1.17945947560072,0.970623715537807,1.43322755493721,1.66008054518514,0.0968982501213239,119,0.53174502529708
atg16l1,0.673012805965273,0.42149104660138,1.07462837145772,-1.6585141633043,0.0972137311900088,107,0.53174502529708
gpr37,1.18794075472385,0.969154835306777,1.45611741831446,1.65828507477392,0.0972599400949598,118,0.53174502529708
plin3,1.24799399701135,0.960218862504311,1.62201460249836,1.65644130860333,0.0976324814719215,122,0.53174502529708
tbc1d5,0.813265009721567,0.636785310018462,1.03865457577569,-1.6560941900662,0.0977027457514271,122,0.53174502529708
cfc1,1.14154604073867,0.975930691357259,1.33526629981667,1.65532070007109,0.0978594621595481,116,0.53174502529708
tgfbr3,1.1736762055153,0.970889824591461,1.41881787253505,1.65470857750762,0.0979836263090874,121,0.53174502529708
mri1,0.84347560157184,0.689358502675598,1.03204803840909,-1.65353769322857,0.0982214813959343,108,0.53174502529708
itih4,1.15390772442108,0.973657512471673,1.36752710211063,1.65191225697208,0.0985524390522232,110,0.53174502529708
gkn1,0.861347354123482,0.721513564266248,1.02828179704428,-1.6513952382007,0.098657896527927,117,0.53174502529708
dnaja4,1.18346534665523,0.968920997839817,1.44551540306831,1.6505916073834,0.0988219937441434,107,0.53174502529708
ppme1,1.18529102563465,0.968622271742873,1.45042588471783,1.65043268295855,0.0988544710723499,118,0.53174502529708
top1,0.848961841057996,0.698842307432411,1.03132881324917,-1.64925222866778,0.0990959720009897,107,0.53174502529708
itga2,0.846105364298493,0.693692889486949,1.03200464981579,-1.64908503795655,0.0991302144201935,111,0.53174502529708
fut8,1.17245948049432,0.97042012614858,1.41656298788524,1.64880085395294,0.0991884399643815,119,0.53174502529708
gc,1.1646594208428,0.971054645558654,1.39686429879292,1.64330436635478,0.100319975364135,110,0.535422900014119
chrdl2,0.861938788601769,0.721949233502362,1.02907301624534,-1.64303323845948,0.100376056384867,122,0.535422900014119
il17d,0.821622772095479,0.649750783813944,1.03895831516098,-1.64079288294266,0.10084041614536,118,0.535422900014119
eno2,0.733609204581052,0.506404327684489,1.06275249958242,-1.63812214184461,0.101396216946765,119,0.535422900014119
cytl1,1.1804253457518,0.967857023863716,1.43967958338593,1.63744990191498,0.101536498636021,110,0.535422900014119
pla2g2a,1.14078049961006,0.974372966503682,1.33560781449048,1.63725424293221,0.101577357386386,118,0.535422900014119
ngrn,0.814191809743102,0.636413419155406,1.04163156071175,-1.63544860234129,0.101955040904739,107,0.535422900014119
prss27,1.159432581306,0.970977184678898,1.38446498208754,1.63453567619614,0.102146421490785,121,0.535422900014119
nectin2,1.18711160340714,0.966375846291812,1.45826695105367,1.6341145585853,0.102234798470065,121,0.535422900014119
tpsg1,1.13481153555423,0.975005344947292,1.32081042211781,1.63309877226196,0.102448224785172,110,0.535422900014119
clec4a,0.868697553555971,0.733584235926749,1.02869636859193,-1.63194792394694,0.102690457068157,122,0.535422900014119
ceacam6,1.1478547644649,0.972655163478466,1.3546122097299,1.63185651204162,0.102709717097858,110,0.535422900014119
ptrhd1,1.34314974196263,0.942374669188228,1.91436727696461,1.63169539518516,0.102743670606161,111,0.535422900014119
carhsp1,1.16459743978182,0.969753066804242,1.39859026299956,1.63117380201934,0.10285365155403,120,0.535422900014119
acot13,1.41539287534737,0.932278015178446,2.14886220523032,1.6307888847303,0.102934873628553,107,0.535422900014119
serpinb9,0.775662640684195,0.571500242372269,1.05275988975219,-1.63005405074469,0.10309007387679,119,0.535422900014119
igfbp1,1.16772555782267,0.96902803363919,1.40716566606574,1.62936139479646,0.103236536235504,121,0.535422900014119
cbs,0.824085210668897,0.652918299229692,1.04012467600375,-1.62878327019789,0.103358907521625,104,0.535422900014119
tnfrsf13c,0.85349098807841,0.705352299571969,1.03274188965302,-1.6287347855569,0.103369175475072,118,0.535422900014119
smad3,1.25654270136101,0.954143512998766,1.65478205200109,1.62577844110026,0.103996796178087,108,0.537641080039428
leo1,0.804828738506926,0.619368294420581,1.04582250037939,-1.62470744043804,0.104224911227943,110,0.537641080039428
tmem106a,1.19041851617124,0.964597396931186,1.4691064356505,1.62411391911662,0.104351497843448,108,0.537641080039428
denr,1.16562613324826,0.968632934335437,1.40268231065616,1.62255859749445,0.104683797167966,110,0.538400235964574
btn2a1,1.18621608986448,0.964965082016183,1.45819640324538,1.62135873804158,0.104940724551728,120,0.538769751622717
mertk,1.16315090660372,0.968656543956963,1.39669735364237,1.61885487061137,0.105478492869163,122,0.538976895425685
ftcd,0.82322540590912,0.650442856411464,1.04190562207594,-1.61842242903028,0.105571591582621,106,0.538976895425685
notch3,0.85769703542175,0.712153837427617,1.0329849618286,-1.61791718127932,0.105680447027723,121,0.538976895425685
fgf2,1.22251189106849,0.958387561481091,1.55942687892797,1.6177259131484,0.105721678903492,122,0.538976895425685
nagk,0.777947584591592,0.573575730957546,1.05513955996978,-1.61479380306012,0.10635535559237,104,0.540751757965339
sfrp4,0.856555157467157,0.709768508259895,1.03369863447778,-1.61439698310205,0.106441345693624,111,0.540751757965339
akt3,1.30876476974182,0.943446280981161,1.81554080719468,1.61135077022881,0.107103290787456,116,0.543166688993527
acvrl1,1.18399556970698,0.963802971624592,1.45449386478109,1.60878007779862,0.107664438582828,119,0.545062922981934
cetn2,0.773619409709166,0.565568058350242,1.05820507760736,-1.60598629800626,0.10827692056692,120,0.546416764514259
ggt1,0.830504620438719,0.661972808568624,1.04194298563633,-1.60490982870679,0.108513650218409,119,0.546416764514259
plxnb3,1.28763800784173,0.945555326105269,1.75347924490886,1.60463005186345,0.108575243799941,121,0.546416764514259
treml1,1.2475612612695,0.952120908940911,1.63467589673209,1.60414230501669,0.108682688647804,112,0.546416764514259
arhgap45,0.698589392788999,0.450255755849956,1.08388873074159,-1.60051872158469,0.109483557081904,111,0.549191746117855
rbp7,1.16784716990138,0.965687375881266,1.41232768110076,1.59993972207839,0.10961195619872,107,0.549191746117855
kir3dl2,0.816392709655761,0.636521563109669,1.04709265955259,-1.59756638677037,0.110139512132748,107,0.550030713537807
il31,1.12951182284626,0.972696898804275,1.31160792176659,1.59696250468877,0.110274065481564,110,0.550030713537807
egflam,0.8451966716325,0.687534251222163,1.03901356546065,-1.59663877232066,0.110346251015486,107,0.550030713537807
ctsv,0.856368180527334,0.70783043343489,1.03607647535143,-1.59532082809046,0.110640510329254,121,0.550031525913227
srpk2,0.731407225139035,0.498000859809746,1.07420804291373,-1.59494599621403,0.110724312670955,122,0.550031525913227
enpp5,0.878323979894191,0.748672807961289,1.03042745169003,-1.59213398227187,0.111354602977253,120,0.551466471820934
ca2,1.17411242764268,0.963539444269207,1.43070426534591,1.59166093106797,0.111460911296207,119,0.551466471820934
icoslg,0.863556882239036,0.720731968160621,1.03468490618722,-1.59032035405273,0.111762612929055,118,0.551466471820934
cacnb1,0.83649683164986,0.671251209455177,1.04242188245469,-1.58996045593572,0.111843718883942,104,0.551466471820934
gp2,0.85057853843355,0.6966673743281,1.03849250977415,-1.58909766051124,0.112038345900751,116,0.551466471820934
kazn,0.726673086312328,0.49003741135841,1.07757849121538,-1.58828048805243,0.112222927633785,107,0.551466471820934
hagh,1.16840506586812,0.964126442637721,1.41596614051094,1.58736621712615,0.112429725980212,122,0.551466471820934
mgll,0.697626416659331,0.447184473337273,1.08832628644035,-1.58692905620275,0.112528713246869,120,0.551466471820934
ythdf3,1.23802020493338,0.950683584485993,1.61220205422184,1.58462170018489,0.113052311540588,118,0.553101309066642
ank2,1.13640900840426,0.969953754787414,1.33142990375391,1.5824395160127,0.113549269742181,107,0.55460054399243
sugp1,0.791828555206801,0.592705212932541,1.05784873687664,-1.57942178633191,0.114239343454057,107,0.556384930143177
ccer2,1.16263823075485,0.9643152322411,1.40174873362864,1.57917086882003,0.114296869881697,104,0.556384930143177
cfd,0.83890008835381,0.67429728850051,1.04368409934589,-1.57629170298418,0.114958592886962,110,0.558671892978207
lypla2,0.828582309683123,0.65562527530394,1.04716622403177,-1.57414654158022,0.115453574870448,104,0.55960876469329
tnfsf13b,1.15618898478202,0.965015133037701,1.38523523908205,1.57379066529337,0.115535852827436,120,0.55960876469329
plin1,0.842171490827636,0.679807587735613,1.04331406821349,-1.57192931858356,0.115966944224274,120,0.560763745243958
tarm1,1.13389127274606,0.96932628505252,1.32639487676743,1.57056928577822,0.116282728931697,108,0.561358248623831
serpina9,0.861665891991986,0.715259480556689,1.03804022121382,-1.56702299971743,0.117109315703678,118,0.562783826583182
fadd,1.3888766593217,0.920816446225194,2.09485656203935,1.56655675285841,0.117218333227308,122,0.562783826583182
scara5,0.845994221987018,0.686158684828693,1.04306225288703,-1.56534916186434,0.117501061747144,119,0.562783826583182
casc3,0.797168654437271,0.600151721372649,1.05886201936384,-1.56508520430008,0.117562932314847,108,0.562783826583182
enpep,1.11822923809302,0.972158078661942,1.28624825156745,1.56460797772175,0.117674857159871,107,0.562783826583182
csf2,0.846834644635873,0.68750619855501,1.0430871995959,-1.56328971948085,0.117984465283758,107,0.562783826583182
nfe2,0.693807793057593,0.438701571803874,1.09725901306469,-1.56309603648905,0.118030007759459,104,0.562783826583182
klk6,0.867962766930793,0.726703138564553,1.03668103906398,-1.56247464945968,0.118176213349177,119,0.562783826583182
cyp24a1,1.13207175641685,0.968876811934899,1.32275480834074,1.56187261336548,0.118318001329065,107,0.562783826583182
mcemp1,1.17772758440179,0.959017506272212,1.44631589516279,1.56072602536314,0.118588407942142,110,0.563149845872063
golm2,0.848121297404207,0.689409631990334,1.0433705909126,-1.55833334550925,0.119154248231235,119,0.564915336483916
lair1,1.14851794917442,0.964547143501566,1.36757802712178,1.5546915731976,0.120019542510605,120,0.567173776113297
lpo,0.863726997512614,0.718071418787012,1.03892775386098,-1.55468846223642,0.12002028378076,116,0.567173776113297
prr4,0.857703981065689,0.706415057595398,1.04139359888515,-1.55031032604469,0.121067050078978,111,0.570558827209923
cgn,1.12689849854499,0.968843448844298,1.31073831126978,1.54945133207283,0.12127326218968,108,0.570558827209923
dnm1,1.3109591228525,0.930405349087319,1.84716674670461,1.54764448785425,0.121707914141339,107,0.570558827209923
cspg4,0.858131499612613,0.706958208152501,1.04163112067374,-1.54743243382687,0.121759005332316,110,0.570558827209923
bche,0.872363612990597,0.733777779772037,1.03712362822766,-1.54699935164001,0.121863401990674,110,0.570558827209923
insl3,0.747584546066167,0.517003072889829,1.08100451007581,-1.54601720235535,0.122100413356181,107,0.570558827209923
crh,0.864662542549811,0.719087864800852,1.03970787032508,-1.5459787140377,0.122109708653074,116,0.570558827209923
insr,0.85804328171151,0.706576595685547,1.04197942273467,-1.54498712658957,0.122349377248724,110,0.570558827209923
amot,1.15902209873243,0.961064073139557,1.3977551163283,1.54436222040612,0.122500607010032,111,0.570558827209923
igf1r,0.848646410832469,0.688818068657592,1.0455601607873,-1.54148621988322,0.123198494185015,118,0.572892678230958
cdc37,0.708859704642729,0.457488169854165,1.09834988962962,-1.54009781121837,0.123536513238444,119,0.573548309469076
sumf1,1.11633182124203,0.970327145068741,1.28430575342635,1.53877561445261,0.123859085087603,110,0.574130249506391
masp1,0.866240374762329,0.721224336686839,1.04041467917658,-1.53612471868857,0.124507794860429,119,0.576219699266627
hla_a,1.16264556256476,0.95908989048032,1.40940355806958,1.53460290371732,0.124881398976461,110,0.576758847069399
coro6,0.8418891353289,0.675612577903084,1.04908839676238,-1.53308936444025,0.125253837830543,104,0.576758847069399
gpc5,1.159335848803,0.959534063771338,1.40074194451951,1.53194864344839,0.125535108449373,119,0.576758847069399
hk2,1.13821262042778,0.964234447238763,1.34358191932577,1.52963185873675,0.126107878973256,118,0.576758847069399
btd,0.868739296843178,0.725402541659064,1.04039884414175,-1.52948334948001,0.126144663699367,110,0.576758847069399
hyou1,1.16200523611868,0.958473117429075,1.40875747500257,1.52825933092719,0.126448163078221,121,0.576758847069399
akap12,0.854164666138412,0.697813162190897,1.04554817307925,-1.528157828273,0.126473356498601,111,0.576758847069399
apoa1,0.843628428061898,0.678313374199984,1.04923321830945,-1.52807975937666,0.126492736212562,110,0.576758847069399
ca6,0.86282279400838,0.714042380017733,1.04260362507046,-1.52791936996873,0.126532558310065,119,0.576758847069399
