protein,logFC,AveExpr,t,P.Value,fdr,comparison
atf2,-0.161853448007156,0.141986141044588,-2.43016047288248,0.0150957567518425,0.9552988674916,hla_interaction_all
ngfr,-0.0603160052833947,0.00559792084713394,-2.40709300072207,0.0160838021672652,0.963411599379828,hla_interaction_all
lrp2bp,-0.16544495980595,0.200238563341109,-2.39137508933601,0.0167891975940992,0.963411599379828,hla_interaction_all
cd207,-0.0880282837605909,-0.00310163480939883,-2.37105791656481,0.0177411520914503,0.963411599379828,hla_interaction_all
ggact,0.0806992579124346,0.00356892391751002,2.36651399384047,0.017960417919755,0.963411599379828,hla_interaction_all
cpb1,0.136598377239766,0.0191975429665308,2.3606794873606,0.0182454392080037,0.963411599379828,hla_interaction_all
il13ra1,0.0494061673179411,0.0142839862469115,2.3596844902475,0.0182944390430825,0.963411599379828,hla_interaction_all
ddt,0.071344922029349,0.0358721963012162,2.35610783379726,0.0184715284756514,0.963411599379828,hla_interaction_all
spink6,-0.127107052445797,-0.0478166940425794,-2.35157337001801,0.018698196890803,0.963411599379828,hla_interaction_all
thtpa,0.0987749182115645,-0.0335456521739095,2.34383317834903,0.0190907380182806,0.963411599379828,hla_interaction_all
xiap,-0.0590717331187563,0.0249346647397371,-2.3427241409958,0.0191475685180726,0.963411599379828,hla_interaction_all
stxbp1,0.083720107212333,-0.0669138124621901,2.34171010525004,0.0191996602145962,0.963411599379828,hla_interaction_all
il17c,-0.157541837385626,0.0910275154404614,-2.33323019952067,0.0196401494715164,0.963411599379828,hla_interaction_all
fam3b,0.0818001085882839,-0.0316368624816012,2.33054655746613,0.0197813780895103,0.963411599379828,hla_interaction_all
dll4,0.172452916423361,0.114736895806961,2.32837365741548,0.0198963774269427,0.963411599379828,hla_interaction_all
cpa1,0.136282198291704,0.0176054967709359,2.28867221456078,0.0221027019273591,0.963411599379828,hla_interaction_all
sult2a1,0.113884170779585,0.104526553178794,2.28497367636294,0.0223186864278483,0.963411599379828,hla_interaction_all
tjp3,-0.0807097298097837,0.0269240936197781,-2.28476037854648,0.0223311982157191,0.963411599379828,hla_interaction_all
ccl4,-0.140276075939778,0.0507186204256946,-2.27976783517516,0.0226258017135879,0.963411599379828,hla_interaction_all
kiaa1549,-0.135025099042266,-0.0212175268896616,-2.27773066176413,0.0227469795856603,0.963411599379828,hla_interaction_all
agrn,-0.0654429069965832,0.0147963496301945,-2.27767976768772,0.0227500141415835,0.963411599379828,hla_interaction_all
insl5,0.18841708125521,0.137390801669346,2.27308972633656,0.0230251455205272,0.963411599379828,hla_interaction_all
lrfn2,-0.0915585439860375,0.0485365111486248,-2.26725594101378,0.0233789953075111,0.963411599379828,hla_interaction_all
thop1,0.0554961313687672,0.0130928666195891,2.26226214409939,0.0236856357547313,0.963411599379828,hla_interaction_all
klk10,-0.0872381627544365,0.00600868651265492,-2.25836975487879,0.0239270592492618,0.963411599379828,hla_interaction_all
itgb2,0.0618224334354961,0.00836595136061734,2.25686072687994,0.0240212284605708,0.963411599379828,hla_interaction_all
bmp4,0.101986312415531,0.0373974268567136,2.25618216913425,0.0240636777468963,0.963411599379828,hla_interaction_all
angptl1,0.0631446106815085,0.00361734464498018,2.25465018602437,0.0241597549827302,0.963411599379828,hla_interaction_all
timm10,0.0445571140281346,0.030396463022507,2.24804891126918,0.0245775629930835,0.966161397369632,hla_interaction_all
fadd,-0.0652355293098795,-0.0272062641083527,-2.23458981548873,0.0254488458130706,0.966161397369632,hla_interaction_all
zfyve19,-0.0853520667998596,-0.0282135876158598,-2.22505553536717,0.0260821111063168,0.966161397369632,hla_interaction_all
