logFC,AveExpr,t,P.Value,adj.P.Val,B,protein,fdr,direction,label_protein
0.429015071665227,0.165543697478992,2.49005620390625,0.0140907820246782,0.355555254416023,-2.96301068573273,ereg,0.355555254416023,NS,
0.13022427526676,-0.00780363636363637,2.48327762440971,0.0143485547489785,0.355555254416023,-2.97678037011279,nedd9,0.355555254416023,NS,
0.337352769363769,0.0336330578512397,2.47433459434088,0.0146950734391776,0.355555254416023,-2.99489560774007,fabp4,0.355555254416023,NS,
0.231034983391266,-0.0735516949152542,2.46810309857683,0.0149409210689947,0.355555254416023,-3.00748381472533,angptl2,0.355555254416023,NS,
0.215244125181327,0.0595443965517241,2.46500106369883,0.0150646657142456,0.355555254416023,-3.01373965201995,igfbp4,0.355555254416023,NS,
0.187058753987526,0.00317622950819672,2.4589978432771,0.0153067403445895,0.355555254416023,-3.02582631696984,rtn4r,0.355555254416023,NS,
0.144781503663881,0.0799168067226891,2.45678686833843,0.0153967655479246,0.355555254416023,-3.03027117828331,xg,0.355555254416023,NS,
0.168842804477514,-0.0213004098360656,2.45539216635675,0.0154537965426421,0.355555254416023,-3.03307319697207,cdh6,0.355555254416023,NS,
0.3949743202717,-0.203475,2.45411004427619,0.0155063899284651,0.355555254416023,-3.0356477829478,ccn1,0.355555254416023,NS,
0.131340898469036,0.0100075630252101,2.45247314401705,0.0155737681728725,0.355555254416023,-3.03893303987529,pik3ip1,0.355555254416023,NS,
0.167120026163088,0.020464224137931,2.45171585518942,0.0156050278843218,0.355555254416023,-3.0404522546179,sorcs2,0.355555254416023,NS,
0.184107144471832,0.0186898305084746,2.44917998763612,0.0157101117627268,0.355555254416023,-3.04553646284192,tafa5,0.355555254416023,NS,
0.289548097182366,-0.0725618644067797,2.44843375164494,0.0157411547963377,0.355555254416023,-3.04703170925969,rbp5,0.355555254416023,NS,
0.227193939730626,-0.121383613445378,2.44790496427918,0.0157631851243429,0.355555254416023,-3.04809100326546,hnmt,0.355555254416023,NS,
0.137606075763986,0.000720901639344264,2.44786178389468,0.0157649853161757,0.355555254416023,-3.04817749539123,cd4,0.355555254416023,NS,
0.236527157295452,-0.0456321428571428,2.44769295307214,0.0157720256362009,0.355555254416023,-3.04851565752875,fabp3,0.355555254416023,NS,
0.196749599675462,0.0463545833333333,2.44748618543947,0.0157806517506759,0.355555254416023,-3.04892977732783,lair1,0.355555254416023,NS,
0.132852468822897,-0.0801361344537815,2.444447348251,0.0159079139370246,0.355555254416023,-3.05501243256481,jam2,0.355555254416023,NS,
0.384574723133086,-0.0546330357142857,2.44306803177278,0.0159659785228967,0.355555254416023,-3.05777109534111,upb1,0.355555254416023,NS,
0.343927390849093,-0.0373283333333333,2.44206848836775,0.0160081737142509,0.355555254416023,-3.05976933306499,gusb,0.355555254416023,NS,
0.177050948635639,-0.0697767857142857,2.44071138394885,0.0160656219563452,0.355555254416023,-3.06248121775406,eln,0.355555254416023,NS,
0.397881015012958,-0.0284385593220339,2.4406379900412,0.0160687340507591,0.355555254416023,-3.06262784142048,irag2,0.355555254416023,NS,
0.226753281390701,0.0183292372881356,2.43771934385234,0.0161929278652185,0.355555254416023,-3.06845540684371,amn,0.355555254416023,NS,
-0.318040673982544,0.0371435185185185,-2.43650430827966,0.0162448810846208,0.355555254416023,-3.07087958825672,col28a1,0.355555254416023,NS,
0.190132030240705,-0.068547131147541,2.4327849333144,0.0164048390059951,0.356376763779491,-3.07829358165485,il16,0.356376763779491,NS,
0.178118780373905,-0.133555737704918,2.42803797534441,0.0166110231687644,0.356546626878724,-3.08774116341517,ncs1,0.356546626878724,NS,
0.167758731164479,-0.0120219047619048,2.42683739049586,0.0166635341417215,0.356546626878724,-3.0901279947633,ifi30,0.356546626878724,NS,
0.120788125950727,0.0387258928571429,2.42231489570195,0.0168626651003507,0.356546626878724,-3.09910947302071,asgr2,0.356546626878724,NS,
0.236251720250882,-0.0929516949152542,2.42141390772846,0.0169025882889948,0.356546626878724,-3.10089700191595,enah,0.356546626878724,NS,
0.10584810966898,-0.0475427272727273,2.41443281784901,0.0172147796613563,0.359655367362391,-3.11472702815126,cemip2,0.359655367362391,NS,
0.143053974930029,-0.0406673076923077,2.40869612006647,0.0174751429307266,0.359655367362391,-3.12606500884275,ahnak,0.359655367362391,NS,
0.132720698763934,-0.0811991666666667,2.40529042035217,0.0176313601725799,0.359655367362391,-3.13278456336098,mepe,0.359655367362391,NS,
0.118801968832545,-0.00971909090909092,2.40501973529658,0.0176438293022901,0.359655367362391,-3.13331826742685,csf3r,0.359655367362391,NS,
0.253246527553308,-0.0400384615384615,2.40201705941611,0.0177826733679133,0.359655367362391,-3.13923496262465,thbs4,0.359655367362391,NS,
0.204452168360825,-0.0310226890756303,2.39416632080742,0.018150281278672,0.359655367362391,-3.154673259176,ccn5,0.359655367362391,NS,
0.174189874514885,-0.0400088235294118,2.39349808058153,0.018181880244426,0.359655367362391,-3.15598524054265,adam22,0.359655367362391,NS,
0.163242753434364,-0.0604738317757009,2.39307620640678,0.0182018544347945,0.359655367362391,-3.15681335257575,palm2,0.359655367362391,NS,
0.141064898340495,-0.076127731092437,2.39087133543166,0.0183065636752668,0.359655367362391,-3.16113923809613,scarf2,0.359655367362391,NS,
0.153589441100642,0.00027142857142857,2.39037827706128,0.0183300518873442,0.359655367362391,-3.16210611217287,dll1,0.359655367362391,NS,
0.199983719863405,0.0217920833333333,2.38872474719036,0.0184090174294044,0.359655367362391,-3.165347330324,agrn,0.359655367362391,NS,
0.19861319055033,0.00718151260504201,2.38613952197502,0.0185330807115365,0.359665319675218,-3.17041079798316,ogn,0.359665319675218,NS,
0.117122921369838,-0.000428925619834708,2.38282514951847,0.0186932181738314,0.360370583470353,-3.17689517109388,pam,0.360370583470353,NS,
0.317636944388978,-0.0760102678571429,2.3730249548439,0.0191739146025349,0.366311875408411,-3.19602121234995,vnn1,0.366311875408411,NS,
0.223177889544933,-0.00412581967213114,2.36909274235931,0.0193698419205615,0.366311875408411,-3.20367535664605,cgref1,0.366311875408411,NS,
0.203389534373301,-0.217086607142857,2.36714555249415,0.0194675168977574,0.366311875408411,-3.20746137423143,npl,0.366311875408411,NS,
0.193889088975432,0.0510504237288136,2.36640547750677,0.0195047546163874,0.366311875408411,-3.20889960301355,il33,0.366311875408411,NS,
0.205304159292087,0.112308403361345,2.35561060949237,0.0200551133672499,0.371013212466903,-3.22983178380682,ager,0.371013212466903,NS,
-0.170220509736891,0.0887154545454545,-2.35517815704235,0.0200774442258132,0.371013212466903,-3.230668548519,csnk2a1,0.371013212466903,NS,
0.118448601908171,0.0093781512605042,2.3504945266151,0.0203207067934726,0.371013212466903,-3.23972216082552,pla2g15,0.371013212466903,NS,
0.134410160428577,-0.0103533898305085,2.34714511328111,0.0204962639241783,0.371013212466903,-3.24618671356188,scarb2,0.371013212466903,NS,
0.320857466875473,0.0217851694915254,2.34482512273246,0.0206186480510049,0.371013212466903,-3.2506595455616,gpr37,0.371013212466903,NS,
0.266475579970554,-0.0270285714285714,2.34322025889388,0.020703684722091,0.371013212466903,-3.25375131037601,fcer2,0.371013212466903,NS,
0.23319519581742,-0.0227884297520661,2.34190539759542,0.0207735855418718,0.371013212466903,-3.25628296175383,mfap5,0.371013212466903,NS,
0.29555751003191,0.0693798165137615,2.3369060739689,0.0210412646252741,0.371013212466903,-3.26589700860483,nek7,0.371013212466903,NS,
0.15669214756467,-0.0649159663865546,2.33575448086,0.0211033537738423,0.371013212466903,-3.2681089721044,pamr1,0.371013212466903,NS,
0.436735896704362,0.0261310344827586,2.33112422532294,0.0213546315998413,0.371013212466903,-3.27699275537497,map3k5,0.371013212466903,NS,
0.128002208667786,-0.0507443925233645,2.32903558773946,0.0214688396750202,0.371013212466903,-3.28099487951593,gipc2,0.371013212466903,NS,
0.148944925747497,0.0434381818181818,2.32686149166936,0.0215882920760942,0.371013212466903,-3.28515730896152,adamts4,0.371013212466903,NS,
0.315649995728097,-0.00458793103448275,2.32509522591898,0.0216857675700113,0.371013212466903,-3.28853633634429,prkra,0.371013212466903,NS,
0.157543673782989,-0.0166097457627119,2.3243782782094,0.0217254444961701,0.371013212466903,-3.28990726052641,il15ra,0.371013212466903,NS,
0.315767555528948,-0.107417213114754,2.32411954579569,0.0217397788172622,0.371013212466903,-3.29040190636716,acp6,0.371013212466903,NS,
0.174040718363214,-0.0611088785046729,2.32004180587765,0.0219667969781062,0.371013212466903,-3.29819116981376,chchd10,0.371013212466903,NS,
0.0969370431852689,-0.03173125,2.31937689250904,0.022004011665247,0.371013212466903,-3.29946010809626,ahnak2,0.371013212466903,NS,
0.123659935463665,0.02574625,2.31857044880037,0.0220492221768376,0.371013212466903,-3.30099870497509,ckap4,0.371013212466903,NS,
0.127122618733923,-0.031127731092437,2.30834850349245,0.022629407860077,0.377590947918632,-3.32045895712043,rgmb,0.377590947918632,NS,
0.226959837300302,0.00610360360360359,2.30712822477014,0.0226995588752184,0.377590947918632,-3.32277688706364,inhbb,0.377590947918632,NS,
0.212651104561335,-0.0632318181818182,2.30053896160905,0.0230816746909647,0.381012020859096,-3.33527406121696,stx7,0.381012020859096,NS,
0.144932397020402,0.0127090909090909,2.29908076086875,0.023166996802494,0.381012020859096,-3.33803530241442,itgbl1,0.381012020859096,NS,
0.216882356114842,0.0134072033898305,2.29390882589253,0.0234718555394186,0.381073537021221,-3.34781605265361,s100p,0.381073537021221,NS,
0.24652118846231,0.0614817757009346,2.29339313702502,0.0235024450627101,0.381073537021221,-3.34879018719741,lrch4,0.381073537021221,NS,
-0.251985794610864,0.0839570093457944,-2.29236625755278,0.0235634615815252,0.381073537021221,-3.35072936751982,creb3,0.381073537021221,NS,
0.115904805832424,0.0535033613445378,2.283443565426,0.024099524827887,0.387589595436348,-3.36754599418912,stc2,0.387589595436348,NS,
0.108597730192256,0.0268445454545455,2.26973895172344,0.0249437230078905,0.39590558515889,-3.39325914978329,shisa5,0.39590558515889,NS,
0.110181898478663,-0.0152963636363636,2.26900568354892,0.0249896136484705,0.39590558515889,-3.39463097418704,cd55,0.39590558515889,NS,
0.12532579400243,-0.0730218181818182,2.26662148649704,0.0251393372929832,0.39590558515889,-3.39908863111544,bche,0.39590558515889,NS,
0.176627775815731,-0.0293596638655462,2.26628376361703,0.0251606091564393,0.39590558515889,-3.39971971635299,mad1l1,0.39590558515889,NS,
0.13502543273848,0.0132918032786885,2.26317966155874,0.025356864272854,0.396770526802453,-3.40551618700839,npdc1,0.396770526802453,NS,
0.114371064889591,-0.0266781512605042,2.25473397942115,0.025897639275441,0.396770526802453,-3.4212507262213,golm2,0.396770526802453,NS,
-0.266332742517719,0.114600917431193,-2.25215506270924,0.0260647657937738,0.396770526802453,-3.42604465253208,il9,0.396770526802453,NS,
