protein,logFC,AveExpr,t,P.Value,fdr,comparison
cd302,-0.113787276782532,0.0111640972824844,-2.09615800991398,0.0360734072403128,0.967778100000697,hla_interaction_pre
jmjd1c,0.198195678649645,0.0494296659564798,2.09318753623351,0.0363376607799388,0.967778100000697,hla_interaction_pre
fkbp4,0.106597342694405,-0.0232912612643236,2.08848052442238,0.0367597749004091,0.967778100000697,hla_interaction_pre
agrn,-0.119539686407036,0.0147775870006511,-2.08442078841977,0.0371271907197214,0.967778100000697,hla_interaction_pre
arid3a,0.139725288122673,0.0290829259313934,2.08371874344853,0.0371910435342508,0.967778100000697,hla_interaction_pre
ren,-0.300896722433814,0.0865391893345752,-2.08007589649295,0.0375238731226921,0.967778100000697,hla_interaction_pre
ilkap,0.165349938809774,0.00223594557138158,2.07207555041263,0.0382637317114994,0.967778100000697,hla_interaction_pre
insl5,0.341912896779065,0.139508871221243,2.06522333100606,0.0389072389993716,0.967778100000697,hla_interaction_pre
elob,0.116322810693529,0.018267949185124,2.06465504357261,0.0389610186010538,0.967778100000697,hla_interaction_pre
ogn,-0.159764275584796,0.00834714483450379,-2.06013470701717,0.0393910514590036,0.967778100000697,hla_interaction_pre
sfrp4,-0.14245508598264,0.0265784859944242,-2.05758103571169,0.0396357662174267,0.967778100000697,hla_interaction_pre
snap29,-0.145303234212215,-0.0482247800707699,-2.05464720829928,0.0399185023889479,0.967778100000697,hla_interaction_pre
slc44a4,0.239043003800454,0.139125550677546,2.05318865804897,0.0400597001322632,0.967778100000697,hla_interaction_pre
pnma2,-0.15151643987821,0.00864566364817361,-2.05180322428776,0.0401942118175583,0.967778100000697,hla_interaction_pre
cetn3,-0.136439678052204,-0.00450155399623194,-2.04772687184984,0.0405922083847796,0.967778100000697,hla_interaction_pre
rln1,-0.247009533326892,0.161963704654304,-2.04430964016257,0.040928420892545,0.967778100000697,hla_interaction_pre
spint2,-0.137148108484349,-0.0140144932062539,-2.0442814767315,0.0409312015937789,0.967778100000697,hla_interaction_pre
sftpd,-0.272893612991879,0.00984984226120333,-2.03433384803376,0.0419234414768242,0.967778100000697,hla_interaction_pre
cyp24a1,0.296537639840206,0.21909074320255,2.03387835878233,0.0419693581313209,0.967778100000697,hla_interaction_pre
fcrl5,0.232965495659834,0.00587011978501824,2.02716794046255,0.0426507648679054,0.967778100000697,hla_interaction_pre
vmo1,-0.260927888581699,-0.0677421844277972,-2.0248203558113,0.0428913479137481,0.967778100000697,hla_interaction_pre
steap4,-0.251418167326067,0.134768007184617,-2.02469497936167,0.0429042288362098,0.967778100000697,hla_interaction_pre
