logFC,AveExpr,t,P.Value,adj.P.Val,B,protein,contrast,sig
-0.923802699839482,0.0440766081871345,-5.63609427764055,7.22273390726444e-08,0.000210542693396758,5.18011538368407,edem2,C2_vs_C0,TRUE
-0.881493555579796,0.0849050279329609,-3.94139393495522,0.000116820620174794,0.170266053904762,0.237260162345697,gpha2,C2_vs_C0,FALSE
2.65467114260618,-0.305226649746193,3.68936891500712,0.000292094529323757,0.283818517659584,-0.283620709029349,cd177,C2_vs_C0,FALSE
0.37891096446271,-0.00373670520231214,3.52337176550438,0.000547671556809466,0.399115647024899,-0.824179476000495,akap12,C2_vs_C0,FALSE
-1.05803851835581,0.0963385964912281,-3.40401277125917,0.000830852704834221,0.484387126918351,-1.17172107123087,snu13,C2_vs_C0,FALSE
2.0843075266141,0.467123837209302,3.26206181668014,0.00133879749234402,0.48755063879568,-1.47660184885201,nphs2,C2_vs_C0,FALSE
-0.426459077853721,-0.00660058479532164,-3.25354301544181,0.00137846382259677,0.48755063879568,-1.51079942040119,sart1,C2_vs_C0,FALSE
0.765632784714958,0.0579656976744186,3.23281940749041,0.0014746416994723,0.48755063879568,-1.54157883449109,relb,C2_vs_C0,FALSE
-0.718592151652008,-0.0487989898989899,-3.19520226911048,0.00163045399967083,0.48755063879568,-1.50683084502439,cstb,C2_vs_C0,FALSE
-1.08686657226876,0.0307832369942197,-3.1941046523598,0.0016725579375495,0.48755063879568,-1.58976429868969,fuom,C2_vs_C0,FALSE
-0.748548722859796,-0.0853803571428571,-3.10465967284992,0.00219230231800565,0.533722850489068,-1.731345233664,cdhr5,C2_vs_C0,FALSE
0.718759420498567,-0.0907519801980198,3.10269652518731,0.00219714380990354,0.533722850489068,-1.69873981037411,bst1,C2_vs_C0,FALSE
0.632209002062168,0.0698783333333333,2.96709754230235,0.00342307659341321,0.716560876834419,-2.06707161887717,grik2,C2_vs_C0,FALSE
-0.624260526341928,0.0407511695906433,-2.94570491773587,0.00368094374616804,0.716560876834419,-2.16376906824027,ubqln3,C2_vs_C0,FALSE
-0.874846368888612,0.11130790960452,-2.94369581552551,0.00368727723928518,0.716560876834419,-2.12238650451507,alms1,C2_vs_C0,FALSE
-0.796028250473011,-0.0962391752577319,-2.91606880537901,0.00397003733016617,0.723291176089649,-2.13567922680274,mmp7,C2_vs_C0,FALSE
0.495957529863382,-0.0132747448979592,2.88429113089841,0.00436976423021424,0.727458545888982,-2.19340683122267,flt1,C2_vs_C0,FALSE
-0.925175358973595,-0.0685695431472081,-2.87498927771577,0.00449262135017744,0.727458545888982,-2.21922486375451,nmnat1,C2_vs_C0,FALSE
-0.694317304825131,0.0684701754385965,-2.86237860424059,0.00474158228881326,0.727458545888982,-2.29548954651944,coq7,C2_vs_C0,FALSE
-1.22683700698829,0.0265331606217617,-2.84050815119384,0.00499637682447078,0.728221922166616,-2.29637566131116,acaa1,C2_vs_C0,FALSE
-0.668944380931455,0.0483079096045198,-2.73890441484288,0.0068079538584292,0.897416082882635,-2.5360085101295,tex33,C2_vs_C0,FALSE
-1.04052132922497,-0.00796695906432747,-2.72843962534513,0.00704238530631544,0.897416082882635,-2.59036830315306,lrch4,C2_vs_C0,FALSE
0.616785129574892,0.057673595505618,2.68610969283652,0.00792696770795521,0.897416082882635,-2.63532441520637,lacrt,C2_vs_C0,FALSE
-0.253327210832581,-0.0160223463687151,-2.68435930514185,0.00796243761531569,0.897416082882635,-2.64825098649127,ngrn,C2_vs_C0,FALSE
-1.07199565953327,-0.00622102272727272,-2.68343198265501,0.00799643040277414,0.897416082882635,-2.65020199819253,fcamr,C2_vs_C0,FALSE
0.462671138899605,-0.0241575,2.67182690988183,0.00824990987625015,0.897416082882635,-2.66154117405778,pcdhb15,C2_vs_C0,FALSE
0.818593699208617,0.0263992227979275,2.66711398893776,0.00831225874368135,0.897416082882635,-2.64604526834506,lsm1,C2_vs_C0,FALSE
-0.701716459811801,0.0122063131313131,-2.6135089024764,0.00966249882167428,0.998620949118873,-2.73981638936739,scly,C2_vs_C0,FALSE
-1.05490784049194,-0.11246432748538,-2.58550034494861,0.0105746008074489,0.998620949118873,-2.85512946513025,ass1,C2_vs_C0,FALSE
0.918715889987911,0.145936111111111,2.56172314508252,0.0112509655998014,0.998620949118873,-2.86886311640179,pxdnl,C2_vs_C0,FALSE
-0.995440539528521,0.11615575,-2.55848462566414,0.0112658443077365,0.998620949118873,-2.84605238440727,fgf19,C2_vs_C0,FALSE
-0.70014443204591,0.115009356725146,-2.55784221431365,0.0114185137439822,0.998620949118873,-2.90487887722946,lama1,C2_vs_C0,FALSE
0.940173625531389,0.021164824120603,2.54338808547066,0.0117518503115348,0.998620949118873,-2.88026726162982,ccl3,C2_vs_C0,FALSE
-0.745371638469461,-0.0266170854271357,-2.53796548495368,0.011929468147576,0.998620949118873,-2.88664190814635,dcxr,C2_vs_C0,FALSE
-0.573517664145883,0.0727356725146199,-2.52398713981951,0.0125333014594773,0.998620949118873,-2.94449655078905,cbs,C2_vs_C0,FALSE
-0.688520757304045,-0.07961328125,-2.50717312275758,0.01301490844557,0.998620949118873,-2.95462675801129,rbks,C2_vs_C0,FALSE
0.812833397936372,0.0717394472361809,2.48877585366778,0.0136534806113288,0.998620949118873,-2.97738243939465,mmp10,C2_vs_C0,FALSE
-1.02679771348867,0.0453614795918367,-2.48562242041062,0.0137844379026801,0.998620949118873,-2.98505703097917,mme,C2_vs_C0,FALSE
-1.22556424403085,0.102325568181818,-2.45834408685009,0.0149453710165936,0.998620949118873,-3.06337781559858,upb1,C2_vs_C0,FALSE
0.553693318355347,0.044590395480226,2.44876856625437,0.0153286815928087,0.998620949118873,-3.07595892060132,brd1,C2_vs_C0,FALSE
0.542597202125907,0.0385865979381443,2.43504331716002,0.0158108118957011,0.998620949118873,-3.0816710721762,adamts16,C2_vs_C0,FALSE
-0.75151182457099,0.10221061452514,-2.42908270178431,0.0161451730914986,0.998620949118873,-3.11341651960979,sdhb,C2_vs_C0,FALSE
0.34450429393979,0.0628722543352601,2.40194218682185,0.0173883106283581,0.998620949118873,-3.16040071722892,scgb3a1,C2_vs_C0,FALSE
-1.25733634757268,0.329889142857143,-2.38330805312614,0.0182506259605035,0.998620949118873,-3.19392306873382,iglon5,C2_vs_C0,FALSE
0.462577894209221,-0.107326589595376,2.38030744850824,0.0184074172646068,0.998620949118873,-3.1976562285381,itga2,C2_vs_C0,FALSE
0.296006277400886,0.00371694444444446,2.37151435895438,0.0187916133907739,0.998620949118873,-3.20820608963014,pcdh12,C2_vs_C0,FALSE
0.592888151927215,-0.0211220338983051,2.36801003957044,0.018984350390637,0.998620949118873,-3.2230548575452,prg2,C2_vs_C0,FALSE
-0.647205716401012,0.0421340206185567,-2.35505116766728,0.0195370637557199,0.998620949118873,-3.22380626152386,vamp5,C2_vs_C0,FALSE
0.434897352172172,-0.130751734104046,2.3425067892864,0.0203150644573226,0.998620949118873,-3.26200599393453,mxra8,C2_vs_C0,FALSE
-1.66334853117494,0.00495502512562815,-2.33488601150578,0.0205638022719054,0.998620949118873,-3.25448576523362,hao1,C2_vs_C0,FALSE
0.959875101901305,0.0771820224719101,2.3353956498451,0.0206596362836307,0.998620949118873,-3.27072814252097,pfdn6,C2_vs_C0,FALSE
0.681180770507342,-0.030924,2.33397035058903,0.0207561179805088,0.998620949118873,-3.27762156367208,cdc123,C2_vs_C0,FALSE
-0.703280326785968,-0.0237223618090452,-2.32205241608054,0.0212596437321386,0.998620949118873,-3.27725385734002,ldlr,C2_vs_C0,FALSE
0.373703380147002,0.0139112716763006,2.32052841872184,0.0215029471020632,0.998620949118873,-3.29899554050086,bmp10,C2_vs_C0,FALSE
-0.767373919219737,0.0660254237288135,-2.31352469841162,0.021866248858599,0.998620949118873,-3.30993095075696,bloc1s2,C2_vs_C0,FALSE
-0.372807523100852,-0.00417722222222223,-2.31112061778537,0.0219814902137196,0.998620949118873,-3.31092614769017,mrpl28,C2_vs_C0,FALSE
-0.699158400411164,0.00380812182741115,-2.29890605441253,0.0225780145435231,0.998620949118873,-3.31884017279371,ggt1,C2_vs_C0,FALSE
0.568233676674801,0.04105,2.29465429365455,0.0228485288955049,0.998620949118873,-3.32873833622141,psma1,C2_vs_C0,FALSE
-0.399589535999101,-0.00082614213197969,-2.2899597505983,0.0231019966659828,0.998620949118873,-3.33530597199092,tnfrsf10a,C2_vs_C0,FALSE
-0.877836706684941,-0.143663775510204,-2.28725963227208,0.0232678745409421,0.998620949118873,-3.3385278497675,serpina9,C2_vs_C0,FALSE
-1.4499585912412,-0.0203966666666667,-2.28431947111501,0.0234491965552204,0.998620949118873,-3.34749514230297,ssc4d,C2_vs_C0,FALSE
-0.783332867591497,0.0523009852216749,-2.28175017007535,0.0235592294138271,0.998620949118873,-3.3450544190657,fabp4,C2_vs_C0,FALSE
-0.881533801810953,-0.243698979591837,-2.27896144837679,0.0237664298847163,0.998620949118873,-3.35271793654398,cdhr2,C2_vs_C0,FALSE
