logFC,AveExpr,t,P.Value,adj.P.Val,B,protein,sex
-0.0929146375351778,0.00397102716784519,-7.56949245960136,5.11843962850378e-14,1.48997777585745e-10,21.0628695259384,itgav,Post-onset Female
-0.158265665405555,0.0369714205186021,-6.84119349193346,9.71059832332107e-12,1.41337758595938e-08,16.0981581077879,itgam,Post-onset Female
-0.311187377985292,0.0342475280898877,-6.56386887755524,6.27726616029065e-11,6.09104059753536e-08,14.338807978681,omg,Post-onset Female
-0.123591991209528,0.0870070893879348,-5.6701421401528,1.60837919744406e-08,1.17049796093991e-05,9.11291503024718,mxra8,Post-onset Female
0.180104669939065,-0.0173090804155444,5.60007903426948,2.36755949478484e-08,1.37839313786373e-05,8.76660643075938,nefl,Post-onset Female
-0.140294804714899,-0.0977703200595459,-5.43793749352973,5.87560765211181e-08,2.58303853777141e-05,7.92019189271619,ca14,Post-onset Female
-0.206834982462676,-0.241218269230769,-5.42843007821652,6.21136027633112e-08,2.58303853777141e-05,7.86614948458009,mstn,Post-onset Female
-0.249636806221623,-0.218107215523738,-5.3586295909885,9.10670246178674e-08,3.31370135828265e-05,7.51088030278339,ca6,Post-onset Female
-0.105461911600137,0.0458511329305136,-5.1734832701502,2.46973758724179e-07,7.56337508647799e-05,6.58147308722853,itgb2,Post-onset Female
-0.120803151507054,0.0787652355790402,-5.16614634458349,2.59820511387083e-07,7.56337508647799e-05,6.53136157755857,itga2,Post-onset Female
0.175434212783913,0.0773973441108545,5.1380891426037,2.98167176135672e-07,7.89058772482673e-05,6.40646228947693,gfap,Post-onset Female
0.106259884376759,0.00335510935143288,5.10851487010697,3.47782447468334e-07,8.43662253816933e-05,6.26314402173315,lgals9,Post-onset Female
-0.132841483557484,0.0200396506386176,-5.03344084649513,5.13916922847702e-07,0.000115077858646897,5.90032542006138,clec4a,Post-onset Female
-0.12224789079761,-0.10045153609831,-4.98108848413002,6.7370022562152e-07,0.000140081525484589,5.64959431369314,comp,Post-onset Female
-0.125977798270522,0.0213805972952667,-4.93836407219512,8.36574266994764e-07,0.000162351179414784,5.44810545350041,itga11,Post-onset Female
-0.11043476062669,0.0141976917349218,-4.91793149721042,9.27409467019529e-07,0.000168730559905866,5.35147519703244,itgb5,Post-onset Female
-0.104533737504619,-0.0501023481177785,-4.81486596574947,1.55483352978381e-06,0.00026624237677651,4.87257486394178,klk6,Post-onset Female
0.14337715461671,-0.0258349808429119,4.74156099627209,2.23488780879681e-06,0.000361431022855973,4.53881775564785,lilrb4,Post-onset Female
0.103821209374193,-0.094193226047904,4.71606058852115,2.5282146614879e-06,0.000387349098925856,4.42288447417398,acp5,Post-onset Female
-0.19382006742529,-0.00807873760488178,-4.6525402721066,3.44170938326498e-06,0.000480501312807067,4.13978866004537,cst5,Post-onset Female
-0.167045768174623,0.0226691844114102,-4.65159373176024,3.46634406353432e-06,0.000480501312807067,4.13813661345957,amy2b,Post-onset Female
-0.123726589396036,0.0787777728482698,-4.58708919899308,4.7413609498854e-06,0.000627368260232563,3.85474065154108,snap25,Post-onset Female
-0.0733669012882137,0.0067536312849162,-4.55240904420653,5.57699754967183e-06,0.000705853907264987,3.70366194352166,tf,Post-onset Female
-0.100486640919775,-0.0398280333951762,-4.51084188059524,6.7337128818257e-06,0.000816743258291442,3.51722563234638,rgma,Post-onset Female
0.0819167265749064,-0.0153014519731944,4.48241770927503,7.68974886271711e-06,0.00089539435757478,3.39515230543865,pla2g15,Post-onset Female
-0.231726660888983,-0.465620394238059,-4.42950368497359,9.83027294500234e-06,0.0011006124824193,3.17209787921598,obp2b,Post-onset Female
-0.17348266031553,0.0240436371642448,-4.39270439478744,1.17097366299919e-05,0.00126248308629283,3.02646132361244,chad,Post-onset Female
-0.088197730156237,-0.0667478600669894,-4.28843967545897,1.86286641230725e-05,0.00187527056785877,2.5810119700924,gpc1,Post-onset Female
-0.0855831888368889,-0.0443063220528078,-4.28779623081646,1.86818435135363e-05,0.00187527056785877,2.57846945180748,fap,Post-onset Female
0.0807596286838274,-0.0446961609792285,4.26588098822426,2.05981074422497e-05,0.00199870302547963,2.48902835119874,mertk,Post-onset Female
-0.072306047735966,-0.0824966924398625,-4.24182119496522,2.30394129514306e-05,0.00216347519682627,2.40484668536995,col15a1,Post-onset Female
0.282261007491286,0.173640850515464,4.17711328929246,3.06124654075962e-05,0.00273466118356437,2.14559634076573,chga,Post-onset Female
0.128900618796822,0.0527675167535369,4.17312084816469,3.10009684155357e-05,0.00273466118356437,2.11421475033782,ctsf,Post-onset Female
-0.0994428356392917,-0.141267118644068,-4.15759164171311,3.31820918308814e-05,0.00284097262704987,2.05398512813533,art3,Post-onset Female
-0.0779706830058103,-0.0243376603773585,-4.1085371941609,4.10261176017106e-05,0.00341220080967371,1.86089167419481,dner,Post-onset Female
-0.0740684091826684,-0.0217850085910653,-4.09517692908783,4.36266182066329e-05,0.00352769682220856,1.82295107177587,igdcc4,Post-onset Female
-0.143661617833604,0.0290870760233917,-4.06195319959759,5.01253260556048e-05,0.00394364389588826,1.68552492615208,amy2a,Post-onset Female
-0.117951899653474,-0.0206119093353823,-4.04352216020533,5.41852125024845e-05,0.00415087246301927,1.61071436806545,hpgds,Post-onset Female
0.15636941972836,0.0266331156358048,3.99871088481859,6.54628855246175e-05,0.0048862169169785,1.43838272052777,ddx58,Post-onset Female
-0.10066838035076,0.075435320754717,-3.99207781557956,6.72776647433148e-05,0.00489613205169473,1.40963873240792,bcan,Post-onset Female
-0.107159827763059,0.143732038834952,-3.93251885179329,8.61954899019138e-05,0.00611987978303588,1.18098132153659,cntn5,Post-onset Female
-0.080592382187153,0.0698911886014247,-3.9212927667693,9.02971894157168e-05,0.00625845519974171,1.14033374348273,nell2,Post-onset Female
-0.0733166884214575,0.0211572153325817,-3.88539333389766,0.00010465862247567,0.00708514534945754,1.00582290123727,tnxb,Post-onset Female
