comorbidity_cluster,n,pct_pre_onset,pct_female,mean_age_dx,pct_hla_carrier,pct_prot_c1,mean_prs
1,102,20.5882352941176,60.7843137254902,47.3235294117647,47.0588235294118,39.3939393939394,3
3,87,28.7356321839081,71.264367816092,45.4022988505747,57.4712643678161,54.0540540540541,2.82758620689655
4,108,25,81.4814814814815,44.8981481481481,44.4444444444444,50,2.59259259259259
2,202,25.7425742574258,68.8118811881188,43.9752475247525,51.980198019802,55.4054054054054,2.88613861386139
