cell_type,size,NES,ES,pval,padj,leading_edge,log2err,contrast,cluster
Astrocytes,195,0.960742713519185,0.168416736213526,0.944307926838468,0.994720168954593,"LAMA1,TAGLN3,VSNL1,ERBB4,NTRK2,C1QL2,CSPG5,NRCAM,HEPH,CNTN5,ROBO1,ADGRV1,MN1,CDH2,PTH1R,CD109,WIF1,KLKB1,MAP1LC3B2,CRYBB2,LRRC37A2,GSTT2B,IL17RB,ITIH4,NCS1,ENTPD2,FGFR2,PTPRM,DPP10,ADGRB3,PTPRZ1,NLGN2,SERPINI2,LRRN1,MEGF10,PLIN1,LCAT,SCRG1,NTRK3,SERPINE2,CNTN1,LEPR,MASP1,MAPT,LRIG1,CNTN3,ARHGEF10,TNC,EFEMP1,ENPP6,CD38,IL17D,IL33,ERC2",0.143902565267782,C0_vs_None,C0
B-cells,122,0.927811324761146,0.173892391741555,0.63953488372093,0.994720168954593,"CD83,TCL1A,LCP1,TNFSF8,SERPINA9,LY75,ITGB7,COCH,CD80,IFI30,SLAMF8,RAB37,SIT1,PPBP,BLNK,RNASE6,ORM1,IL16,CD1C,LSP1,SLAMF7,GKN1,A1BG,TNFRSF17,CD5,FCRL1,FCER1A,IL18BP",0.190023305279108,C0_vs_None,C0
Endothelial,260,0.915550811634994,0.152293890331587,0.985383475674827,0.994720168954593,"RBKS,NPHS1,AHSP,SLC51B,S100A14,KIAA1549,CEACAM1,IL32,CXCL9,BGLAP,HMCN2,IL15,ICAM1,LY75,ODAM,S100A16,TNFRSF10A,DKKL1,TGM2,CD109,GAST,KYNU,BDNF,IL4R,ICAM4,GSTT2B,CXCL10,SELE,KRT18,HSD17B14,ECM1,GIPC2,ENTPD2,NOS1,LY96,PPBP,TG,FCRLB,CCL28,RBP5,DMP1,IL18R1,KDR,ALDH3A1,RIPK4,TNFRSF9,F12,OMD,VWF,XG,GIMAP8,SERPINA3,ICAM5",0.143902565267782,C0_vs_None,C0
Excitatory neurons,251,-1.03501736283621,-0.235819413402109,0.403472931562819,0.994720168954593,"LRTM2,LRTM1,BRSK2,KIAA1549L,ADAM23,CA7,ENO2,DDX25,RASGRF1,FAM171B,CLIP2,SCN2A,VIPR1,GP6,PAMR1,SCN2B,DTNB,ADAMTSL2,CHGA,PRTFDC1,MAP2,SNAP25,DIABLO,EPHA4,FGF9,SORBS1,DNM3,NRN1,CORO6,LRP11,EXTL1,IPCEF1,SNED1,WASF1,GFRA2,GASK1A,CAMKK1,PDZD2,VWC2L,GHR,GABRA4,SEZ6,SLITRK1,NEFL,TNR,GPR158,NRGN,SCN3B,EPHB6,CHRM1,COL28A1,AMIGO1,RBFOX3,ENPP5,VSTM2L,EHD3,IL7,JAM3,GRIK2,STX1B,PCDH7,BMPER,HS6ST2,DNAJC6,NCAN,THTPA,PRKG1,CNTNAP4,VGF,DLG4,EGF,PCDH9,PDE4D,TBR1,TUBB3,SPINK8,SERPINI1,THY1,SUSD5,PGLYRP1,NRXN3,PDE5A,KIAA0319,SUSD4,HAVCR1,CRELD1,RTN4R,KCNIP4,DCUN1D2",0.0565299525056311,C0_vs_None,C0
Fibroblasts,79,1.16365322164777,0.236796932431521,0.113866191387853,0.994720168954593,"GPHA2,LAMA1,MME,COL1A1,CNTN5,KLK7,CCL26,CXCL10,SELE,KRT18,ADH1B,ENTPD2,FABP4,THPO,CPXM1,GAL,RBP5,ITGBL1,ADAMTS15,HSD11B1,C1S,COL2A1,SERPINA3",0.287805130535564,C0_vs_None,C0
Inhibitory neurons,257,-0.902011225707476,-0.20502200895443,0.72986748216106,0.994720168954593,"LRTM2,BRSK2,KIAA1549L,ADAM23,ENO2,DDX25,RASGRF1,FAM171B,CLIP2,SCN2A,CRHBP,GP6,WASF3,SCN2B,DTNB,PRTFDC1,MAP2,SNAP25,DIABLO,EPHA4,FGF9,SORBS1,DNM3,CORO6,LRP11,EXTL1,AFAP1,SNED1,WASF1,OSTN,GASK1A,CAMKK1,PDZD2,VWC2L,GHR,GABRA4,SEZ6,SLITRK1,NEFL,TNR,CALB1,GPR158,SCN3B,ISM1,CHRM1,COL28A1,KIT,AMIGO1,RBFOX3,VSTM2L,GRIK2,STX1B,PCDH7,GAD1,BMPER,HS6ST2,DNAJC6,NCAN,PTH,THTPA,PRKG1,RET,CNTNAP4,VGF,EGF,PCDH9,PDE4D,TUBB3,SPINK8,SERPINI1,THY1,SUSD5,PGLYRP1,NGF,NRXN3,PDE5A,KIAA0319,SUSD4,NT5C1A,HAVCR1,CRELD1,KCNIP4,DCUN1D2,DNER,FGF12,MANEAL,IGSF21,CNTN4,GLP1R,JAM2,HGF,PLXNA4,ANK2,RNF31,CRTAC1,LRP2BP,COL24A1,CADPS,DNM1,PXDNL,FLT3,APLP1,SH3GL3,ROR1,SLIT2,PRSS53,PLCB1,ZNF75D,HDAC9,IGFL4,MEPE,CEP170",0.0287861460642093,C0_vs_None,C0
Macrophages,247,1.17051098573127,0.194392505870531,0.105153476516959,0.994720168954593,"CEACAM3,NPHS1,CD83,FOLR3,LCP1,GPNMB,HMOX1,TNFSF8,LRRC25,CCL13,CXCL9,TREM2,HAVCR2,MARCO,CD36,ITGAL,ITGB7,KYNU,CST7,LILRB4,ASGR1,ICAM4,CD300LF,ACP5,CD80,IFI30,CXCL10,SLAMF8,FCGR2A,APOBR,FABP4,FOLR2,PRSS2,PLTP,CD300A,LY96,PPBP,RNASE6,CCL7,PRR4,MRC1,CSF2RA,CXCL16,LILRA6,IL18R1,RELT,PILRA,LILRB5,LPL,CD1C,CD5L,LSP1,GIMAP8,SLAMF7,TNFSF13B,SPRR3,ADA2",0.287805130535564,C0_vs_None,C0
Microglial cells,197,-1.04006809461881,-0.241275100796717,0.388946819603754,0.994720168954593,"KIAA1549L,GPIHBP1,FLI1,ROBO4,CD84,TLR2,ITIH5,CLIP2,SCN2A,PAMR1,PLA2G4A,PCDH12,PLB1,DTNB,CYTL1,CLEC1A,ADAMTSL2,FYB1,SNAP25,DIPK2B,DLL4,ASPN,EPHA4,SORBS1,DNM3,OLR1,IPCEF1,SNED1,GASK1A,PDZD2,VWC2L,PEAR1,GHR,GABRA4,VASH1,NEFL,DCDC2C,NRGN,TREML1",0.059221919380382,C0_vs_None,C0
NK-cells,145,-0.661702034498027,-0.15717619469129,0.982010582010582,0.994720168954593,"FLI1,GRAP2,F2R,KLRD1,SEMA4D,CD69,TNFAIP8L2,FYB1,DOK2,FCRL3,FGD3,IPCEF1,SLA2,GIMAP7,GZMH,KLRB1,LAT2,TREML1,HCLS1,SPON2,TNFSF14,MYOM2,PLCB2,ARHGAP30,ICAM2,CD244,CORO1A,GZMA,FGFBP2,BIN2,IKZF2,GNLY,KLRC1,GMFG,IL7R,FCRL6,GHRL,CD3D,CD8A,CD160,CD48,CD40LG,KIR3DL1,GZMB,IL12RB1,ARHGAP25,LAT,IL2RG,CD72,SLAMF6,FCGR3B,LAG3,ADAM8,ZBP1,IL18RAP",0.0127958872528513,C0_vs_None,C0
Oligodendrocyte precursor cells,223,-0.650137822079832,-0.149787333663523,0.988636363636364,0.994720168954593,"BRSK2,KIAA1549L,ADAM23,FAM171B,CLIP2,SCN2A,CA13,WASF3,DTNB,PLXNB3,PRTFDC1,MAP2,SNAP25,SORBS1,DNM3,EXTL1,AFAP1,WASF1,OSTN,GASK1A,PDGFRA,ANGPTL2,PDZD2,VWC2L,GHR,TGFA,SLITRK1,TNR,GPR158,CHRM1,COL28A1,IGDCC3,HIP1,EHD3,IL7,JAM3,GRIK2,STX1B,PCDH7,GAD1,BMPER,HS6ST2,DNAJC6,NCAN,THTPA,CNTNAP4,PCDH9,PDE4D,TUBB3,IKZF2,VCAN,SPINK8,LAMA4,SUSD5,NGF,NRXN3,DIPK1C,PDE5A,SUSD4,CRELD1,KCNIP4,SMOC1,DCUN1D2,MYOM1,FGF2,DNER,FGF12,MANEAL,IGSF21,CNTN4,JAM2,PLXNA4,ANK2,RNF31,CRTAC1,LRP2BP,COL24A1,CADPS,DNM1,PXDNL",0.00978249842757038,C0_vs_None,C0
