cell_type,size,NES,ES,pval,padj,leading_edge,log2err,contrast,cluster
Inhibitory neurons,257,-0.902011225707476,-0.20502200895443,0.72986748216106,0.994720168954593,"LRTM2,BRSK2,KIAA1549L,ADAM23,ENO2,DDX25,RASGRF1,FAM171B,CLIP2,SCN2A,CRHBP,GP6,WASF3,SCN2B,DTNB,PRTFDC1,MAP2,SNAP25,DIABLO,EPHA4,FGF9,SORBS1,DNM3,CORO6,LRP11,EXTL1,AFAP1,SNED1,WASF1,OSTN,GASK1A,CAMKK1,PDZD2,VWC2L,GHR,GABRA4,SEZ6,SLITRK1,NEFL,TNR,CALB1,GPR158,SCN3B,ISM1,CHRM1,COL28A1,KIT,AMIGO1,RBFOX3,VSTM2L,GRIK2,STX1B,PCDH7,GAD1,BMPER,HS6ST2,DNAJC6,NCAN,PTH,THTPA,PRKG1,RET,CNTNAP4,VGF,EGF,PCDH9,PDE4D,TUBB3,SPINK8,SERPINI1,THY1,SUSD5,PGLYRP1,NGF,NRXN3,PDE5A,KIAA0319,SUSD4,NT5C1A,HAVCR1,CRELD1,KCNIP4,DCUN1D2,DNER,FGF12,MANEAL,IGSF21,CNTN4,GLP1R,JAM2,HGF,PLXNA4,ANK2,RNF31,CRTAC1,LRP2BP,COL24A1,CADPS,DNM1,PXDNL,FLT3,APLP1,SH3GL3,ROR1,SLIT2,PRSS53,PLCB1,ZNF75D,HDAC9,IGFL4,MEPE,CEP170",0.0287861460642093,C0_vs_None,C0
Macrophages,247,1.17051098573127,0.194392505870531,0.105153476516959,0.994720168954593,"CEACAM3,NPHS1,CD83,FOLR3,LCP1,GPNMB,HMOX1,TNFSF8,LRRC25,CCL13,CXCL9,TREM2,HAVCR2,MARCO,CD36,ITGAL,ITGB7,KYNU,CST7,LILRB4,ASGR1,ICAM4,CD300LF,ACP5,CD80,IFI30,CXCL10,SLAMF8,FCGR2A,APOBR,FABP4,FOLR2,PRSS2,PLTP,CD300A,LY96,PPBP,RNASE6,CCL7,PRR4,MRC1,CSF2RA,CXCL16,LILRA6,IL18R1,RELT,PILRA,LILRB5,LPL,CD1C,CD5L,LSP1,GIMAP8,SLAMF7,TNFSF13B,SPRR3,ADA2",0.287805130535564,C0_vs_None,C0
Microglial cells,197,-1.04006809461881,-0.241275100796717,0.388946819603754,0.994720168954593,"KIAA1549L,GPIHBP1,FLI1,ROBO4,CD84,TLR2,ITIH5,CLIP2,SCN2A,PAMR1,PLA2G4A,PCDH12,PLB1,DTNB,CYTL1,CLEC1A,ADAMTSL2,FYB1,SNAP25,DIPK2B,DLL4,ASPN,EPHA4,SORBS1,DNM3,OLR1,IPCEF1,SNED1,GASK1A,PDZD2,VWC2L,PEAR1,GHR,GABRA4,VASH1,NEFL,DCDC2C,NRGN,TREML1",0.059221919380382,C0_vs_None,C0
NK-cells,145,-0.661702034498027,-0.15717619469129,0.982010582010582,0.994720168954593,"FLI1,GRAP2,F2R,KLRD1,SEMA4D,CD69,TNFAIP8L2,FYB1,DOK2,FCRL3,FGD3,IPCEF1,SLA2,GIMAP7,GZMH,KLRB1,LAT2,TREML1,HCLS1,SPON2,TNFSF14,MYOM2,PLCB2,ARHGAP30,ICAM2,CD244,CORO1A,GZMA,FGFBP2,BIN2,IKZF2,GNLY,KLRC1,GMFG,IL7R,FCRL6,GHRL,CD3D,CD8A,CD160,CD48,CD40LG,KIR3DL1,GZMB,IL12RB1,ARHGAP25,LAT,IL2RG,CD72,SLAMF6,FCGR3B,LAG3,ADAM8,ZBP1,IL18RAP",0.0127958872528513,C0_vs_None,C0
Oligodendrocyte precursor cells,223,-0.650137822079832,-0.149787333663523,0.988636363636364,0.994720168954593,"BRSK2,KIAA1549L,ADAM23,FAM171B,CLIP2,SCN2A,CA13,WASF3,DTNB,PLXNB3,PRTFDC1,MAP2,SNAP25,SORBS1,DNM3,EXTL1,AFAP1,WASF1,OSTN,GASK1A,PDGFRA,ANGPTL2,PDZD2,VWC2L,GHR,TGFA,SLITRK1,TNR,GPR158,CHRM1,COL28A1,IGDCC3,HIP1,EHD3,IL7,JAM3,GRIK2,STX1B,PCDH7,GAD1,BMPER,HS6ST2,DNAJC6,NCAN,THTPA,CNTNAP4,PCDH9,PDE4D,TUBB3,IKZF2,VCAN,SPINK8,LAMA4,SUSD5,NGF,NRXN3,DIPK1C,PDE5A,SUSD4,CRELD1,KCNIP4,SMOC1,DCUN1D2,MYOM1,FGF2,DNER,FGF12,MANEAL,IGSF21,CNTN4,JAM2,PLXNA4,ANK2,RNF31,CRTAC1,LRP2BP,COL24A1,CADPS,DNM1,PXDNL",0.00978249842757038,C0_vs_None,C0
Oligodendrocytes,168,-0.925261111269417,-0.217821082765969,0.661409043112513,0.994720168954593,"SOWAHA,BRSK2,GPIHBP1,GPR37,RASGRF1,FAM171B,PPP1R14A,CLIP2,SCN2B,DTNB,ADAMTSL2,SEMA4D,PLXNB3,PRTFDC1,ITGA2,SNAP25,DIABLO,DIPK2B,DNM3,LRP11,WASF1,GASK1A,ANGPTL2,PDZD2,TGFA,SLITRK1,GPR158,NRGN,DAPK2,ABCA2,HIP1,JAM3,GRIK2,DNAJC6,PTH,CAPN3,THTPA,CNTNAP4,PCDH9,PDE4D,CEP85,IKZF2,SERPINI1,NRXN3,DIPK1C,PDE5A,HAVCR1,MYH7B,CRELD1,KCNIP4,SMOC1,DCUN1D2,CPXM2,DNER,ANK2,RNF31,LRP2BP,PXDNL,APLP1,SH3GL3,ROR1,SLIT2,PRSS53,CNDP1,ZNF75D,KLK6,HDAC9,CEP170,LRP2,NCAM2,HSD17B3,ADAMTS16",0.035090109926935,C0_vs_None,C0
Pericytes,91,-0.833687189704511,-0.210888118176819,0.771889400921659,0.994720168954593,"LRTM1,CA7,MYL3,TSPAN1,MELTF,PAMR1,SFRP4,IL34,ASPN,HRC,CLEC4M,GFRA2,GH1,OBP2B,GHR,DCDC2C,TSLP,F10,TFAP2A,ISM1,TFF3,RBPMS2,CD248,GLT8D2,CDH15",0.0320704174637537,C0_vs_None,C0
Plasma cells,118,0.834544248064444,0.158433483928595,0.863636363636364,0.994720168954593,"PGLYRP2,FGA,TNFSF8,BGLAP,ITGAL,GAST,ITGB7,LILRB4,ICAM4,CD3E,SIT1,PLG,LY96,BLNK,RNASE6,ORM1,IL16,LSP1,SLAMF7,GKN1,A1BG,C9,TNFRSF17,ADA2,FCRL1,TNFRSF13C,CD38,CCL11,CCL3,CD28,CD70,FCRL5",0.159646701919906,C0_vs_None,C0
Smooth muscle,138,-0.933166987721824,-0.223051992281657,0.594017094017094,0.994720168954593,"CD177,ITIH1,LRTM1,APOB,NGFR,MFAP4,LMOD1,MYL3,ITGB1BP2,VIPR1,IL34,CA9,ASPN,TNFRSF11B,HRC,CORO6,GFRA2,ART5,GH1,OBP2B,GHR,GABRA4,ARTN,DCDC2C,TSLP,F10,TFAP2A,COL28A1,ENPP5,RBPMS2,CD248,PGR,GLT8D2,TYRP1,CDH15,BTC",0.0408229003677776,C0_vs_None,C0
T-cells,156,-0.61586234876531,-0.145793054868605,0.994720168954593,0.994720168954593,"FLI1,GRAP2,CD84,F2R,IL22,KLRD1,SEMA4D,CD69,TNFAIP8L2,FYB1,DOK2,OSM,FCRL3,FGD3,IPCEF1,SLA2,PAEP,GIMAP7,GZMH,KLRB1,LAT2,HCLS1,TNFSF14,PLCB2,ARHGAP30,ICAM2,CD244,CORO1A,GZMA,EDAR,FGFBP2,BIN2,GNLY,KLRC1,GMFG,IL7R,FCRL6,CD3D,CD8A,CD160,CALCB,CD48,CD40LG,KIR3DL1,GZMB",0.0114177828322783,C0_vs_None,C0
dendritic cells,128,1.10938831781321,0.204818514924069,0.218186500194786,0.994720168954593,"IGLON5,CD83,TCL1A,LCP1,TNFSF8,LRRC25,SERPINF2,CD2,ITGAL,ITGB7,LILRB4,CD3E,SIT1,CD300A,PPBP,BLNK,PTGDS,RNASE6,CSF2RA,IL18R1,RELT,IL16,ADA,LSP1,SLAMF7,TNFSF13B,TNFRSF17,CD5,ADA2,FCER1A,IL18BP",0.249246554383295,C0_vs_None,C0
granulocytes,121,0.796437804513205,0.150566487584218,0.931034482758621,0.994720168954593,"CD83,LCP1,TMPRSS11D,KIAA1549,LRRC25,SFTPA2,CSF2,CRNN,KLK12,HAVCR2,CST7,ICAM4,CD300LF,FCGR2A,RAB37,APOBR",0.154190966581424,C0_vs_None,C0
monocytes,193,1.02433230636948,0.177740817872844,0.481792164575244,0.994720168954593,"CEACAM3,CD83,PGLYRP2,LCP1,HMOX1,TNFSF8,LRRC25,CXCL9,IL6,IL15,IL1RAP,MN1,HAVCR2,MARCO,ITGAL,KYNU,CST7,LILRB4,EPGN,ICAM4,CD300LF,CD80,IFI30,CXCL10,FCGR2A,RAB37,APOBR,CD300A,LY96,CSF2RA,CXCL16,LILRA6,RELT,PILRA,IL16,ADA,CD1C,LSP1,SLAMF7,TNFSF13B,ADA2,FCRL1,XCL1,IL18BP,LILRA2,FCN1,ITGAX,CCL3,CD28,NCF2,IL1R2,CD4",0.203508959461977,C0_vs_None,C0
Endothelial,260,,0.186785394879639,,,"FLT1,VWF,ABO,SCGB3A1,CYP24A1,ADAMTS8,DKKL1,WNT9A,CD109,APOF,ADIPOQ,LPO,PCDH12,DIPK2B,BMP6,SNED1,CD300LG,FBLN2,ESM1,IL4R,IL3RA,DMP1,GCNT1,FAM3B,HMCN2,VTCN1,IL1R1,APOA1,PRTG,S100A14,CCL28,PON3,IL32,PI16,C1QTNF9,TNXB,CDH5,TDGF1,MYOC,AHSP,ITGB6,RASGRF1,ADGRF5,NPHS1,ROBO4,TCN2,ICAM5,FCRLB,IL15,BMP4",,C2_vs_None,C2
Excitatory neurons,251,,0.160181473943097,,,"GRIK2,PXDNL,GAS2,ADAMTS16,PNMA2,NCAM2,ADAMTS8,PDE1C,FGF12,RNF31,LRRC37A2,ITGA11,COL24A1,EPHA4,SNED1,PRKCQ,NPTX1,CNTNAP2,DPP6,NCAM1,IGFL4,KCNIP4,GRIN2B,MAMDC2,PDE4D,SCG3,LRRN1,CNTN1,FGF5,RASGRF1,CHL1,COL28A1,CD200,ICAM5,MAPT,ENPP5,CDH4,CHRM1,TNR,ADAMTS13",,C2_vs_None,C2
Inhibitory neurons,257,,0.13765015717382,,,"GRIK2,PXDNL,GAS2,PNMA2,NCAM2,PDE1C,FGF12,RNF31,LRRC37A2,COL24A1,DNER,BMP6,EPHA4,SNED1,PRKCQ,NPTX1,CNTNAP2,HMCN2,DPP6,NCAM1,IGFL4,KCNIP4,GRIN2B,MAMDC2,PDE4D,RGS8,SCG3,LRRN1,CNTN1,RASGRF1,CHL1,COL28A1,CD200,ICAM5,MAPT,ZNF75D,CDH4,CHRM1,TNR,ADAMTS13",,C2_vs_None,C2
