logFC,AveExpr,t,P.Value,adj.P.Val,B,protein,contrast,sig
0.76223024008257,0.0600271802325581,4.4132444664584,1.36837871744342e-05,0.0398882396134756,2.42311387542276,ccl3,C2_vs_None,TRUE
0.684727658723072,-0.0235331428571429,4.2373097778551,2.90315040676718e-05,0.0423134171786317,1.83626037793499,vwf,C2_vs_None,TRUE
0.265286713212274,0.0653678362573099,3.63546778214282,0.000320562718096523,0.28700299736774,-0.0789940904679716,thbs2,C2_vs_None,FALSE
0.28105823810389,0.0439717532467533,3.58401811592521,0.000393829155907705,0.28700299736774,-0.304930210168551,adamtsl2,C2_vs_None,FALSE
0.455625191495256,0.0586410029498525,3.38097958924226,0.000807451461254655,0.328136731683221,-0.795895338972474,adgrg1,C2_vs_None,FALSE
0.192765323345329,-0.028641081871345,3.37947002761577,0.000810949501424365,0.328136731683221,-0.801579414626648,itga5,C2_vs_None,FALSE
0.617691805004812,0.0591100583090379,3.37895425785716,0.0008121823985129,0.328136731683221,-0.804180037605116,ccl4,C2_vs_None,FALSE
0.244814282453792,-0.0337442196531792,3.32050885650445,0.000995270101902551,0.328136731683221,-0.958100885234036,chrdl1,C2_vs_None,FALSE
0.432559157227849,0.141295348837209,3.30287045371109,0.00105855525470705,0.328136731683221,-1.01306417020687,il10ra,C2_vs_None,FALSE
0.238062146647319,0.074591055718475,3.27753767853818,0.00115600925514787,0.328136731683221,-1.0801820987577,plaur,C2_vs_None,FALSE
0.281024595038116,0.0549702857142857,3.25674702458851,0.00123825181767253,0.328136731683221,-1.11990628163942,serpina11,C2_vs_None,FALSE
0.355250586607887,-0.0217605263157895,3.22992174134324,0.00137538409921699,0.334103720768126,-1.24432928287923,pnma2,C2_vs_None,FALSE
0.338183593757293,0.0623634393063584,3.18375413507458,0.00158701688958338,0.354489144972726,-1.31862373579678,ccl21,C2_vs_None,FALSE
0.247645198272145,0.0371702034883721,3.14637442007081,0.00179880192565119,0.354489144972726,-1.42078252933252,fgf5,C2_vs_None,FALSE
0.743245774073438,0.323940199335548,3.12894992063673,0.00192819660457689,0.354489144972726,-1.5062793559466,thrap3,C2_vs_None,FALSE
0.234918888329564,-0.0529075931232092,3.12231107038401,0.00194573801700296,0.354489144972726,-1.46967027016189,ccn3,C2_vs_None,FALSE
0.39214811391175,0.021360650887574,3.05153230632074,0.00245881802106236,0.385756634631454,-1.66205141017299,ccl22,C2_vs_None,FALSE
0.168999567814707,-0.00226688311688312,3.04623541508532,0.00251983106571072,0.385756634631454,-1.70695234798191,shisa5,C2_vs_None,FALSE
0.196211080594091,0.00720676470588235,3.03967268295465,0.00255384469537586,0.385756634631454,-1.68714933712992,ltbr,C2_vs_None,FALSE
0.326242829761493,-0.016464139941691,3.02839962551085,0.00264670075218837,0.385756634631454,-1.71358168296574,cd40,C2_vs_None,FALSE
0.367007709368416,-0.219531323529412,2.99334753176767,0.0029633237293745,0.405018021981216,-1.79572005570864,cst5,C2_vs_None,FALSE
0.262494646586346,-0.158585549132948,2.98322453066507,0.00305673978853748,0.405018021981216,-1.82161328817421,smoc2,C2_vs_None,FALSE
0.267255780730797,-0.0869140350877193,2.94340615258051,0.00347025813005844,0.422123535237182,-1.91947644962682,ccn5,C2_vs_None,FALSE
0.622993550485918,-0.00356996753246749,2.94525823608706,0.00347545963831642,0.422123535237182,-1.94673369180672,muc2,C2_vs_None,FALSE
0.634331071513199,0.0882700996677742,2.92369182385176,0.0037245672544032,0.434284541863413,-1.99794332381594,pyy,C2_vs_None,FALSE
0.423901534024415,0.0776535483870968,2.88698632224311,0.00416581987909932,0.464844321360589,-2.07401988301101,gadd45b,C2_vs_None,FALSE
0.250108435294381,0.056575,2.87403430301026,0.00430559062666755,0.464844321360589,-2.08257097242503,lgmn,C2_vs_None,FALSE
0.432127843031028,0.147153184713376,2.81758714710457,0.00514859955225184,0.508410080742401,-2.23088503535408,fgl1,C2_vs_None,FALSE
-0.294864417003176,-0.00799259868421053,-2.81574284264017,0.00518799674767849,0.508410080742401,-2.23968850046766,tfap2a,C2_vs_None,FALSE
0.22290059702313,0.041565988372093,2.80482515390798,0.00532327594231202,0.508410080742401,-2.24222546982034,il4r,C2_vs_None,FALSE
0.184107449821734,-0.0144814332247557,2.79687014018164,0.00548926481124843,0.508410080742401,-2.28027084083768,bmp10,C2_vs_None,FALSE
0.289810031298712,0.0053164739884393,2.78907826764611,0.00558117412821847,0.508410080742401,-2.27923616827211,reg4,C2_vs_None,FALSE
0.16959832156174,-0.0332546511627907,2.77065639397999,0.00590116740176823,0.521269787156193,-2.32371618776673,wnt9a,C2_vs_None,FALSE
0.275454479217014,-0.0218816860465116,2.73937320637057,0.0064795635464456,0.524112883319031,-2.39216338753711,angptl2,C2_vs_None,FALSE
0.343236083287261,0.0764727564102564,2.73387476033447,0.0066206787372685,0.524112883319031,-2.42025857131485,pxdnl,C2_vs_None,FALSE
-0.257365893981303,-0.0725651162790698,-2.71908920827582,0.00688143537529938,0.524112883319031,-2.43635646122479,cdhr5,C2_vs_None,FALSE
0.819921275810115,-0.213904458598726,2.72008369859528,0.00689393557083242,0.524112883319031,-2.44774235690075,abo,C2_vs_None,FALSE
0.160329558462612,0.0338510057471265,2.71453738886645,0.00697062406192151,0.524112883319031,-2.44544477046481,cxcl16,C2_vs_None,FALSE
0.392423682800159,0.0433183284457478,2.71286901737229,0.00701214492262169,0.524112883319031,-2.45040604839191,csf2ra,C2_vs_None,FALSE
0.166043426256658,-0.0320395588235294,2.69559984913062,0.00737894579985478,0.537740675164417,-2.48883325390412,gfra3,C2_vs_None,FALSE
0.18796503662956,-0.0185686217008798,2.68368483929775,0.00764026983829505,0.543204550698294,-2.51504372004455,tnfrsf10b,C2_vs_None,FALSE
0.178582142935507,-0.0348998376623377,2.6596732294402,0.00823533363427752,0.551329618014664,-2.58375036332092,fbln2,C2_vs_None,FALSE
0.220249571890265,0.0387892441860465,2.65527433719644,0.00829660925677495,0.551329618014664,-2.57714770193177,gdf2,C2_vs_None,FALSE
0.546625800890309,0.364266666666667,2.64787008272956,0.00847894371063368,0.551329618014664,-2.59441657086006,cga,C2_vs_None,FALSE
0.169245907961481,-0.0686089595375722,2.64392185783352,0.00857182864395601,0.551329618014664,-2.60228106091733,dner,C2_vs_None,FALSE
0.24461914039096,0.024019584569733,2.62562608494754,0.0090472907430629,0.551329618014664,-2.643068281933,adamts16,C2_vs_None,FALSE
0.311969687093885,0.0191370919881305,2.62508798648523,0.00906130587353378,0.551329618014664,-2.64422485941467,akr1c4,C2_vs_None,FALSE
0.239918608477366,-0.0446232456140351,2.60682089023793,0.0095426770981134,0.551329618014664,-2.68274953304994,c1qtnf1,C2_vs_None,FALSE
