logFC,AveExpr,t,P.Value,adj.P.Val,B,protein,contrast,sig
0.491898055512335,0.0549702857142857,4.19685481350276,3.44299854452619e-05,0.0917365666049892,1.1768346253943,serpina11,C2_vs_C1,FALSE
-0.737488926548133,0.153070512820513,-4.04908494175233,6.50791194834637e-05,0.0917365666049892,0.553012760174848,kiaa2013,C2_vs_C1,FALSE
0.947924266995997,-0.072925958702065,3.95227290648032,9.44115608284623e-05,0.0917365666049892,0.433500626640615,rbp2,C2_vs_C1,FALSE
0.38077169126796,-0.0337442196531792,3.81028418937945,0.000164502104326464,0.119880908527911,0.0459955733357012,chrdl1,C2_vs_C1,FALSE
1.12753889707672,0.323940199335548,3.4969034893265,0.000542436923351983,0.316240726314206,-0.903579022335109,thrap3,C2_vs_C1,FALSE
0.365430120202547,0.0371702034883721,3.43357583843999,0.000669127346865322,0.325084369352069,-0.94967056306786,fgf5,C2_vs_C1,FALSE
0.412024924471001,-0.0211947976878613,3.26633385100836,0.00119960500827504,0.499549799874533,-1.33331458891535,itgb7,C2_vs_C1,FALSE
0.501999193630227,0.141199115044248,3.15468303086534,0.0017519666511299,0.552694339398683,-1.60685732258355,areg,C2_vs_C1,FALSE
0.323100841943945,-0.0344275510204081,3.12194499059977,0.00195082911544926,0.552694339398683,-1.67254189318854,scg2,C2_vs_C1,FALSE
0.461482738624604,-0.0164351906158358,3.12157370164925,0.0019541565745166,0.552694339398683,-1.68968450763071,prss8,C2_vs_C1,FALSE
0.335146064092264,0.041565988372093,3.10157754197429,0.0020856390165988,0.552694339398683,-1.7230966208212,il4r,C2_vs_C1,FALSE
-0.39201902577884,-0.0725651162790698,-3.04652572221801,0.00249569254993814,0.606245315255806,-1.84644198188919,cdhr5,C2_vs_C1,FALSE
0.390226412884492,0.0366677325581395,3.00649285249059,0.00283905695620163,0.636603925179058,-1.93527408741646,hsd11b1,C2_vs_C1,FALSE
0.708043433155182,-0.0215600290697674,2.91043630673438,0.00384668437455869,0.800934639417042,-2.14312690564331,fabp2,C2_vs_C1,FALSE
0.221594745153985,0.0511851744186047,2.839075702974,0.00479586567703933,0.866944697814229,-2.29279221001692,pla2g15,C2_vs_C1,FALSE
-0.404909960714171,-0.00799259868421053,-2.83802647271518,0.00484813389561313,0.866944697814229,-2.3524479938624,tfap2a,C2_vs_C1,FALSE
0.489596315764685,0.141295348837209,2.76468708082744,0.00600783620598728,0.866944697814229,-2.45406923548871,il10ra,C2_vs_C1,FALSE
0.241346205833024,-0.015385549132948,2.7507891609094,0.00626095485895732,0.866944697814229,-2.4761941570656,il10rb,C2_vs_C1,FALSE
-0.378424310496217,0.0171327302631579,-2.73951201476235,0.00652053949695234,0.866944697814229,-2.55092910373687,rbm25,C2_vs_C1,FALSE
0.383679982905451,0.0053164739884393,2.72421420800913,0.00677586649077855,0.866944697814229,-2.52965370580374,reg4,C2_vs_C1,FALSE
0.369258710992122,0.0391102236421725,2.72483055461219,0.00679911399642548,0.866944697814229,-2.56935622683448,s100g,C2_vs_C1,FALSE
0.441579530612216,0.0191370919881305,2.71987405442791,0.00687258084377958,0.866944697814229,-2.5474845229952,akr1c4,C2_vs_C1,FALSE
0.634718067468448,0.0600271802325581,2.70275468977072,0.00722126009302236,0.866944697814229,-2.57143029523448,ccl3,C2_vs_C1,FALSE
0.484508885144136,0.044505523255814,2.68464996312617,0.00761552652021779,0.866944697814229,-2.61363628818094,tpt1,C2_vs_C1,FALSE
0.338188903827483,-0.00132835820895522,2.66987124334891,0.00796158522633868,0.866944697814229,-2.64337435878573,cd207,C2_vs_C1,FALSE
0.233174824599636,0.00720676470588235,2.65732162320169,0.0082518768882972,0.866944697814229,-2.6683656319292,ltbr,C2_vs_C1,FALSE
0.581955665912419,-0.0235331428571429,2.65137642453209,0.00838443798825707,0.866944697814229,-2.66777701784572,vwf,C2_vs_C1,FALSE
0.319140374620568,0.0573291788856305,2.6471670214412,0.00849736171061458,0.866944697814229,-2.68244864810939,cx3cl1,C2_vs_C1,FALSE
0.251850657367436,-0.0676478260869566,2.63869719619059,0.00870346635995833,0.866944697814229,-2.69550124630022,eps8l2,C2_vs_C1,FALSE
0.439931384090654,0.108427906976744,2.61580706002744,0.00929773198026931,0.866944697814229,-2.74732900199491,nfatc3,C2_vs_C1,FALSE
0.25579492778885,0.074591055718475,2.598342383056,0.0097778805515142,0.866944697814229,-2.78156524287816,plaur,C2_vs_C1,FALSE
0.57496266274101,-0.0529061046511628,2.59597989720118,0.00984043448491708,0.866944697814229,-2.78271863353363,smpdl3a,C2_vs_C1,FALSE
0.232349987146373,0.0330693409742121,2.58822700518263,0.010054211490631,0.866944697814229,-2.79045963200239,tcn2,C2_vs_C1,FALSE
0.801844239338697,-0.0965730205278592,2.5865567363653,0.0101118764067526,0.866944697814229,-2.79921150588867,lair2,C2_vs_C1,FALSE
0.339272431131612,-0.0290260174418605,2.56592198766451,0.0107173140353952,0.892599154662202,-2.83706840894628,il32,C2_vs_C1,FALSE
0.361669839721495,-0.0989705501618123,2.52700965332811,0.0120080201351478,0.932269375185262,-2.94005930198454,fndc1,C2_vs_C1,FALSE
-0.299972126748083,0.0617541528239203,-2.52336255625604,0.0121443974777905,0.932269375185262,-2.95498180980704,krt6c,C2_vs_C1,FALSE
0.63055521712005,0.133684577922078,2.51490608305778,0.012421030554629,0.932269375185262,-2.97089384776189,tarm1,C2_vs_C1,FALSE
0.182836044254891,-0.0310299363057325,2.51311040629597,0.0124729007314666,0.932269375185262,-2.96413150843198,apof,C2_vs_C1,FALSE
0.242598263262319,-0.0021220930232558,2.49803890544956,0.0129591028386205,0.933439899375744,-2.9634288963095,tgfbr2,C2_vs_C1,FALSE
-0.202844142233293,-0.0246346278317152,-2.49068427084917,0.0132801780326079,0.933439899375744,-3.00521933028764,lmnb2,C2_vs_C1,FALSE
0.394740620869817,0.0366083067092652,2.48590862954747,0.013449219819479,0.933439899375744,-3.01359885294152,azi2,C2_vs_C1,FALSE
0.397585865159486,0.00626695652173913,2.47019214776469,0.0139918050227386,0.948514224215884,-3.01634260156072,lgals4,C2_vs_C1,FALSE
