protein,log2fc,se,t_stat,p_value,fdr,n_cases,n_controls,mean_cases,mean_controls,significant_fdr05,significant_fdr10
fgf5,0.043342382818352315,0.016826096592283395,1.5786237210502412,0.11442901519502206,0.7694156712539792,487,47262,0.030007597535934287,-0.004047344589733824,False,False
plau,-0.04096219414444426,0.014569205925911306,-1.5778479314299358,0.11460704759767613,0.7694156712539792,487,48193,-0.033496201232032854,0.007352779449297616,False,False
il1rl2,0.04635937930311638,0.01983860902221276,1.576929112989629,0.11481846209107409,0.7694156712539792,487,47262,0.0505652977412731,-0.01720533197917989,False,False
plb1,-0.059001419425416014,0.029549444895055302,-1.575575173327833,0.11513118974587386,0.7697417846541796,444,42031,-0.11171891891891893,-0.030912543122933074,False,False
ctrc,-0.06077269931105857,0.032217324161139184,-1.569054848814895,0.11664166671573536,0.778055969053475,491,48134,-0.02379999999999999,0.009830788008476338,False,False
calb1,0.04827446043524292,0.022027715369228967,1.5668373581126196,0.11715924625823392,0.7797242074035431,486,47948,0.022163888888888882,-0.017125822766330193,False,False
c1qbp,0.0612801110289508,0.031687835370354585,1.5651015335030862,0.11756655138858813,0.7806526134344747,448,42045,0.17009107142857144,0.1209263063384469,False,False
lgmn,0.041808227155573655,0.016074840391538735,1.5598446199431755,0.11880308133127185,0.7836479863008979,491,48370,0.04474175152749491,0.01910051271449245,False,False
il1rl1,0.0496574470872375,0.02357404723623875,1.5598253632856363,0.11880760160221913,0.7836479863008979,491,48609,-0.041138085539714875,-0.011086652677487709,False,False
dcxr,-0.05315457266660318,0.026473747373679992,-1.5597555050509275,0.11882415435505898,0.7836479863008979,490,48316,-0.0817638775510204,0.05406390015729779,False,False
gpd1,-0.05559867729713,0.02731366878120848,-1.5561756143024055,0.11967380775306974,0.7874698636573324,445,41927,-0.01165022471910112,0.06084414696973311,False,False
ccn2,0.05051884207633617,0.02438008254449862,1.5541414753643144,0.12015718300897107,0.788869793853943,489,48133,0.03672280163599182,0.008161904514574199,False,False
ctsl,0.038169416057660915,0.012021534375491225,1.549966999992239,0.12115594119739999,0.7918627956880337,486,48171,0.01199125514403292,0.002158479167964128,False,False
znf830,0.07039898350073238,0.039147319640302214,1.5499692500938071,0.12115636599549331,0.7918627956880337,445,41927,0.35933853932584264,0.25725748682233407,False,False
tnfrsf13c,-0.046926419241309254,0.021206583374546173,-1.5467643123607124,0.12192671659318456,0.7951149415416846,487,47262,-0.04726786447638604,0.0004180208201091788,False,False
arf6,-0.06670263958127022,0.03673862134584541,-1.538399811262165,0.12395835346869405,0.8051265985925691,440,41948,-0.16660136363636363,-0.05162674859349672,False,False
sftpd,0.06267248295335072,0.034615590848237746,1.5381667394207965,0.12401435429436142,0.8051265985925691,486,48171,0.031901748971193404,0.009764950904070917,False,False
rspo3,0.03851027743820856,0.013082815274620595,1.5352710475039133,0.1247237107084611,0.8063882019099051,494,48576,0.021784311740890686,0.005138696063899868,False,False
kitlg,-0.04433449726528271,0.019291188714968037,-1.5351155567982924,0.12476194822002305,0.8063882019099051,486,48171,-0.07323137860082306,-0.025306590064561662,False,False
adh4,-0.07617953244262475,0.04479935639574249,-1.5304598427705671,0.12590957046464862,0.8085758975703218,474,47281,-0.1365583333333333,0.05182288339925129,False,False
ntrk2,-0.03850036918489428,0.013079889499622894,-1.5302479921433965,0.1259618576570036,0.8085758975703218,486,48171,-0.04403631687242798,-0.00022718959539972237,False,False
ptprr,-0.04510328967964295,0.018452304283886604,-1.5294589131286205,0.12615816481738812,0.8085758975703218,444,42031,-0.029468581081081083,0.001362814351312127,False,False
snapin,-0.04975765061811399,0.023048056523108238,-1.5281920478692463,0.12647230665663722,0.8085758975703218,448,42045,-0.053061049107142856,0.02841220715899631,False,False
cd300lg,-0.04364964740406909,0.01883941971591525,-1.5274597266352443,0.126653232049324,0.8085758975703218,487,48193,-0.012564784394250513,0.006926186375614717,False,False
il18bp,0.040106141948373454,0.015156167790855334,1.527011089396432,0.12676472905304872,0.8085758975703218,486,48362,0.020758744855967078,0.015949290765477027,False,False
iglon5,0.07787127673135318,0.045500834717262344,1.522037315379856,0.1280074313030557,0.8130060207633002,434,40633,0.3338221198156682,0.25814884084364925,False,False
epo,-0.06790901704715702,0.03913479891224942,-1.5207748963096057,0.1283228426589393,0.8130060207633002,489,48109,0.05280051124744376,0.11017796670061736,False,False
palm,-0.042271209506709005,0.015503868400825786,-1.5198058485435384,0.12856728012444882,0.8130060207633002,437,41714,-0.04008546910755148,0.014627271419667258,False,False
enpep,0.04861569944437398,0.021852585861677484,1.5197763195156138,0.1285748801275751,0.8130060207633002,428,40756,0.11017453271028037,0.05969776106585533,False,False
slamf8,0.052315893268183734,0.026737592753034296,1.5178787819327524,0.12905161378830893,0.8142542298548063,476,47037,-0.024758718487394953,-0.04866430150732402,False,False
cemip2,-0.04304841338788836,0.016273684537491694,-1.5138414120596742,0.1300737139276385,0.8189306179245491,433,40898,-0.02298568129330254,0.025707217956868304,False,False
cntn1,-0.038549579489834375,0.013958173050850358,-1.5107878904146403,0.1308489156900223,0.8203256620129287,495,48767,-0.005661818181818185,0.0006661123300592619,False,False
gage2a,-0.05869370793730925,0.031017288719805438,-1.5107567818286296,0.13085812447204523,0.8203256620129287,434,40633,0.03719976958525345,0.09941912238820665,False,False
ereg,0.05705792948171336,0.031043978087818617,1.5088561095673616,0.13134211303655613,0.8215928315484144,484,47718,0.11936859504132233,0.09229445911396118,False,False
cdh5,-0.039409702955486445,0.015202896121690807,-1.5031648408747418,0.13280295247872678,0.8257425499033357,495,48767,-0.02395888888888889,0.027379006295240635,False,False
klrf1,-0.047936695611483573,0.021771636202419935,-1.502573278824254,0.13295675912808644,0.8257425499033357,433,40898,-0.05347806004618937,0.033088621692992315,False,False
cspg5,0.050719005891719494,0.024371361932188734,1.502536628881535,0.13296623993732584,0.8257425499033357,431,40773,0.10806484918793503,0.04782007701174797,False,False
clps,-0.06254656564681066,0.03566391776049898,-1.5018645436456617,0.13313859295182429,0.8257425499033357,486,48112,-0.061558641975308644,-0.015466156052544065,False,False
apex1,-0.049943116384874475,0.0254614136975206,-1.5005629432893393,0.1334750967679677,0.8260719895512226,491,48425,-0.06689358452138493,0.02112093959731544,False,False
jam2,-0.0368249089800049,0.012188533295599838,-1.4953629760006943,0.13482616696344038,0.8305893284779488,494,48592,-0.061390890688259106,0.006723179741521237,False,False
aplp1,-0.050747778881442114,0.02628869776219906,-1.494515552508975,0.1350474054795468,0.8305893284779488,486,48171,0.009521913580246915,0.021814141288327,False,False
sord,-0.05870517536583051,0.03290782872009098,-1.4944679680682071,0.13505980847291515,0.8305893284779488,491,48355,-0.12335336048879839,-0.00047408127391169503,False,False
ca3,0.05656518740392499,0.03134843696824919,1.490766648128975,0.13602918503273898,0.8308419265401611,495,48685,0.04066676767676768,0.04824985929957892,False,False
meltf,-0.04048556177609168,0.014475632728078325,-1.4907042353314526,0.13604657470851184,0.8308419265401611,445,42119,-0.03181359550561798,0.000129346613167454,False,False
ctrl,-0.06126389731600838,0.03406355139029397,-1.4904906511432172,0.13610269924716037,0.8308419265401611,444,42031,-0.061866441441441454,-0.001549989293616616,False,False
pnpt1,0.09370453401755209,0.0590764178324292,1.4889324833642326,0.1365117536912548,0.8308419265401611,487,47262,0.4975022587268994,0.3618979761753629,False,False
adgrf5,0.03871711784178038,0.012234800810028736,1.4872059302599057,0.13696783854706743,0.8308419265401611,445,42119,0.0008671910112359528,-0.007968561694247252,False,False
bax,0.05488122360967046,0.029862939330654675,1.4851713409598117,0.13750508622923124,0.8308419265401611,484,46961,0.06549132231404958,0.04432072570856668,False,False
apoa1,-0.03962764566463974,0.013624124371204895,-1.4842751760274775,0.137743326776098,0.8308419265401611,443,42191,-0.007693905191873592,0.01305754307790761,False,False
ezr,-0.0363925929785602,0.011970899885817258,-1.4842559939290023,0.1377474417137388,0.8308419265401611,494,48592,-0.03995,0.007944890105367138,False,False
cytl1,0.03830062042241417,0.011755427952364044,1.4838366604270457,0.13785966432100852,0.8308419265401611,443,42120,0.0061940180586907406,-0.004754269943019944,False,False
pbxip1,-0.040404123740690856,0.014544654197814796,-1.4834922407429003,0.13795111233119656,0.8308419265401611,440,41948,-0.049936136363636356,0.01504004362544102,False,False
csf2,-0.04353080153441448,0.017808123072638734,-1.4819139833195742,0.13837083568904568,0.8316515175949858,428,40756,-0.02622710280373832,0.01164042226911375,False,False
sema7a,-0.03751964807312219,0.013643101021126619,-1.4786120272519807,0.13925045186311652,0.8341599688329938,491,48609,-0.03865020366598778,0.016775372873336213,False,False
slc39a14,0.04063855829129634,0.01681850274216045,1.4782013667894234,0.13936051623384837,0.8341599688329938,485,47038,0.052201752577319585,0.00852354585654152,False,False
c2orf69,-0.049978840560574785,0.02462896794843816,-1.4741460285919192,0.14044988181224735,0.8374022339313439,436,40966,0.017443807339449544,0.079391806620124,False,False
