protein,log2fc,se,t_stat,p_value,fdr,n_cases,n_controls,mean_cases,mean_controls,significant_fdr05,significant_fdr10
sprr3,0.04422210702581522,0.03967710324204687,0.878210360161326,0.3798343563700648,0.9999786873994423,318,43776,0.05466933962264151,0.04011977567616959,False,False
palm2,0.034433951307322436,0.024035736014471634,0.8777258859883916,0.380097275820548,0.9999786873994423,318,43776,0.12881540880503145,0.047657818210891816,False,False
smpd3,-0.04108122475357799,0.034695957978630475,-0.8775626018604548,0.38018604454053007,0.9999786873994423,304,42616,0.0712220394736842,0.10944781772104373,False,False
slmap,0.050966466504553366,0.04914692675688101,0.8768512216876458,0.3805722393304646,0.9999786873994423,321,43695,0.1712582554517134,0.08633753518709235,False,False
slc51b,-0.04774789088288523,0.044521472786959775,-0.8756145052953278,0.38124455656365175,0.9999786873994423,304,42451,0.10100822368421052,0.15580722833384372,False,False
tbcb,0.059974172383182284,0.0620981162093842,0.8751890509986916,0.3814752145024456,0.9999786873994423,330,50144,-0.03854499999999999,-0.10172165164326738,False,False
siglec15,0.049045342138556824,0.04785038882216438,0.8748233720865561,0.3816742485294312,0.9999786873994423,329,49340,0.24712249240121584,0.21001415585731661,False,False
fabp6,-0.039333878621277116,0.03441468856407064,-0.8720589740894654,0.3831804047809443,0.9999786873994423,329,49537,0.05468100303951369,0.06632613803823405,False,False
ccl8,0.04122554220463574,0.03764260965170475,0.8701848164175131,0.38420349002246534,0.9999786873994423,337,50889,0.035331008902077146,-0.040247725441647515,False,False
psmg4,0.040627988849579084,0.034565033320332436,0.8696819076667949,0.38447912608775325,0.9999786873994423,304,42616,0.1410595394736842,0.07640851323446593,False,False
il22,0.04394934713986461,0.03990481269505186,0.8693046224473976,0.3846852785563789,0.9999786873994423,317,43673,0.18909179810725552,0.08960343576122547,False,False
dkkl1,0.05244336122926621,0.05298879331846411,0.8686529378407831,0.3850411072859957,0.9999786873994423,336,50300,-0.07571964285714286,-0.15797713618290257,False,False
sez6l,-0.029235738237972823,0.017493677283420186,-0.867112357543849,0.3858845282512301,0.9999786873994423,337,50688,-0.022990801186943622,0.004563525883838384,False,False
lmod2,-0.041885705658814255,0.03665759859152956,-0.8668641491886075,0.3860213112973985,0.9999786873994423,308,42470,0.021979220779220782,0.07180791617612432,False,False
itga5,-0.028651148876630648,0.01615429901044212,-0.8662168072511485,0.3863753627179206,0.9999786873994423,336,50547,0.0019986607142857124,0.007721787643183571,False,False
hspb1,0.044768232696869865,0.04273405151667802,0.8659185093801903,0.3865390019815139,0.9999786873994423,328,49734,-0.08689740853658537,-0.1311361704266699,False,False
nfu1,0.058263142860454496,0.05978134209527475,0.8650037297708538,0.3870414562244744,0.9999786873994423,321,43695,0.05187227414330218,-0.0015924259068543305,False,False
cilp,0.03880163138480995,0.03247095744433461,0.8647628266106071,0.38717367113665846,0.9999786873994423,319,43886,0.07575626959247649,-0.03140072688328852,False,False
map1lc3a,0.031579148043749165,0.01853103179028903,0.8645097197708534,0.38731279116585837,0.9999786873994423,308,42470,0.013051136363636367,-0.01635965269602072,False,False
ryr1,0.0323063460657929,0.02013073117758728,0.8644419445277666,0.387350009636264,0.9999786873994423,304,42451,0.05317976973684211,0.022499461732350238,False,False
ngfr,-0.030613106997761094,0.017232305868700868,-0.8637708183188364,0.38771848943145215,0.9999786873994423,315,43881,-0.015160158730158729,0.008305805473895308,False,False
adh1b,0.04816471336831828,0.046356997683193436,0.8609938609119422,0.3892461992177261,0.9999786873994423,313,42923,0.21627220447284343,0.1123741024625492,False,False
comt,0.051548191287826006,0.052219417048382115,0.8609471295644182,0.3892713413862552,0.9999786873994423,324,49079,0.060122530864197526,-0.009129927260131624,False,False
kdm3a,-0.05382788318546554,0.054062755783938314,-0.8607893408632805,0.3893588855651504,0.9999786873994423,304,42616,0.1782746710526316,0.24832154120518113,False,False
sult2a1,-0.039244305181759004,0.03537049858322342,-0.8593502592131622,0.390151358799778,0.9999786873994423,333,50466,0.11662792792792792,0.11431728391392225,False,False
selenop,-0.02884779507241835,0.013118971351385842,-0.8583089975654167,0.39072650970859635,0.9999786873994423,321,43949,-0.026248598130841124,-0.008308685066781953,False,False
pak4,-0.040876292836504576,0.037617776188823435,-0.858222816048717,0.3907735812814348,0.9999786873994423,329,49340,0.05093449848024316,0.08748201661937575,False,False
tp73,-0.03182847422096481,0.01973100808727543,-0.8581838679335908,0.3907957282162654,0.9999786873994423,317,42665,-0.041475236593059926,-0.008468530411344193,False,False
nrtn,-0.036401644631686055,0.03082007124160533,-0.8581609782239626,0.39080770178525037,0.9999786873994423,329,49574,-0.020065501519756834,0.011388973050389316,False,False
c9,0.03753195924614466,0.030966674104056027,0.8571687178277553,0.39135629218483714,0.9999786873994423,320,43915,-0.0019462499999999938,-0.04174537174086303,False,False
itgax,0.037428102481978566,0.030652721237813763,0.8549588941055369,0.392578625309537,0.9999786873994423,316,43076,0.08509952531645568,0.04603841814467453,False,False
atxn2l,0.03568168533575405,0.028003514550215082,0.8541619365255484,0.3930199085146353,0.9999786873994423,320,43796,0.10278125,0.0684704196730295,False,False
dync1h1,-0.03546979786775847,0.027602150815777618,-0.8538900514332266,0.3931705624242544,0.9999786873994423,317,43673,0.007348264984227125,0.04568167861149909,False,False
defa1_defa1b,0.03748301349892811,0.032896942551612456,0.8526344032337284,0.39386617500875265,0.9999786873994423,336,49510,0.11922113095238093,0.051492724702080384,False,False
fgf12,-0.03542019048976787,0.027313678056197905,-0.8506809520557678,0.3949513530952531,0.9999786873994423,304,42616,0.029990131578947372,0.06626048667167261,False,False
tnfsf13,0.028221209777133202,0.016483151929786336,0.8503763927227279,0.39511984202651884,0.9999786873994423,336,50756,0.07851130952380952,0.007149424698557806,False,False
fut1,0.0408629248153764,0.036474332528028,0.8503672277791848,0.39512565192603133,0.9999786873994423,316,42994,0.1213370253164557,0.07302814229892544,False,False
clspn,0.030746885775829274,0.02131963412456043,0.8497021409379325,0.3954948105362559,0.9999786873994423,329,49257,0.062274924012158055,0.032106002192581765,False,False
proc,0.027919897160832326,0.015792796609069713,0.8493113070316539,0.39571207813737597,0.9999786873994423,338,50656,0.03015621301775148,-0.004959773768161718,False,False
arhgap1,0.03470349139834079,0.02877365669742832,0.8463635567987513,0.397354039459346,0.9999786873994423,323,49352,0.016019659442724474,-0.016039266899011185,False,False
cenpj,-0.0437438525527338,0.04118553165826349,-0.8460707532372042,0.39751794112601857,0.9999786873994423,316,43076,0.051670411392405066,0.10896490389079767,False,False
pga4,0.04366175581356944,0.04151179938132214,0.8431649931564853,0.39914073330824107,0.9999786873994423,320,43915,0.13941593749999998,0.03404906979392008,False,False
hmcn2,-0.03888229930746029,0.033848779855218225,-0.8428902736264202,0.39929448539801116,0.9999786873994423,312,42845,-0.04627564102564103,-0.021176756914459097,False,False
lcn2,0.031993355033001415,0.024290372945093466,0.8404695377926245,0.4006492468817592,0.9999786873994423,326,49021,0.0936101226993865,0.022678964117419063,False,False
scgb3a1,-0.029368353022412537,0.015592357522431145,-0.8395931368124929,0.4011411913353007,0.9999786873994423,313,42923,-0.01863514376996805,0.00638146215315798,False,False
yod1,0.04135613917327083,0.03788986991843983,0.8394548503990666,0.40121880918235653,0.9999786873994423,304,42451,0.07962203947368422,0.013322428211349558,False,False
cst7,0.05432703714577207,0.05807003317294981,0.8378437864229329,0.40212237548089336,0.9999786873994423,335,50594,0.19163373134328354,0.12594625844961854,False,False
lilrb4,0.03366707500721772,0.027703912238725953,0.8372574734695561,0.4024518676684097,0.9999786873994423,329,49574,0.12811367781155014,0.027393600476055997,False,False
pdgfc,0.028707039157359875,0.01796727744870103,0.837058980356914,0.40256344316487724,0.9999786873994423,323,49352,0.03017368421052631,-0.003678021154157886,False,False
npl,-0.034522590794393605,0.027246066722105042,-0.8369335279920714,0.4026344586594137,0.9999786873994423,315,43881,0.08431777777777778,0.021297519427542672,False,False
rnf149,0.030385676897767347,0.018279553915219435,0.8365356278666217,0.40285828862862627,0.9999786873994423,317,42708,0.07045236593059936,0.005531446099091506,False,False
agrp,0.03647478681611953,0.03291437933046203,0.8351116132919215,0.4036587484479828,0.9999786873994423,338,51087,0.006277958579881656,-0.048730056570164625,False,False
triap1,0.040368096949383855,0.03890201094232502,0.8345692631317649,0.4039641608092248,0.9999786873994423,339,50961,0.08958289085545722,0.025658743941445416,False,False
ecm1,-0.031764488006794836,0.021610087117536876,-0.8337722996971355,0.4044139327924121,0.9999786873994423,310,42751,-0.07746,-0.046929442586138334,False,False
clstn1,0.035968184194746636,0.03178952698159904,0.8330964272985689,0.4047943545719459,0.9999786873994423,329,49340,0.0559743161094225,0.022264809485204706,False,False
amdhd2,-0.028631330885418627,0.014944335508628363,-0.8326905340574261,0.40502378345872014,0.9999786873994423,319,43886,-0.06531724137931035,-0.03730238230870893,False,False
mstn,-0.036371383961121245,0.032587208966254694,-0.8320906810995129,0.4053617401428008,0.9999786873994423,330,49615,0.016608484848484848,0.01594874332359166,False,False
cd3g,-0.05112489281819508,0.05288656131426336,-0.8310403685440038,0.4059554480979587,0.9999786873994423,304,42616,0.1815171052631579,0.24098227660972404,False,False
mrps16,-0.029814623275833233,0.017313458461671247,-0.8309449978330763,0.4060093246121028,0.9999786873994423,304,42616,0.008010197368421052,0.036833771353482266,False,False
rtbdn,-0.028442737163449593,0.01831126293657425,-0.8306658995856561,0.4061663122233331,0.9999786873994423,336,50300,-0.0068639880952380905,0.0011828727634194832,False,False
kcnip4,-0.03536431744645224,0.030997316035660007,-0.8302620987853142,0.4063946028806744,0.9999786873994423,329,49340,0.002971124620060793,0.043822357113903525,False,False
fzd8,0.033461725962720505,0.025168413200857376,0.8302442773545754,0.4064053196192291,0.9999786873994423,308,42470,0.06981022727272727,0.033136657640687545,False,False
arhgef5,0.04454899156026595,0.043564587114866264,0.8288590869095902,0.4071887736743619,0.9999786873994423,308,42470,0.14859512987012988,0.08728707322816107,False,False
satb1,0.029494966202660993,0.017503244274523173,0.8285521775020224,0.40736234108710656,0.9999786873994423,320,43796,0.0618278125,0.03433468124942917,False,False
sost,-0.031298406358297254,0.024407246654959767,-0.8276082332843993,0.40789629218769063,0.9999786873994423,331,50466,0.03935377643504532,-0.0043346669044505215,False,False
kiaa2013,0.037111432038587557,0.03241272629351343,0.8269071216301357,0.4082941921790826,0.9999786873994423,317,43673,0.1504910094637224,0.11738074783046733,False,False
fgf16,-0.03472974447221074,0.027872387738246452,-0.8267790870297969,0.408366882123927,0.9999786873994423,304,42616,0.003584210526315788,0.033623024216256805,False,False
bcl7a,0.04046349092806689,0.037427434528492905,0.8267505069075194,0.40838311655060844,0.9999786873994423,307,42313,0.0955185667752443,0.058471897525583155,False,False
xcl1,0.036895275986705806,0.034136803034154915,0.8267387296042109,0.40838900998046046,0.9999786873994423,339,50961,0.11180634218289084,0.05027117305390397,False,False
igfbp2,0.0425117379907749,0.042731975645062086,0.8257520307231956,0.4089486020593929,0.9999786873994423,341,51075,0.0488215542521994,-0.0546998306412139,False,False
ccl16,-0.03624643586981152,0.03324495894379359,-0.8254132353705594,0.4091408471324941,0.9999786873994423,342,51155,-0.009191959064327487,-0.048156624963346696,False,False
dapp1,0.06580992926314891,0.0743904235293587,0.8246668194797366,0.40956464673445503,0.9999786873994423,333,50466,-0.1969933933933934,-0.2731618416359529,False,False
naga,-0.03865488204939307,0.03487819940628497,-0.8229919807494537,0.410517135560054,0.9999786873994423,303,42533,0.05444158415841584,0.08569347447864012,False,False
atp6v1g2,-0.053613232616408116,0.0570832521294882,-0.8223971086425806,0.4108555111502584,0.9999786873994423,304,42451,-0.03745855263157894,0.011068362347176744,False,False
muc2,-0.050779317492300614,0.05350161511663821,-0.8214473455380163,0.4113959351707742,0.9999786873994423,319,43886,0.01538275862068966,0.027726441234106548,False,False
bax,0.051413186758038236,0.05536665315539715,0.8211335030943572,0.41157417637078586,0.9999786873994423,328,49257,0.10194451219512193,0.04234795257526849,False,False
tfpi,0.028602097995417387,0.01945773989921861,0.820933445313924,0.41168803563698175,0.9999786873994423,337,50411,0.0613026706231454,-0.0018907262303862256,False,False
col9a2,0.03350473340957996,0.02630781729269088,0.8201214742813538,0.41215136671150043,0.9999786873994423,316,43076,0.07051503164556962,0.03399235421116167,False,False
luzp2,-0.033187113014191666,0.026069858517594635,-0.8186855523616716,0.41297027687782384,0.9999786873994423,317,43673,-0.005473817034700317,0.0248748036544318,False,False
tmprss11b,0.0446516764308826,0.04454075165278963,0.8186722819631017,0.41297797574868633,0.9999786873994423,308,42470,0.19920746753246754,0.16478519425476806,False,False
omg,-0.041594035201798836,0.041797824648548955,-0.8182191850273316,0.4132358928150899,0.9999786873994423,336,50300,-0.06389360119047618,-0.010641908548707753,False,False
gfer,0.04082459247754518,0.04048888548362406,0.81769165013723,0.41353720168261476,0.9999786873994423,323,49352,0.11477120743034055,0.04483085893175555,False,False
mmp12,0.03627979683714759,0.033716044521523034,0.8175169052164627,0.41363691859373763,0.9999786873994423,333,50576,0.19478288288288284,0.042679991497943694,False,False
vsig2,0.03824995686300234,0.03514146924928061,0.8157638455531783,0.414639632427948,0.9999786873994423,317,43673,0.19659085173501578,0.0893553568566391,False,False
tcp11,-0.037549080148885486,0.0338535030231076,-0.8149467638895735,0.41510725657580994,0.9999786873994423,316,43076,0.06545268987341772,0.11001373270498653,False,False
dnm3,0.036372908582392505,0.03221177202365575,0.8136366261196881,0.41585754086301707,0.9999786873994423,320,43796,0.13785125000000004,0.07877849346972325,False,False
treh,-0.04399730833377439,0.04437277265253088,-0.8131134104351881,0.41615741798884776,0.9999786873994423,319,43886,-0.05732774294670845,-0.04886535911224536,False,False
ppl,0.03008035997159287,0.01958496365559027,0.8123255904611925,0.4166093360947517,0.9999786873994423,304,42616,0.06578157894736843,0.01796421766472686,False,False
galnt5,0.028398536133059985,0.016287608844091417,0.8115803786828106,0.41703682499279304,0.9999786873994423,315,43881,0.05210888888888889,-0.0010477689660673185,False,False
pla2g7,0.02843687123114961,0.01987990085476672,0.8113958587947437,0.41714217220957106,0.9999786873994423,336,50547,0.01964285714285714,-0.020377707875838327,False,False
cpox,-0.028694767352520637,0.016248789940048563,-0.8110691313801418,0.4173304694941544,0.9999786873994423,304,42616,-0.008370065789473686,0.010369394124272574,False,False
rabepk,-0.038007845423828714,0.03664322234844752,-0.8110588381533397,0.4173357685683484,0.9999786873994423,323,49352,0.04312260061919505,0.08724138231479982,False,False
lyar,-0.03605515532316349,0.03352067539219485,-0.8109021300829551,0.4174257622215638,0.9999786873994423,323,49352,0.02879891640866874,0.05669456658291457,False,False
st3gal1,-0.03162275247815754,0.02614776480916012,-0.8108829506108673,0.4174367035740779,0.9999786873994423,336,50300,0.0072714285714285745,0.04074916103379722,False,False
cd207,0.030675395534432125,0.024135462265718628,0.8099365416733055,0.41798052212292836,0.9999786873994423,327,49431,0.050040061162079506,0.0008396481964758958,False,False
fcn2,0.031266088184387225,0.025638473930168385,0.808897018709495,0.41857818278350045,0.9999786873994423,336,50326,-0.025569345238095235,-0.056547198267297226,False,False
klf4,0.03205482405220938,0.02413962036608916,0.8080539282175677,0.4190640317720721,0.9999786873994423,308,42470,0.0795538961038961,0.02495160583941606,False,False
ptk7,0.03016075927726784,0.02326881641137935,0.8075608388232907,0.4193473057855751,0.9999786873994423,329,49340,0.03219209726443769,0.0010941102553708958,False,False
crebzf,-0.02829900986855382,0.015282369447264093,-0.80750556329859,0.4193797775224569,0.9999786873994423,307,42313,-0.030510586319218245,0.00105046439628483,False,False
gli2,-0.02999218861358458,0.019799519138927732,-0.8074603581915272,0.41940577975830073,0.9999786873994423,304,42616,-0.012925986842105266,0.02133722428195983,False,False
prap1,0.03293218589024386,0.026551675746196126,0.8073359009576092,0.41947732984273045,0.9999786873994423,319,43886,0.052203448275862076,-0.030474342614956934,False,False
cd86,-0.028714357554757174,0.017397158996871963,-0.8071078004065102,0.41960873993837666,0.9999786873994423,321,43695,-0.03451308411214954,0.005879376358851128,False,False
calb1,0.03177578526528524,0.026707315318801203,0.8069982605540752,0.41967127598398035,0.9999786873994423,336,50300,0.058614583333333324,-0.012998551689860836,False,False
ccl5,0.055738016049360295,0.06286088274687673,0.8060726397403033,0.42020471956299166,0.9999786873994423,338,50737,0.025638017751479298,-0.0366384748802649,False,False
traf3ip2,0.034076025912400484,0.02825745545322667,0.8054344936575625,0.4205734729981677,0.9999786873994423,304,42451,0.09831611842105263,0.06947022213846551,False,False
ccar2,-0.035980424607016434,0.0321632319918522,-0.8053902421853364,0.4205988640948608,0.9999786873994423,318,43776,0.06873081761006289,0.102558489811769,False,False
lat2,0.06626622036013259,0.07706004067449214,0.8050576051106778,0.42079021908778413,0.9999786873994423,336,50300,0.13111636904761903,0.04676806560636182,False,False
lrpap1,0.03637385457365964,0.03488415633089962,0.8047513997191442,0.42096688075744526,0.9999786873994423,338,50978,0.18408920118343194,0.11492719506453765,False,False
cep290,-0.035171059036337236,0.030623547323452346,-0.8037768880628507,0.42153024329005306,0.9999786873994423,316,43076,0.01916060126582278,0.054408575540904454,False,False
asah1,-0.03326232497878188,0.02734439669689767,-0.8030535698451282,0.42194813067367654,0.9999786873994423,318,43478,0.01615408805031447,0.029114003634021803,False,False
klk3,-0.04817182802385515,0.05147453127593017,-0.8019138235738167,0.4226071202678128,0.9999786873994423,319,43886,0.89826802507837,0.641323518889851,False,False
ptprn2,-0.028446216899773998,0.02051321511105656,-0.80030692051483,0.4235367738217548,0.9999786873994423,330,49978,-0.020748333333333334,0.0006768878306454846,False,False
eci2,0.03861403039419627,0.03656534616216508,0.8002207276199594,0.42358736915064577,0.9999786873994423,304,42451,0.13458585526315792,0.09321362865421308,False,False
klrc1,0.03791168609409479,0.0354475884057853,0.7997027071032001,0.42388750500509065,0.9999786873994423,308,42470,0.12850762987012987,0.09513901342123852,False,False
tcn2,-0.02721866170852837,0.018356723340196533,-0.7986839775774565,0.4244773690035283,0.9999786873994423,341,51075,-0.014645747800586513,0.008910248653940285,False,False
kcnh2,-0.04321962993366743,0.04408860502337607,-0.7984481266517514,0.424614896256282,0.9999786873994423,317,42665,0.1531776025236593,0.20541873080979728,False,False
crym,0.043229556690245155,0.044054538552943175,0.7983998365639059,0.4246429307155646,0.9999786873994423,308,42470,0.1485100649350649,0.11301793736755357,False,False
tia1,0.06445448698681425,0.07553828235203275,0.7955309761989728,0.4263085235182976,0.9999786873994423,321,49062,0.11963862928348909,0.046339287024581136,False,False
fis1,0.04434044807837946,0.04771007497483535,0.7951080234069707,0.42655437952681197,0.9999786873994423,335,50511,0.12186671641791044,0.061352792461048085,False,False
septin7,-0.03494235730290043,0.030944764761348952,-0.7944579113464708,0.4269332472490045,0.9999786873994423,316,43076,0.030626265822784812,0.06484138847618164,False,False
hmgcs1,0.03236873818961909,0.025860091525147684,0.7944121135531022,0.4269599641524868,0.9999786873994423,304,42451,0.05068717105263158,0.020915002002308544,False,False
ren,-0.043966906514377256,0.047274950425688377,-0.7937543944685989,0.42734212972908303,0.9999786873994423,331,50540,0.16442688821752263,0.10934159081915314,False,False
atg4a,0.03776885254519431,0.03759300995818283,0.7933239996550864,0.42759286699026244,0.9999786873994423,323,49352,0.08331857585139321,0.03730750425514671,False,False
batf,-0.04610522448616538,0.048962476487560344,-0.7926212514299289,0.42800289847526896,0.9999786873994423,317,42665,0.16371419558359623,0.21305647017461618,False,False
vwc2l,-0.03283310830101589,0.027506032908444413,-0.7922651926091495,0.42821032326844044,0.9999786873994423,320,43796,0.028342656249999997,0.06754574390355284,False,False
clec6a,0.032999763465330255,0.02969457764427729,0.7922262872792243,0.42823252692181435,0.9999786873994423,323,49352,0.08035897832817337,0.013958640987194034,False,False
arhgap25,0.0375084833688724,0.03740695923102321,0.7902914210706671,0.4293613686871737,0.9999786873994423,323,49352,0.11108498452012383,0.06438909669314313,False,False
il5ra,-0.035813557661686514,0.034921662508985894,-0.7902256223979613,0.42939970392374915,0.9999786873994423,333,50466,0.018431831831831842,0.020525736139182814,False,False
pvalb,0.05970675486086007,0.06987136444900247,0.7900029684086292,0.42952970317871864,0.9999786873994423,335,50733,-0.12728820895522386,-0.2004128673644374,False,False
lamp1,-0.02796436664505984,0.01643709748752098,-0.7888987168877896,0.43017555785015726,0.9999786873994423,308,42669,0.0055055194805194805,0.025224586936651902,False,False
tpsg1,-0.027780107752084195,0.015913167830135928,-0.7886237370177687,0.4303363093260719,0.9999786873994423,304,42616,-0.016886513157894734,0.01261022855265628,False,False
cd34,-0.025554972960247033,0.014888757753289489,-0.788524060091525,0.430393885128486,0.9999786873994423,338,50817,-0.02115,0.0020579432079815808,False,False
pdcd1lg2,0.027406677289419354,0.01926706274561811,0.7884225786726436,0.43045325941146195,0.9999786873994423,336,50300,0.046204166666666664,0.0006242176938369778,False,False
hbegf,0.042349819106896384,0.04549340249606328,0.7866438185205893,0.43149404526578194,0.9999786873994423,335,50817,0.039041791044776133,-0.011273886691461519,False,False
podxl2,-0.026481747428847124,0.017400135389591998,-0.7865608633075732,0.43154263029955875,0.9999786873994423,337,50688,-0.038725222551928784,0.002085493607954546,False,False
tp53i3,0.03531832577632141,0.031874013495338756,0.786180132246374,0.431766368666067,0.9999786873994423,303,41993,0.07928118811881188,0.02660961826971162,False,False
impa1,0.03723525113831805,0.0375517593287117,0.7849972636482984,0.43245885762392333,0.9999786873994423,330,50144,0.07279560606060606,0.04053646198947032,False,False
dnm1,0.05746312284094863,0.06630801500935746,0.784904175974325,0.4325139781992474,0.9999786873994423,321,43695,-0.043633956386292826,-0.08107423046115117,False,False
mucl3,-0.03186016358848673,0.025587429960747612,-0.7845068493451274,0.4327471251271505,0.9999786873994423,307,42313,0.03238794788273616,0.0715713043272753,False,False
stat5b,0.06969707530914221,0.08415522420005823,0.7832036277020104,0.43351120820494005,0.9999786873994423,336,50300,0.040286011904761915,-0.038450367793240556,False,False
snu13,-0.03874522518388746,0.03820464833950804,-0.7826057761115897,0.4338629832926759,0.9999786873994423,304,42451,0.09772302631578948,0.14370269016042023,False,False
hs3st3b1,0.029030346865960933,0.023232837832789295,0.7823502511225734,0.43401242090356507,0.9999786873994423,336,50300,0.02917113095238095,-0.0036069284294234596,False,False
ptprr,-0.02970233907796093,0.021968890346882593,-0.7816464884075855,0.43442655522472595,0.9999786873994423,318,43776,-0.042592138364779875,0.00048536069992690035,False,False
cd59,-0.025535623874870562,0.014292242670451044,-0.7811647889228674,0.43470935109100506,0.9999786873994423,327,48717,0.03523211009174312,0.01653003263747768,False,False
tlr4,-0.027768414514383753,0.016660046083897775,-0.7806761735694279,0.4349972834553849,0.9999786873994423,304,42616,-0.023440131578947365,0.0038768631499906136,False,False
lyn,0.04657981113997235,0.05222739943307026,0.7801521494473732,0.435304970678813,0.9999786873994423,336,50300,0.013710119047619044,-0.04122967793240556,False,False
cxcl1,0.05124556845571947,0.05900742622861476,0.7799650097303339,0.4354151074810948,0.9999786873994423,335,50433,0.15353850746268657,0.1096311532131739,False,False
fcamr,0.0428320214310239,0.045372523883183635,0.7796957114975582,0.4355741792250458,0.9999786873994423,315,43881,0.13630126984126983,0.04875533488297897,False,False
scgb1a1,-0.03523422507308319,0.03479399503192132,-0.7795261899744232,0.4356734389000302,0.9999786873994423,336,50589,-0.021025892857142854,-0.05793888987724604,False,False
tprkb,-0.038324395279854505,0.03775269835967326,-0.7790780225825896,0.4359380814593068,0.9999786873994423,307,42313,0.04128403908794789,0.07929549311086427,False,False
tfpi2,-0.02923451654466024,0.02409996669773447,-0.777427262176542,0.43691034879990276,0.9999786873994423,337,50534,0.0053587537091988125,0.021360342541655124,False,False
xpnpep2,-0.05205324225981981,0.06043933500472866,-0.7773788140717179,0.43693891239813853,0.9999786873994423,337,50688,-0.2003652818991098,-0.11608413036616162,False,False
metap1d,0.04550298221773113,0.050950198416014544,0.7769098643793545,0.43721556881766477,0.9999786873994423,333,50466,0.07277372372372373,0.024831786747513178,False,False
hnf1a,0.04044314420304176,0.04152500305696334,0.7768152917296343,0.43727202876601556,0.9999786873994423,317,42665,0.1643108832807571,0.13280734677135825,False,False
mitd1,0.05188703780383412,0.06019954881514083,0.7766183993601028,0.43738758244462184,0.9999786873994423,330,50144,-0.02135015151515151,-0.0743897674696873,False,False
gad1,-0.027188175947571995,0.015257259518446548,-0.7760504948179314,0.43772347874588124,0.9999786873994423,307,42313,-0.03626319218241042,-0.007352670574055254,False,False
ica1,0.04438647303061641,0.04925745470778422,0.7755288875075524,0.4380308778434745,0.9999786873994423,329,49574,0.09510759878419453,0.053645599507806514,False,False
ssbp1,-0.02915389304598241,0.020814583030604236,-0.7734213216114098,0.4392773353952205,0.9999786873994423,304,42616,-0.008512171052631575,0.022898892434766286,False,False
slurp1,-0.029360118391885973,0.021848544346645783,-0.772808795889522,0.4396397098055477,0.9999786873994423,319,43563,0.029258150470219433,0.032232945389435996,False,False
npc2,0.028446762228681727,0.019494203590184184,0.7727056441051515,0.4397008077520116,0.9999786873994423,315,43149,0.10209777777777776,0.023049020834781806,False,False
bex3,-0.03231399820681848,0.027473349418036613,-0.7725896018249956,0.4397695848658453,0.9999786873994423,307,42313,0.0021882736156351827,0.037561644175548886,False,False
max,0.05460455590978789,0.06446883875654294,0.7714826133602117,0.4404245945690577,0.9999786873994423,329,49340,0.039647112462006064,0.012777579043372515,False,False
nfkb2,0.03498482038200656,0.032886757323363235,0.7711012794281065,0.44065110136154706,0.9999786873994423,316,43076,0.12779810126582275,0.09623854582598199,False,False
notch3,-0.027486315145570824,0.0212113289169477,-0.7703577063842055,0.44109126843186763,0.9999786873994423,342,51155,0.008701461988304094,0.004701725149056787,False,False
ceacam8,0.03318554436653845,0.031750151467208755,0.7701374396767916,0.44122201205236056,0.9999786873994423,330,49615,0.07520227272727273,0.0024047223621888533,False,False
cd164l2,-0.029082135695373046,0.02099314453203081,-0.7698829722842772,0.44137354681947316,0.9999786873994423,317,42665,-0.00921750788643533,0.018189749208953474,False,False
nubp1,0.049958213912569695,0.05719795303680831,0.7676624690912742,0.4426918595462991,0.9999786873994423,317,43673,0.16392365930599367,0.1132771334691915,False,False
il1b,0.03527875758053536,0.03548116747096024,0.7675844259255612,0.4427377672106032,0.9999786873994423,325,49341,0.10962707692307692,0.0702281611641434,False,False
susd4,0.030379876800242782,0.0246214164664305,0.7667600822690175,0.44322828893305477,0.9999786873994423,317,43673,0.047602523659305986,0.028830048313603373,False,False
ror1,0.026756433273814505,0.019614279469139437,0.7666668957665327,0.4432831487922456,0.9999786873994423,331,50540,0.05956586102719033,0.0004625801345468935,False,False
ikzf2,-0.04880778369135611,0.05660369570985447,-0.7662518026779681,0.4435301317145405,0.9999786873994423,323,49352,0.161515479876161,0.23097605568163398,False,False
il17f,0.042477303183309736,0.04721719497571818,0.7655273676525971,0.44396119698808967,0.9999786873994423,329,49574,0.20120759878419453,0.1701395540000807,False,False
il11,0.03704858690370376,0.03865480218749514,0.7652943220728455,0.44409992380600516,0.9999786873994423,329,49574,0.1450386018237082,0.09943134505991044,False,False
c9orf40,0.043756497311058525,0.0480464009965764,0.765015190338386,0.4442666011756343,0.9999786873994423,321,43695,0.1314903426791277,0.0721301888087882,False,False
clgn,-0.03110798633699929,0.02594870326761477,-0.7636185436465299,0.44509878708436146,0.9999786873994423,317,42665,0.02958832807570978,0.05154763389194891,False,False
serpinb6,0.03554227352073949,0.036652011236271244,0.7626121771057205,0.4456982373224968,0.9999786873994423,337,50811,0.06366617210682493,0.018982261714982976,False,False
hexim1,0.04464167144248558,0.05092041505190099,0.7625412912467268,0.4457405497255912,0.9999786873994423,333,50466,0.07848468468468468,0.020838702294614198,False,False
pfdn2,0.03404295463170295,0.03382106711060616,0.7617395401706387,0.4462190883814605,0.9999786873994423,329,49340,0.034003191489361706,0.0006358502229428458,False,False
