protein,logFC_ms,t_ms,P.Value_ms,fdr_ms,logFC_ytd,t_ytd,P.Value_ytd,fdr_ytd,gap_5yr
dnaja1,0.0703941547974499,0.91651253489642,0.359561969143317,0.8765697782047,-0.00998558031147,-1.05823961470536,0.290135692662783,0.998656629238247,0.0204662532400999
dnaja2,-0.0433069197212637,-0.675131580764093,0.499707883305175,0.905759432317163,-0.00103769334573106,-0.131676737118513,0.895259624203283,0.998656629238247,-0.048495386449919
dnaja4,0.25395799173276,2.16955341655698,0.0302148358128134,0.571464752807118,-0.020499031635693,-1.42544578759858,0.154259743757012,0.998656629238247,0.151462833554295
dnajb1,0.0451932168474433,0.408082933698783,0.683277557212122,0.950646853575382,-0.00426987006953833,-0.31383309005694,0.753696338584253,0.998656629238247,0.0238438664997517
dnajb14,-0.0290369548121468,-0.524101731719954,0.600293892448412,0.935969748750578,-0.000752233135998707,-0.110516184348547,0.912016456309958,0.998656629238247,-0.0327981204921404
dnajb2,0.061722244714016,0.858364925133978,0.390843492763624,0.880278102554032,-0.0021174077341708,-0.239686537653094,0.810609689751628,0.998656629238247,0.0511352060431621
dnajb6,-0.00244711541500388,-0.0443207866735539,0.964655262793055,0.993583710559187,0.00605405779505198,0.892500495984145,0.372283922295141,0.998656629238247,0.027823173560256
dnajb8,0.236551520595215,2.46086669197776,0.0139847121707364,0.560031169587705,-0.0282340039700209,-2.39080255553794,0.0169480409148562,0.946270457790156,0.0953815007451103
dnajc21,-0.0636004861235359,-1.05058713725056,0.293636439237062,0.857347717772405,0.00201828485600482,0.271370729176249,0.786147437763391,0.998656629238247,-0.0535090618435117
dnajc6,0.0878373602612733,1.08203029054075,0.279432472051169,0.853190643454089,-0.00622508535513977,-0.624186468604869,0.532610685872246,0.998656629238247,0.0567119334855744
dnajc9,0.128700754611633,1.32831878058132,0.184297520778272,0.794668645954252,-0.00887342879884935,-0.745455261670275,0.456126426419789,0.998656629238247,0.0843336106173858
dner,-0.0741163946013829,-1.32364450553666,0.185845430649842,0.794668645954252,0.00992452096193044,1.44269831868624,0.149337643641384,0.998656629238247,-0.0244937897917307
dnlz,-0.0810209699975014,-0.546377713561282,0.584896689802244,0.931591441262835,0.0211422921985328,1.1605303559341,0.246038302087359,0.998656629238247,0.0246904909951625
dnm1,-0.0445810566368357,-0.375429823208366,0.707399857846284,0.954303570096967,0.0239040276275065,1.63854506108055,0.101541261729166,0.998656629238247,0.0749390815006967
dnm3,-0.0344267851881652,-0.461539180681252,0.644486239078681,0.946537257653203,-0.00515820255929041,-0.562884634606874,0.573606989396189,0.998656629238247,-0.0602177979846173
dnmbp,-0.0984340364891806,-1.19777933940449,0.231213368622505,0.831968005018678,0.002441998709776,0.241872141124524,0.808916004326974,0.998656629238247,-0.0862240429403006
dnpep,0.126267495871158,1.22643252520283,0.220250005339702,0.818782817012601,-0.0173420479927534,-1.37107550380932,0.170579492211418,0.998656629238247,0.0395572559073909
dnph1,0.0425607692200467,0.471937879366471,0.637047464942127,0.945473295576533,0.00261077025439249,0.235642119331483,0.813746159496955,0.998656629238247,0.0556146204920092
doc2b,-0.0528582981752061,-0.799036878610987,0.424409704360299,0.885707232393103,-0.00257484011775118,-0.316820161276199,0.751429092576108,0.998656629238247,-0.0657324987639621
dock9,0.157025471352463,0.754887340855765,0.450448365048998,0.885707232393103,-0.0354259086500637,-1.386251187349,0.165899319975434,0.998656629238247,-0.0201040718978558
dok1,0.0730800902764836,0.775238108167931,0.438334861266537,0.885707232393103,-0.00693790698073131,-0.599064254692233,0.549230636406759,0.998656629238247,0.0383905553728271
dok2,-0.0453202715961189,-0.537454757146442,0.591042181866326,0.934104104787418,0.00266009590511656,0.256776691055351,0.797390325502677,0.998656629238247,-0.0320197920705361
dpep1,0.0562502433357747,0.531156467198784,0.595397807786735,0.935969748750578,-0.0165256382840977,-1.2701798145236,0.204239648167163,0.998656629238247,-0.0263779480847138
dpep2,-0.0495912099647403,-0.847429317081686,0.396906208967194,0.880278102554032,0.00406365652666304,0.565229302826251,0.572011807528782,0.998656629238247,-0.0292729273314251
dpp10,-0.129452192012293,-1.81527475847256,0.0697036900166701,0.669464160482565,0.0175433452014309,2.00241580788934,0.0454399026311424,0.998656629238247,-0.0417354660051381
dpp4,-0.107362667352293,-1.79502289204332,0.0728738626908451,0.675591765264491,0.00819724853745561,1.11556196268322,0.264808388712634,0.998656629238247,-0.0663764246650149
dpp6,-0.183075731912315,-2.55981603081403,0.0105809621708666,0.550930482484426,0.0103142798529292,1.17388561882223,0.240648070721752,0.998656629238247,-0.131504332647669
dpp7,-0.0188470922456352,-0.174868262174774,0.861209393441685,0.975118213863549,0.0147595947633655,1.1146793805863,0.265186411222369,0.998656629238247,0.0549508815711921
dpt,0.0603296239857813,1.08808409868357,0.276752364139684,0.853190643454089,-0.0085640644924156,-1.25724717981364,0.208881791533887,0.998656629238247,0.0175093015237033
dpy30,0.101985304240091,1.41966840008766,0.155935309151012,0.781304704690636,-0.0212892873627701,-2.41223347465349,0.0159879061587832,0.946270457790156,-0.00446113257375924
draxin,-0.195280113365551,-2.32111043522978,0.0204293265007245,0.570237067982063,0.0186978877094796,1.80900275719274,0.0706731449786362,0.998656629238247,-0.101790674818153
drg2,-0.0234719799703522,-0.45537326605778,0.648914016548067,0.94809412792466,-0.000406420619553653,-0.0641804021730187,0.94883609195583,0.998656629238247,-0.0255040830681204
dsc2,0.0850598597094655,1.39123446665308,0.16438376234269,0.781304704690636,-0.00730524426232718,-0.972566495204464,0.330943177165815,0.998656629238247,0.0485336383978296
dscam,-0.0317983099122735,-0.506039666816807,0.612911496543319,0.941349115663652,0.00112607597192505,0.145867020126325,0.884048162575822,0.998656629238247,-0.0261679300526482
dsg2,-0.000305710532717479,-0.00577138213793871,0.995395982298773,0.996594606028011,-0.000541176566220103,-0.0831605413578573,0.933736226826153,0.998656629238247,-0.00301159336381799
dsg3,0.059734803421051,0.897463446611516,0.369631829090952,0.878840125987185,-0.00384580992285514,-0.470311980309555,0.638208174669791,0.998656629238247,0.0405057538067753
dsg4,0.0299596446646414,0.28753110808334,0.773749854708929,0.966748209297077,0.00764594116608693,0.597293828908365,0.550411475534099,0.998656629238247,0.068189350495076
dtd1,0.0741865327016474,1.13307461355554,0.257384284516302,0.846952657854311,-0.00812894967831973,-1.0105941191943,0.312391981973335,0.998656629238247,0.0335417843100487
dtnb,-0.012122648454205,-0.192462625903684,0.847408813081321,0.974222490337933,-0.00195428501038509,-0.252549022896856,0.80065520657259,0.998656629238247,-0.0218940735061304
dtx2,0.173402310579428,1.66286908519709,0.0965709696584664,0.735250782370591,-0.0132645586268452,-1.0353921755598,0.300671388521775,0.998656629238247,0.107079517445202
dtx3,-0.0984214210221247,-2.31561897879986,0.0207284695484082,0.570237067982063,0.0118613930376108,2.27154875188214,0.0232707379651897,0.946270457790156,-0.0391144558340709
dtymk,0.0525524357837366,0.789209117939603,0.430128494249485,0.885707232393103,-0.00336501207947305,-0.411334150197158,0.680892877973886,0.998656629238247,0.0357273753863713
duox2,0.15479689451006,1.05072214755598,0.293574431850168,0.857347717772405,-0.0236036409688546,-1.30410793919848,0.192419281380061,0.998656629238247,0.0367786896657875
dusp13,-0.0397779363799799,-0.535079599713919,0.592683015368498,0.935629207016104,0.000264446574618839,0.0289549611529076,0.976904794719451,0.998656629238247,-0.0384557035068857
dusp29,0.0603320988702438,0.50153478033127,0.616076652860727,0.94339775722124,-0.0117125177935742,-0.792522829322367,0.428195252717137,0.998656629238247,0.00176950990237261
dusp3,-0.029657742491235,-0.17517126870004,0.860971350639729,0.975118213863549,-0.0115815939341855,-0.55680357531658,0.577754011337301,0.998656629238247,-0.0875657121621627
dut,0.150105126523132,1.374327533601,0.169568322506963,0.781304704690636,-0.00342505105565233,-0.255252890103162,0.798566698253136,0.998656629238247,0.132979871244871
dxo,0.0598484685520932,1.2714770289968,0.203778195185798,0.812109393956804,-0.00639672602737698,-1.10617062869634,0.268849922992598,0.998656629238247,0.0278648384152083
dync1h1,0.00277963622796325,0.0350604168450538,0.97203675239489,0.995040916261799,0.00524630242275187,0.538630981182991,0.59023038427044,0.998656629238247,0.0290111483417226
dynlt1,0.013537841290673,0.113913405878607,0.909323391155609,0.978666232232106,0.0135136493452172,0.925565077944948,0.354837613287337,0.998656629238247,0.0811060880167589
dynlt3,0.0441758487113879,0.732068062075944,0.464254203269857,0.89023613545086,-0.00544942548858417,-0.73506572549703,0.462427248941032,0.998656629238247,0.016928721268467
ebag9,-0.166747440948146,-2.22577184189349,0.0261942193525816,0.571464752807118,0.0147668824571824,1.60442411228936,0.108854700436709,0.998656629238247,-0.0929130286622339
ebi3_il27,0.0217577744280535,0.331772339018529,0.740112715710629,0.965015918563675,0.00293639425655818,0.364459241133413,0.715572232870627,0.998656629238247,0.0364397457108444
ece1,-0.161513876815689,-2.26666593378522,0.0235684353029243,0.570659079156925,0.0111646300134322,1.27535446622151,0.202403419581599,0.998656629238247,-0.105690726748528
echdc3,-0.164659903765775,-1.38077139710255,0.167578001887313,0.781304704690636,0.0115683868567981,0.789615425807514,0.429891178957751,0.998656629238247,-0.106817969481785
echs1,0.016296396888508,0.1489585985462,0.881608569017724,0.976109678783387,0.00373584942048593,0.277953561715141,0.781090605745038,0.998656629238247,0.0349756439909377
eci2,0.1763913109014,1.96348500029001,0.0497950231967868,0.628736351201304,-0.0112979781671683,-1.02367012086146,0.306174666488776,0.998656629238247,0.119901420065558
ecm1,-0.18148228043975,-2.77728442075213,0.00555741430211268,0.454931336921717,0.0220482184311559,2.74642996553259,0.00610488933011842,0.946270457790156,-0.0712411882839708
ecscr,0.0400548356627177,0.490035624869854,0.624188384340561,0.945473295576533,-0.00755268675568549,-0.752112953214772,0.452114357959861,0.998656629238247,0.00229140188429029
eda2r,0.0262300648463677,0.377214483341704,0.706073557696263,0.953850016751323,-0.000186035793260403,-0.0217768169956565,0.982629208093216,0.998754757248377,0.0252998858800657
edar,-0.112502911277434,-0.753992880912893,0.450985099006813,0.885707232393103,0.0276736005912207,1.50965617883237,0.131365384437024,0.998656629238247,0.0258650916786695
eddm3b,-0.0443593921255655,-0.449121339557524,0.653416277891167,0.948675703212561,0.0104024338343519,0.857278560088796,0.3914432436749,0.998656629238247,0.00765277704619397
edem2,0.166255969791688,2.98573051318825,0.00288001303288347,0.44124831256441,-0.0166683922896598,-2.43655358500307,0.0149566115240659,0.946270457790156,0.0829140083433888
edf1,0.0108474609122557,0.105196697678639,0.91623537199993,0.978666232232106,-0.00229179442186686,-0.180908330934616,0.856466707848424,0.998656629238247,-0.000611511197078607
edil3,0.0732229436905034,0.924049909311696,0.355625606468664,0.874267224085983,-0.00623613214583627,-0.640578635258683,0.521905291790887,0.998656629238247,0.0420422829613221
edn1,-0.0201462518091663,-0.391794511343738,0.695271941258766,0.952964909781384,0.0015091961685387,0.238901391677039,0.811218338610279,0.998656629238247,-0.0126002709664728
ednrb,-0.0690229337340185,-0.844510241255521,0.398534103544576,0.880278102554032,0.00867894193753521,0.864345121182351,0.387552013569437,0.998656629238247,-0.0256282240463424
eef1d,-0.00249108262780588,-0.0288534773125226,0.976985718266191,0.995040916261799,-0.000870760006284807,-0.0820951303717516,0.934583245683427,0.998656629238247,-0.00684488265922991
efcab14,-0.0225132465288183,-0.554204603292802,0.579530697584827,0.931591441262835,-0.000722751513035862,-0.144820454845679,0.884874267693767,0.998656629238247,-0.0261270040939977
efcab2,-0.0295534221118005,-0.667286368947925,0.504703371625459,0.906359893693657,-3.39019572498245e-05,-0.0062307186978878,0.995029559278273,0.999781041994087,-0.0297229318980496
efemp1,-0.00242509290265644,-0.0411832762854182,0.967155880943266,0.994135158695568,0.00258127467233695,0.356808859150611,0.721290713949171,0.998656629238247,0.0104812804590283
efhd1,0.0302922684449979,0.560467046369733,0.57525398901185,0.930313534451943,-0.00226811414390909,-0.341579728158068,0.732720401574596,0.998656629238247,0.0189516977254525
efna1,0.0709413423709038,1.44675549710866,0.148197758614215,0.778706995173248,-0.00342502527430459,-0.56854967514429,0.569756428395804,0.998656629238247,0.0538162159993809
efna4,0.0414076613051424,0.876952583495682,0.380668553625952,0.880278102554032,-0.00363764281928106,-0.627082034712212,0.530711589965445,0.998656629238247,0.023219447208737
efnb2,-0.140567927781293,-1.34981691041711,0.177301200427138,0.792816888545928,0.0138837286491701,1.08518463246176,0.278033803122823,0.998656629238247,-0.0711492845354431
egf,0.0342112190539242,0.280169897088816,0.779390122038671,0.968333181926833,0.0144050344806229,0.960231876428117,0.337110621532954,0.998656629238247,0.106236391457039
egfl7,0.0166273283783732,0.217469362351159,0.827875472171446,0.972088761475552,-0.000966920993332021,-0.102937944689163,0.918027523727168,0.998656629238247,0.0117927234117131
egflam,-0.0145841535482354,-0.253061426695694,0.800259307979727,0.972088761475552,-0.00257996039130659,-0.36439017490612,0.715623787423076,0.998656629238247,-0.0274839555047683
egfr,-0.0208647365499626,-0.6156392629695,0.538236495003434,0.919768044943249,0.00100588690417382,0.241585828097816,0.809137825500004,0.998656629238247,-0.0158353020290935
egln1,-0.0068379110443964,-0.0888415155504369,0.929221052142447,0.980498060583856,-0.000619911826936528,-0.0655588504743366,0.947738766211587,0.998656629238247,-0.00993747017907904
ehbp1,-0.0150756985388473,-0.231026792470472,0.817329025485134,0.972088761475552,-0.00159338043214086,-0.198752810853571,0.84248606421837,0.998656629238247,-0.0230426006995516
ehd3,-0.0479732294104647,-0.429176114924599,0.667863602874277,0.950569914511344,0.0154966056516893,1.1284493395169,0.259330870231287,0.998656629238247,0.0295097988479818
eif1ax,0.0240776989907192,0.275013857852303,0.783347710574885,0.968838680892825,-0.0065381473001267,-0.607859480001438,0.54338300474203,0.998656629238247,-0.00861303750991434
eif2ak2,0.109500369996447,1.31935454173333,0.187274522977423,0.794668645954252,-0.0231092618745693,-2.26642263966004,0.0235833546868999,0.946270457790156,-0.00604593937639968
eif2ak3,-0.012660392507121,-0.131627947303364,0.895298209540786,0.977301097575886,-0.0034680711232962,-0.293493055627959,0.769190456962178,0.998656629238247,-0.030000748123602
eif2s2,0.140721598925574,2.14015084197991,0.032521520215847,0.571797387486463,-0.0178252791339357,-2.20662664820463,0.0275081299502912,0.963768527242469,0.0515952032558956
eif4b,0.00188104146672175,0.0276456627100232,0.977948851559701,0.995040916261799,0.00052279500306649,0.0625415959517909,0.95014080412805,0.998656629238247,0.0044950164820542
eif4e,0.0903709997529306,1.22003952659736,0.222663159551254,0.818782817012601,-0.00515780301068285,-0.566785148088987,0.570954463220625,0.998656629238247,0.0645819846995164
eif4ebp1,0.228111158674151,2.14204475144084,0.0323685164806806,0.571797387486463,-0.0175480485707314,-1.34128087802414,0.18005507120375,0.998656629238247,0.140370915820494
eif4g1,-0.0530717457501858,-0.650514533482741,0.515470704425226,0.908314298173023,-0.00439510701915271,-0.438502405962253,0.661092348790792,0.998656629238247,-0.0750472808459493
eif4g3,-0.129679015352731,-1.54028418082122,0.123725651308003,0.775556207830905,0.0120856972321272,1.16845436953511,0.242830009076475,0.998656629238247,-0.0692505291920954
eif5,-0.0158508318118674,-0.217261280237527,0.828037588659042,0.972088761475552,-0.00141236495727639,-0.15757456106231,0.874815635115682,0.998656629238247,-0.0229126565982494
eif5a,-0.00713352442205369,-0.11247968978723,0.910459809491966,0.978666232232106,0.000909212089902021,0.11669279857886,0.907120869005949,0.998656629238247,-0.00258746397254359
elac1,0.120752614046564,1.85377352993575,0.0639897672032588,0.6662923465437,-0.00660457648534636,-0.825304105204531,0.409344898627328,0.998656629238247,0.0877297316198323
elavl4,-0.203196415372798,-1.25291231633818,0.21045477992805,0.816551379909714,0.0283020412283383,1.42046746684637,0.15570274238143,0.998656629238247,-0.0616862092311062
eln,0.0730637444728756,1.13932541624897,0.254769742874684,0.846701300972208,-0.00800967615424224,-1.01664589896584,0.309504231466302,0.998656629238247,0.0330153637016644
eloa,0.000880292731942405,0.0105122037521477,0.991614183944289,0.996594606028011,0.00412392950931141,0.400854518146271,0.68859072478756,0.998656629238247,0.0214999402784994
elob,0.0482242690556956,0.721646280852657,0.470637051153874,0.89023613545086,-0.00223691497605713,-0.272468999557584,0.785303128803916,0.998656629238247,0.03703969417541
enah,-0.0605504220501296,-0.702122211624369,0.482724089629824,0.896296234934403,-0.00453043908501522,-0.427606923981751,0.66900558099293,0.998656629238247,-0.0832026174752056
eng,-0.00323163010826809,-0.0941097310128674,0.925035967819054,0.978814660596557,-0.00023140857243199,-0.0548531061841276,0.956263614823069,0.998656629238247,-0.00438867297042804
eno1,0.0805977035324625,1.09746778806227,0.272632834145876,0.850207385365935,-0.0156990201226664,-1.74000524136649,0.082086177915545,0.998656629238247,0.00210260291913074
eno2,-0.0321271894135673,-0.485281027821349,0.627555820073848,0.945473295576533,-0.00308420171907408,-0.379203423773318,0.704596495704817,0.998656629238247,-0.0475481980089377
eno3,-0.0779281242987622,-0.812317202332817,0.416752981941801,0.882539475882151,0.000355218344809719,0.030139476835253,0.975960275852031,0.998656629238247,-0.0761520325747136
enoph1,0.100259783922524,1.11539193139465,0.264881186612905,0.850207385365935,-0.0203258508692442,-1.84059553866659,0.0659003999573863,0.998656629238247,-0.00136947042369678
enox2,0.0263444106828301,0.684741631932352,0.493624614731507,0.901468791394865,-0.00549312768819,-1.16216244143866,0.245375078774146,0.998656629238247,-0.00112122775811984
enpep,0.049410954351762,0.758560481670083,0.448248044267545,0.885707232393103,0.00269860282248257,0.337221175364436,0.736002641524616,0.998656629238247,0.0629039684641748
enpp2,0.0324982985110265,0.573009708797258,0.566733629341859,0.927314689986839,-0.00130676144646367,-0.187545464498202,0.851261188051465,0.998656629238247,0.0259644912787081
enpp5,-0.114764539043411,-1.30108316835134,0.193452197406033,0.802192801494248,0.00919656233385039,0.848656138098327,0.396223242392291,0.998656629238247,-0.0687817273741587
enpp6,-0.0481158534997859,-0.696397495008788,0.486299916928238,0.896296234934403,0.00271268477175825,0.319578262849032,0.749337544240714,0.998656629238247,-0.0345524296409947
enpp7,-0.355397346065819,-2.08205398873788,0.0375256633979717,0.581048968890934,0.0296878927927599,1.41568319061606,0.157099137624499,0.998656629238247,-0.206957882102019
ensa,0.0962669760854924,1.16013731084172,0.246198209865197,0.844542715293689,-0.0163941166104703,-1.60815897925698,0.108034390509547,0.998656629238247,0.0142963930331407
entpd2,-0.0996695079925962,-1.22426959668407,0.221064331057782,0.818782817012601,0.00654929784971593,0.654814650788748,0.512698742428943,0.998656629238247,-0.0669230187440166
entpd5,-0.0108062138607171,-0.250518063149525,0.802224890580542,0.972088761475552,0.0030073484598792,0.567489898794143,0.570475825069336,0.998656629238247,0.00423052843867894
entpd6,0.00523649045638711,0.0984179220803031,0.921615067174656,0.978666232232106,0.00325988881316435,0.498707108492469,0.618067051932153,0.998656629238247,0.0215359345222089
entr1,0.0376685097300578,0.384882106087975,0.700385442092064,0.953850016751323,-0.0107051311427949,-0.890328282672535,0.373448411538413,0.998656629238247,-0.0158571459839166
ep300,-0.00085563126478304,-0.0187704570118274,0.98502699766389,0.995040916261799,-0.00322848546294928,-0.576495514494101,0.564376487810208,0.998656629238247,-0.0169980585795294
epb41l5,-0.0165538491226694,-0.147246003505645,0.882959856436293,0.976109678783387,-0.00206639426234973,-0.149612061402172,0.881093058476349,0.998656629238247,-0.0268858204344181
epcam,0.0344023985322363,0.168457647693437,0.866248515738078,0.975190640142772,0.0054848614855576,0.218613294823577,0.826984367250823,0.998656629238247,0.0618267059600243
epgn,0.160951993982897,1.86964740760314,0.0617493084946272,0.663355327548491,-0.015644706741597,-1.47924351157074,0.139308742745206,0.998656629238247,0.0827284602749119
epha1,0.0523917512385534,0.771021473798817,0.440829241037318,0.885707232393103,-0.00362580001248494,-0.434326472309436,0.664120850525061,0.998656629238247,0.0342627511761287
epha10,0.0718521791768442,0.545664900749153,0.58538652963647,0.931689550449297,0.00127099763724937,0.0785669174653882,0.937388755703676,0.998656629238247,0.078207167363091
epha2,-0.00100583142010153,-0.019046088288478,0.984807155814372,0.995040916261799,-0.00344040350828972,-0.530272216596572,0.596010489292251,0.998656629238247,-0.0182078489615501
epha4,-0.0378377068316004,-0.829090480881331,0.407199902227259,0.881081726168853,0.00059803571595673,0.106662838921925,0.915072325956708,0.998656629238247,-0.0348475282518168
ephb4,0.0906150579508845,2.08893717355691,0.0369004396304833,0.581047495520986,-0.00929629884251799,-1.74439156558362,0.0813186113137672,0.998656629238247,0.0441335637382946
ephb6,0.054002745081897,0.955618817917364,0.339436085995618,0.870092229513724,-0.00175445749529809,-0.252708938663307,0.800531645331432,0.998656629238247,0.0452304576054065
ephx2,0.0606360981548782,0.514060590897295,0.607293834878492,0.940836803263059,-0.0140905162020428,-0.972341592602612,0.331054972803447,0.998656629238247,-0.00981648285533582
epn1,0.0537517220940788,0.860550684553595,0.389638492159917,0.880278102554032,-0.00471864216979763,-0.614907814489394,0.538719320625206,0.998656629238247,0.0301585112450906
epo,0.152565249537613,0.905312891585509,0.365461326544603,0.878495393535376,-0.0256738146871698,-1.24005908695084,0.215169221087664,0.998656629238247,0.0241961761017638
eppk1,0.212732218229286,1.8079970145592,0.0708296264366624,0.669464160482565,-0.0290018499303872,-2.00631461730646,0.0450220159423431,0.998656629238247,0.0677229685773499
eps8l2,-0.0252174821492827,-0.454479951279491,0.649556547123915,0.94809412792466,-0.000653703018556561,-0.0958964199014252,0.923617083077188,0.998656629238247,-0.0284859972420655
erbb2,-0.109123261796435,-2.27741636441561,0.0229173273427217,0.570237067982063,0.000244303301334895,0.0415014556466592,0.966902274578306,0.998656629238247,-0.107901745289761
erbb3,-0.0246908453850668,-0.592166515870172,0.553838335696685,0.923910255136419,-5.63900255090382e-05,-0.0110082700160291,0.991218476615016,0.999781041994087,-0.024972795512612
erbb4,-0.0365185164012121,-0.67908958218591,0.497197609558263,0.902576335093175,-0.0026503283231971,-0.401164520208101,0.688362542888432,0.998656629238247,-0.0497701580171976
erbin,-0.101705112387135,-1.37424036086479,0.169595368737333,0.781304704690636,0.00457399046025139,0.503064956957939,0.615000737176833,0.998656629238247,-0.078835160085878
erc2,0.0432530247035119,0.331584686466182,0.740254395792747,0.965015918563675,-0.0199180176213907,-1.24289084856111,0.214124070086819,0.998656629238247,-0.0563370634034414
ercc1,-0.0583357353333602,-1.06326872106261,0.287850423895732,0.857347717772405,-0.000154689795894163,-0.022949800989869,0.981693709910983,0.998754757248377,-0.059109184312831
ereg,0.182820871877249,1.51744510243252,0.129388672997635,0.776257022755728,-0.00943853371097139,-0.637676833804239,0.523792299250007,0.998656629238247,0.135628203322392
eri1,0.0103814774942125,0.211985626227236,0.832150275523928,0.972088761475552,-0.00137908846778803,-0.229217763304877,0.818734417472588,0.998656629238247,0.00348603515527237
ermap,0.014734984656791,0.208310948057015,0.83501763383981,0.972088761475552,-0.00381741652556024,-0.439279415347408,0.660529450717062,0.998656629238247,-0.00435209797101017
ern1,-0.0727477642814095,-0.999328256487656,0.31781494168113,0.863262515197549,0.0111796415047381,1.25004397104015,0.211500320549139,0.998656629238247,-0.016849556757719
erp29,-0.0191837240655926,-0.272013293497467,0.785653427852164,0.969088982878216,0.00926080243750982,1.06884498828688,0.285330767312436,0.998656629238247,0.0271202881219565
erp44,-0.00853815710559168,-0.232824743777052,0.815932821879328,0.972088761475552,0.00319213691500366,0.708525358427442,0.478741498437482,0.998656629238247,0.00742252746942663
ervv_1,0.114535641989083,1.24793299539927,0.2122721900975,0.817360245203467,-0.0109295088714868,-0.969304337295018,0.332567140563954,0.998656629238247,0.0598880976316494
esam,0.0668259804051779,1.35926203614971,0.174290778217762,0.784805727711553,-0.00215572622181813,-0.356911341523,0.721214006767112,0.998656629238247,0.0560473492960873
esm1,0.0780471560045859,1.07145280361118,0.28415755512356,0.856296731847497,-0.00895628009700966,-1.00081205169738,0.317097188135583,0.998656629238247,0.0332657555195376
espl1,0.01131722673726,0.105357875659896,0.916107505495133,0.978666232232106,-0.000971116632717709,-0.0735880469673294,0.941349093405326,0.998656629238247,0.0064616435736715
esr1,-0.0579674509992515,-0.53937968503026,0.589713917280862,0.933981073560712,0.00991777166545976,0.751161608291154,0.452686433150832,0.998656629238247,-0.00837859267195269
esyt2,-0.00565821709874852,-0.0705275072844438,0.943784262258022,0.98365771121844,-0.00254170166782612,-0.2578768743067,0.796541271305185,0.998656629238247,-0.0183667254378791
evi2b,0.0373823882171028,0.555675914526372,0.578524577612062,0.931591441262835,-0.00453858489834262,-0.549141024071455,0.582999568166769,0.998656629238247,0.0146894637253897
evi5,-0.0165152271734024,-0.205167903349618,0.837471902425662,0.97281752113372,0.00684578331141733,0.692240353825735,0.488905549717692,0.998656629238247,0.0177136893836842
evpl,-0.0926056502824608,-1.55795863792618,0.119477640689907,0.771173862634854,0.0114788511180796,1.57190305047219,0.116207565601967,0.998656629238247,-0.035211394692063
exosc10,0.134778685249516,1.11697225794345,0.264205111105799,0.850207385365935,-0.0184411587966601,-1.24399396854152,0.213717922529684,0.998656629238247,0.0425728912662157
extl1,-0.149914461597748,-1.76220044927288,0.0782619133724931,0.688509265932343,0.00355645922162766,0.340281632487573,0.733697433563624,0.998656629238247,-0.13213216548961
ezr,0.0391955905493541,0.885853950011958,0.375854134324644,0.880278102554032,-0.0101906500520614,-1.87471691485719,0.0610476355704496,0.998656629238247,-0.0117576597109531
f10,-0.0645095087612182,-1.17218973345614,0.241327882358686,0.840417331613934,0.00660140585464152,0.976381424687981,0.329050559513861,0.998656629238247,-0.0315024794880106
f11,-0.0352295059449608,-0.565840846573305,0.571596094480504,0.928476006380844,-0.000836143190259761,-0.109314379813802,0.912969401691965,0.998656629238247,-0.0394102218962596
f11r,-0.0876145019588893,-1.34160999232597,0.179948306912387,0.794668645954252,0.0159257806654403,1.98499727005161,0.047347060876805,0.998656629238247,-0.00798559863168798
f12,-0.00266617609516794,-0.0349607452562739,0.972116215326595,0.995040916261799,0.000289385927160738,0.0308871726135851,0.975364089325111,0.998656629238247,-0.00121924645936425
f13b,-0.0402395469224873,-0.873438675998835,0.382579489284047,0.880278102554032,0.0142055227372745,2.50983662247693,0.0121950570961415,0.946270457790156,0.030788066763885
f2,-0.0445082845955415,-1.69474580398396,0.0903544795444592,0.732061917041902,0.00179818704443561,0.557323648122215,0.577398792160865,0.998656629238247,-0.0355173493733635
f2r,-0.043509640774725,-0.694632390610047,0.48740533833774,0.896296234934403,0.0112303193806615,1.45938721139807,0.144691405410583,0.998656629238247,0.0126419561285826
f3,0.00248432211719642,0.0427128505467858,0.965936757431295,0.993583710559187,-0.00108444360653613,-0.151763215255438,0.879396391401485,0.998656629238247,-0.00293789591548421
f7,-0.0777314830569272,-1.28999885121036,0.197272175472893,0.803159864058168,0.0103148570745673,1.39336366239366,0.163739405621309,0.998656629238247,-0.0261571976840906
f9,-0.0355736102359825,-0.922958179201535,0.356194066563372,0.874267224085983,0.00133018711083664,0.28091550577243,0.778818290714967,0.998656629238247,-0.0289226746817992
fabp1,-0.366280220784646,-2.01782318355494,0.043807367937721,0.603338353138745,0.0476085751783614,2.13483208017619,0.0329545289755978,0.973010166078565,-0.128237344892839
fabp2,-0.210135822404933,-1.29052544461965,0.197089454480802,0.803159864058168,0.0294878039553538,1.4740689701671,0.140696364296869,0.998656629238247,-0.0626968026281639
fabp3,-0.0925240038796072,-1.09798270272424,0.272408003685296,0.850207385365935,0.0141439067092707,1.36621597563347,0.172098907806454,0.998656629238247,-0.0218044703332537
fabp4,0.0356595802263994,0.319785796369082,0.749180239976007,0.966483136342231,-0.0071676318486152,-0.523199752875668,0.600921190374332,0.998656629238247,-0.000178579016676603
fabp5,-0.0241608920673964,-0.290386427088022,0.771565264380846,0.966748209297077,0.00114882582227444,0.112389679461715,0.910531161269495,0.998656629238247,-0.0184167629560242
