protein,logFC,AveExpr,t,P.Value,fdr,B,sig_tier,bonferroni_sig,bonferroni_threshold
cd1c,-0.00478176039480205,0.0104976536349851,-0.376464693083551,0.706586851422102,0.907359839075946,-6.40452937494586,NS,FALSE,1.71762281003092e-05
pms1,0.0081218903914817,0.00642016444051233,0.376210219766538,0.70677599924274,0.907359839075946,-6.40462292224776,NS,FALSE,1.71762281003092e-05
cenpf,-0.00917821500278709,0.0154972999984526,-0.376206672955545,0.70677863568475,0.907359839075946,-6.40462422564931,NS,FALSE,1.71762281003092e-05
celsr2,-0.00464856484152598,-0.0186423905325918,-0.375994323240329,0.706936487469682,0.907359839075946,-6.40470223868627,NS,FALSE,1.71762281003092e-05
lamp2,-0.00364201130281694,0.00576991401186901,-0.375148533472994,0.707565336797867,0.907362807641036,-6.40501252784052,NS,FALSE,1.71762281003092e-05
il1b,0.00923133577127891,0.0426088089641922,0.374098781504235,0.708346110696829,0.907362807641036,-6.40539667142268,NS,FALSE,1.71762281003092e-05
tmod4,0.00676536839645174,-0.0103619113157346,0.373951764030997,0.708455482369407,0.907362807641036,-6.40545038469715,NS,FALSE,1.71762281003092e-05
lyar,-0.00904188636415806,0.0348875003536344,-0.373542813797941,0.708759747022548,0.907362807641036,-6.40559968484945,NS,FALSE,1.71762281003092e-05
evpl,-0.00531020795308962,0.0177998384134447,-0.372861780340032,0.709266548529793,0.907362807641036,-6.40584795501418,NS,FALSE,1.71762281003092e-05
nap1l4,-0.00570051793569618,-0.0507488416080889,-0.372498202879871,0.70953716300032,0.907362807641036,-6.40598031138094,NS,FALSE,1.71762281003092e-05
dtd1,0.00650184555729275,-0.00633945546697146,0.371928729896925,0.709961101306323,0.907362807641036,-6.40618736224397,NS,FALSE,1.71762281003092e-05
igfbp7,0.00545445018945651,-0.0287132045083981,0.371742386048788,0.71009984257692,0.907362807641036,-6.40625504497025,NS,FALSE,1.71762281003092e-05
arg1,-0.00967408462559538,-0.00527413647859112,-0.371681138616876,0.710145446109225,0.907362807641036,-6.40627728349978,NS,FALSE,1.71762281003092e-05
tlr3,-0.0119929527060224,-0.107492308631455,-0.371593530732687,0.71021067887721,0.907362807641036,-6.40630908696199,NS,FALSE,1.71762281003092e-05
trdmt1,0.01137124866078,0.050381932966297,0.37138290969602,0.710367515841264,0.907362807641036,-6.4063855160496,NS,FALSE,1.71762281003092e-05
calcoco2,-0.00644806162204552,0.00799467527311695,-0.370276203908182,0.711191815334398,0.907681732830681,-6.40678639979801,NS,FALSE,1.71762281003092e-05
cacna1c,0.00515144335241613,0.0152109549825367,0.370081572759911,0.711336815978064,0.907681732830681,-6.40685677764228,NS,FALSE,1.71762281003092e-05
psca,0.0436264813243839,-1.27445834425243,0.369791912476797,0.711552632882039,0.907681732830681,-6.40696144913077,NS,FALSE,1.71762281003092e-05
gorasp2,0.00483336127063647,0.00492601792810845,0.369018341015878,0.712129110302279,0.908019202842722,-6.40724058482474,NS,FALSE,1.71762281003092e-05
camsap1,0.0113636914527285,0.00631960624656857,0.368060975511513,0.712842781779998,0.908420817715824,-6.40758523148629,NS,FALSE,1.71762281003092e-05
morc3,-0.00434641188004849,0.00702777731489749,-0.367477771065116,0.713277656918574,0.908420817715824,-6.40779474329536,NS,FALSE,1.71762281003092e-05
il17f,-0.0152061149429265,0.183282118795579,-0.367338033630881,0.713381868080688,0.908420817715824,-6.4078448935801,NS,FALSE,1.71762281003092e-05
pyy,0.0158443995818151,0.0423101072167587,0.366921758439266,0.713692342877393,0.908420817715824,-6.40799417729708,NS,FALSE,1.71762281003092e-05
nek7,-0.010783300311034,0.0807635436682471,-0.366043753329087,0.714347349911836,0.90885713968241,-6.40830849062038,NS,FALSE,1.71762281003092e-05
ptpn1,-0.00806161736444019,0.0190631311883939,-0.365248184879644,0.714941039631315,0.909215101077657,-6.40859264254045,NS,FALSE,1.71762281003092e-05
tslp,0.0122897923850567,0.101855223472387,0.364121324304858,0.71578224999667,0.909887392899697,-6.40899406355762,NS,FALSE,1.71762281003092e-05
dgcr6,0.00681280415168863,0.0286593921497924,0.363596569440771,0.716174101561043,0.909988131664861,-6.40918057346034,NS,FALSE,1.71762281003092e-05
insl3,-0.0139720416417603,0.323791116408974,-0.363119095880318,0.716530711617825,0.910044023350562,-6.40935004479576,NS,FALSE,1.71762281003092e-05
cpa4,0.00694573696649753,-0.0192927608014636,0.362200134829905,0.717217228857444,0.910518688706506,-6.40967558808026,NS,FALSE,1.71762281003092e-05
impg1,-0.0051546552936711,0.0267960952787708,-0.361376719045371,0.71783256242169,0.910902610814969,-6.40996658363384,NS,FALSE,1.71762281003092e-05
txndc5,-0.00617806727616191,0.00527458225480931,-0.360068840697693,0.71881030824503,0.911501387641267,-6.41042742714724,NS,FALSE,1.71762281003092e-05
tff2,0.0109810849074303,0.042732900448787,0.359907879232088,0.718930671942408,0.911501387641267,-6.41048402800025,NS,FALSE,1.71762281003092e-05
igf2bp3,0.00705203675147434,0.0571496220223967,0.359060951527493,0.719564102012589,0.911907314305027,-6.41078142668577,NS,FALSE,1.71762281003092e-05
fcrl5,0.0111161874205747,-0.0511533178059639,0.358441761404985,0.720027325648253,0.912097278051377,-6.41099841195609,NS,FALSE,1.71762281003092e-05
bnip2,0.004493834166348,-0.0041685622803584,0.357599432886903,0.720657646898158,0.912118499463826,-6.41129299126813,NS,FALSE,1.71762281003092e-05
plg,0.00352476019758256,-0.00498940101830888,0.357581927335481,0.72067074845991,0.912118499463826,-6.41129910596186,NS,FALSE,1.71762281003092e-05
krt8,0.0103579096347907,0.0438344503277164,0.356876658108458,0.721198656533468,0.912389956179455,-6.41154520775246,NS,FALSE,1.71762281003092e-05
cdc25a,-0.00655481402415982,0.0189416054108526,-0.354196757279113,0.723205825810833,0.913006303222966,-6.41247592132588,NS,FALSE,1.71762281003092e-05
dctn1,0.00702285067417368,-0.0369790173662156,0.354017853242759,0.72333988785398,0.913006303222966,-6.41253780384594,NS,FALSE,1.71762281003092e-05
rab3gap1,-0.00931650770769785,0.0752373117832524,-0.353870016216037,0.723450676189395,0.913006303222966,-6.41258891676281,NS,FALSE,1.71762281003092e-05
nt5c3a,-0.00758409399265669,-0.108606391750893,-0.353862375042989,0.723456402604197,0.913006303222966,-6.41259155802865,NS,FALSE,1.71762281003092e-05
ccl18,0.0131817287966843,-0.0475647757232519,0.353520718261876,0.723712461371172,0.913006303222966,-6.41270959762529,NS,FALSE,1.71762281003092e-05
ace,0.00415979054558137,-0.0230506343815844,0.353318038348055,0.723864376880782,0.913006303222966,-6.41277956797996,NS,FALSE,1.71762281003092e-05
tacc3,0.00892382647586221,-0.112124006735459,0.353295422777177,0.723881328697563,0.913006303222966,-6.41278737297232,NS,FALSE,1.71762281003092e-05
serpini2,-0.0091295946884638,0.0917533625848964,-0.352582537959623,0.724415750859657,0.913100893309825,-6.41303314475983,NS,FALSE,1.71762281003092e-05
dxo,-0.00460527799630456,-0.000176354815385449,-0.352358581551678,0.724583670060356,0.913100893309825,-6.41311025275434,NS,FALSE,1.71762281003092e-05
cdk1,0.00562767636032166,-0.0261038277695692,0.35069275108509,0.725833100532404,0.914279600021561,-6.41368225925174,NS,FALSE,1.71762281003092e-05
wasf3,0.0139139956658343,-0.017328658197335,0.349977134892615,0.726370061840879,0.91448783560286,-6.41392715249793,NS,FALSE,1.71762281003092e-05
carhsp1,0.00905419727458506,0.012887068362488,0.349635154455264,0.726626713757958,0.91448783560286,-6.41404400605046,NS,FALSE,1.71762281003092e-05
hsd17b3,0.00699001519802224,0.024969713113136,0.348394659180686,0.727557946911449,0.915080872782094,-6.41446692034329,NS,FALSE,1.71762281003092e-05
cd22,-0.00726782300199202,0.0254416423650597,-0.348170013661953,0.727726630192562,0.915080872782094,-6.41454334658921,NS,FALSE,1.71762281003092e-05
nfx1,0.0078418972228266,0.0214145003347148,0.346959764102616,0.7286356170765,0.915709521688151,-6.41495423528085,NS,FALSE,1.71762281003092e-05
inpp5j,-0.00697177191223222,0.0035371304566475,-0.346475363738794,0.728999544622855,0.915709521688151,-6.41511829188234,NS,FALSE,1.71762281003092e-05
clc,-0.0114513994600121,-0.00336172298501027,-0.3456262968158,0.729637591663976,0.915709521688151,-6.41540530071798,NS,FALSE,1.71762281003092e-05
mprip,0.00656357332207667,-0.0300798159301703,0.3450409199265,0.730077593057008,0.915709521688151,-6.41560276470869,NS,FALSE,1.71762281003092e-05
snx15,-0.00646048618162043,-0.0267566337916801,-0.344876898733915,0.730200896335573,0.915709521688151,-6.41565803361194,NS,FALSE,1.71762281003092e-05
crygd,0.0125294199074195,-0.0106039744517784,0.344109663544986,0.730777759603308,0.915709521688151,-6.41591621373851,NS,FALSE,1.71762281003092e-05
epgn,0.00805166950964648,0.107038356307847,0.343981035275623,0.730874486619621,0.915709521688151,-6.4159594417922,NS,FALSE,1.71762281003092e-05
gdf2,-0.00636348844372679,0.0452147991388529,-0.343349859020159,0.731349186097149,0.915709521688151,-6.41617132674258,NS,FALSE,1.71762281003092e-05
ccl15,0.00777141982478855,0.0581800493552779,0.34240481177326,0.732060136208991,0.915709521688151,-6.41648785022527,NS,FALSE,1.71762281003092e-05
ogfr,-0.00405884133352321,-0.0383899395344781,-0.342382976318242,0.732076565537626,0.915709521688151,-6.41649515323592,NS,FALSE,1.71762281003092e-05
adgrv1,-0.0108057225238782,0.0826133932126717,-0.342355824576147,0.732096995092912,0.915709521688151,-6.41650423366379,NS,FALSE,1.71762281003092e-05
clec1b,0.00888757256478379,-0.0126547771332532,0.342178161114828,0.732230677592952,0.915709521688151,-6.41656363234548,NS,FALSE,1.71762281003092e-05
ccn4,-0.0066758389475331,0.0267846897044695,-0.342064823646995,0.732315962380631,0.915709521688151,-6.41660150864533,NS,FALSE,1.71762281003092e-05
clic5,-0.00480488078594718,0.0302320615924596,-0.341400402286656,0.732815996228903,0.9159413331998,-6.4168232995415,NS,FALSE,1.71762281003092e-05
dnph1,-0.00791748990054286,-0.0230234809645943,-0.339766939382329,0.734045798576899,0.91708274308458,-6.41736673361852,NS,FALSE,1.71762281003092e-05
lama1,0.00806403357260774,0.120335805292607,0.339350703876115,0.734359283452476,0.91708274308458,-6.41750479365109,NS,FALSE,1.71762281003092e-05
icam2,-0.00554778345642801,-0.0343249731698734,-0.33812465987765,0.735282927146332,0.917708806579035,-6.41791047350758,NS,FALSE,1.71762281003092e-05
ccl14,0.00643671979695141,-0.00820053157566133,0.337848377169431,0.735491118429711,0.917708806579035,-6.41800168866304,NS,FALSE,1.71762281003092e-05
ndufb7,0.00668680745814467,0.00681988786141832,0.336802673000939,0.736279278823044,0.918183274615173,-6.41834625433169,NS,FALSE,1.71762281003092e-05
il31,0.00836950825362234,0.110690726906563,0.33615994844093,0.736763846249592,0.918183274615173,-6.41855750585544,NS,FALSE,1.71762281003092e-05
dclre1c,-0.00482079408731304,0.00774619868322609,-0.336088614966911,0.736817632944364,0.918183274615173,-6.41858092695532,NS,FALSE,1.71762281003092e-05
cdh22,-0.00441345602121311,0.0139219620056564,-0.334664809031309,0.737891477140185,0.919127980297423,-6.41904736908898,NS,FALSE,1.71762281003092e-05
acsl1,-0.00562337567642441,0.045393500545117,-0.33413362468389,0.738292231230122,0.919233825967017,-6.419220879144,NS,FALSE,1.71762281003092e-05
tarbp2,-0.00610255856832042,-0.0173553251409037,-0.332232674250646,0.739726992845401,0.920626454114135,-6.4198395619106,NS,FALSE,1.71762281003092e-05
rasa1,0.00576152018683372,-0.00926164847755293,0.330465599444133,0.741061523626314,0.921893203109487,-6.42041150797993,NS,FALSE,1.71762281003092e-05
copb2,0.0055776130088544,-0.0185560153971189,0.329841065470225,0.741533371031969,0.922086135443854,-6.42061292034186,NS,FALSE,1.71762281003092e-05
kiaa0319,-0.00444677971788376,0.0134239502918498,-0.328239755211867,0.742743635511444,0.923196722021269,-6.42112760255079,NS,FALSE,1.71762281003092e-05
il1r2,-0.00326404157097749,-0.0254390659282625,-0.326547651542722,0.744023212821282,0.924392476535533,-6.42166874526297,NS,FALSE,1.71762281003092e-05
cdkl5,0.00747664816262832,0.0641076167995255,0.325320636925782,0.744951530074869,0.925081840572994,-6.4220594009948,NS,FALSE,1.71762281003092e-05
fyb1,-0.00698636224264462,-0.0646723509538943,-0.324774473477258,0.745364857941347,0.925081840572994,-6.42223281500931,NS,FALSE,1.71762281003092e-05
il4,-0.0155183323594271,-0.158878589544313,-0.324344153145896,0.745690569225834,0.925081840572994,-6.42236924210212,NS,FALSE,1.71762281003092e-05
ubxn1,-0.00552933597509668,-0.00951812477565571,-0.324134569905688,0.745849220139065,0.925081840572994,-6.4224356220618,NS,FALSE,1.71762281003092e-05
fli1,-0.0079211859145107,-0.0142382407254021,-0.323060610815638,0.74666235773914,0.925695963960237,-6.42277509702798,NS,FALSE,1.71762281003092e-05
tppp2,-0.011401663817516,0.0767151490545666,-0.320712463413991,0.748441216477879,0.92704021627268,-6.42351341425029,NS,FALSE,1.71762281003092e-05
eif4e,0.00617861766762545,-0.0106462663310516,0.320599654135628,0.748526709905665,0.92704021627268,-6.42354874876766,NS,FALSE,1.71762281003092e-05
calcoco1,0.0103400468370083,-0.0478401916612275,0.320368358186859,0.748702009088654,0.92704021627268,-6.42362115722523,NS,FALSE,1.71762281003092e-05
scg3,0.00557377362975123,0.0241930316688802,0.319628140664406,0.749263107177797,0.927340520831024,-6.42385253513796,NS,FALSE,1.71762281003092e-05
fos,0.00492205379359418,-0.0260762473215528,0.319188554520118,0.749596384181624,0.927358722631835,-6.42398968811004,NS,FALSE,1.71762281003092e-05
pebp1,-0.00635905280429233,-0.0327217906494859,-0.31839506479395,0.750198095403177,0.927438667584735,-6.42423678282898,NS,FALSE,1.71762281003092e-05
efna4,0.00390624991130383,-0.0094008393625206,0.318263073252325,0.750298200674013,0.927438667584735,-6.42427782567128,NS,FALSE,1.71762281003092e-05
selp,0.00602312596253323,-0.0299694585912503,0.317253257724755,0.751064205915217,0.927549885375706,-6.42459126524007,NS,FALSE,1.71762281003092e-05
ltb,-0.00486997866483524,0.0252076609581597,-0.317248256451981,0.751068000290078,0.927549885375706,-6.42459281512067,NS,FALSE,1.71762281003092e-05
ghrhr,-0.00943368425444696,0.085382763138214,-0.316884378009592,0.751344084409452,0.927549885375706,-6.42470551450133,NS,FALSE,1.71762281003092e-05
hebp1,-0.00901109671042205,0.0175103452583927,-0.314819364043151,0.752911466800735,0.928400192960207,-6.42534263504256,NS,FALSE,1.71762281003092e-05
egf,0.0098997711333882,-0.0860710729735827,0.314578502265319,0.753094351687025,0.928400192960207,-6.42541667708322,NS,FALSE,1.71762281003092e-05
adamts13,0.00386886102606857,0.00492291535831645,0.314259468231823,0.753336613628652,0.928400192960207,-6.42551466240322,NS,FALSE,1.71762281003092e-05
rras,0.00866831730132436,0.0969373824309275,0.31422446416677,0.753363195823208,0.928400192960207,-6.42552540719309,NS,FALSE,1.71762281003092e-05
gngt1,-0.00753606883641457,0.0522877149925367,-0.313876441523635,0.753627501190302,0.928400192960207,-6.42563217054018,NS,FALSE,1.71762281003092e-05
polr2a,0.00442528698701107,0.00879944927554428,0.312137852995043,0.754948302006763,0.929151346133551,-6.42616374777958,NS,FALSE,1.71762281003092e-05
mindy1,-0.00702003919993294,-0.0779887701093793,-0.311991605546334,0.755059438529816,0.929151346133551,-6.42620832863011,NS,FALSE,1.71762281003092e-05
cgb3_cgb5_cgb8,0.00666422277685852,0.0102620165726088,0.311813478859016,0.75519480760975,0.929151346133551,-6.42626259906252,NS,FALSE,1.71762281003092e-05
ubqln3,0.00648137451768385,0.0615606404164759,0.311133991398125,0.755711259630388,0.92933177472815,-6.42646933609223,NS,FALSE,1.71762281003092e-05
eif2s2,-0.00503762252075868,0.0347749440245356,-0.310741727509088,0.756009453909932,0.92933177472815,-6.42658847877072,NS,FALSE,1.71762281003092e-05
pcna,0.00843255269459647,0.11990958961586,0.310360621300362,0.756299201075571,0.92933177472815,-6.42670408856908,NS,FALSE,1.71762281003092e-05
nadk,-0.00784319892127919,-0.0085988812114074,-0.308895069859682,0.757413748551564,0.929663086465476,-6.42714734655805,NS,FALSE,1.71762281003092e-05
gadd45gip1,0.00434425358811098,0.0290290285733096,0.307460783106205,0.758505008063949,0.929663086465476,-6.4275791171771,NS,FALSE,1.71762281003092e-05
fgf7,0.0113290564073026,0.188168074953478,0.307346364465685,0.75859208284658,0.929663086465476,-6.42761347465759,NS,FALSE,1.71762281003092e-05
serpinb1,-0.00616348171664252,-0.0169886479488305,-0.307080951286975,0.758794079162685,0.929663086465476,-6.42769312334505,NS,FALSE,1.71762281003092e-05
ikzf2,-0.0146846357882221,0.235973270512755,-0.306950009483929,0.758893740272838,0.929663086465476,-6.42773239274149,NS,FALSE,1.71762281003092e-05
akt1s1,0.00628731566917329,-0.0544322680854944,0.306935038089952,0.758905135405128,0.929663086465476,-6.4277368815894,NS,FALSE,1.71762281003092e-05
pm20d1,-0.0301569637185926,-0.625819271669021,-0.306412199447249,0.759303114850909,0.929663086465476,-6.42789350610736,NS,FALSE,1.71762281003092e-05
ca13,0.00705566236952898,-0.137580066677163,0.30597534909305,0.759635689795891,0.929663086465476,-6.42802416672969,NS,FALSE,1.71762281003092e-05
gbp2,-0.00873960086764918,-0.0408935138433637,-0.30465479193102,0.760641302419362,0.929663086465476,-6.42841800794929,NS,FALSE,1.71762281003092e-05
ephb6,0.00447249419319798,0.00934417359669791,0.30453031688727,0.760736111849018,0.929663086465476,-6.42845504337421,NS,FALSE,1.71762281003092e-05
casp4,-0.023306719294595,0.416787611854818,-0.304197323905567,0.760989761679613,0.929663086465476,-6.42855404535314,NS,FALSE,1.71762281003092e-05
plxdc2,0.00375557284282174,-0.00278236114479114,0.303382346469822,0.761610660571824,0.929663086465476,-6.42879588896699,NS,FALSE,1.71762281003092e-05
bag4,-0.00422671642594227,0.0190122114179327,-0.303023439473591,0.761884146263617,0.929663086465476,-6.4289021884357,NS,FALSE,1.71762281003092e-05
hsp90b1,-0.01027597990976,0.148776490734191,-0.302459706195867,0.762313768810864,0.929663086465476,-6.42906889841293,NS,FALSE,1.71762281003092e-05
s100a11,-0.00613547377136103,0.0215403641430165,-0.302288861591104,0.762443984386885,0.929663086465476,-6.42911936012594,NS,FALSE,1.71762281003092e-05
yars1,0.00847742248929423,-0.203081776269164,0.302168127172746,0.762536010675237,0.929663086465476,-6.42915500379448,NS,FALSE,1.71762281003092e-05
rcor1,0.0063305244800223,0.0477138892539534,0.30152468061294,0.763026515651215,0.929663086465476,-6.42934472435098,NS,FALSE,1.71762281003092e-05
arg2,-0.00556958225419163,0.0444643497515592,-0.30143017944762,0.763098562742602,0.929663086465476,-6.42937255400981,NS,FALSE,1.71762281003092e-05
tnni3,-0.0130558799830079,-0.125484847506092,-0.301369426709184,0.763144881330584,0.929663086465476,-6.42939044048446,NS,FALSE,1.71762281003092e-05
trim24,0.00731106783567887,0.00999570768370892,0.301312690236051,0.763188138637561,0.929663086465476,-6.4294071412576,NS,FALSE,1.71762281003092e-05
pnliprp1,0.0106824994141401,-0.00531974656885715,0.300818474615327,0.763564972263053,0.929663086465476,-6.42955248405708,NS,FALSE,1.71762281003092e-05
prtfdc1,0.0069989230183527,-0.171867981678734,0.300640971472589,0.763700330013487,0.929663086465476,-6.42960462733802,NS,FALSE,1.71762281003092e-05
creld1,0.00499736034101687,-0.0360664449890797,0.300264843619054,0.763987175960772,0.929663086465476,-6.42971501686767,NS,FALSE,1.71762281003092e-05
optc,-0.0074588902469851,0.0493634585624605,-0.299307005776332,0.764717796961443,0.929663086465476,-6.42999550806546,NS,FALSE,1.71762281003092e-05
necap2,-0.00730683779617325,0.0766827058808789,-0.29926305341687,0.764751328041308,0.929663086465476,-6.43000835747595,NS,FALSE,1.71762281003092e-05
pkn3,-0.00941561209647479,0.026978712858558,-0.298733150567135,0.765155623515296,0.929663086465476,-6.43016312532071,NS,FALSE,1.71762281003092e-05
pten,-0.00425525098200249,-0.0052079025355103,-0.298685997490131,0.765191602600921,0.929663086465476,-6.43017688395242,NS,FALSE,1.71762281003092e-05
entpd2,-0.00638440719451992,-0.0385207010295886,-0.298190348826158,0.76556982671832,0.929734570536934,-6.43032137614786,NS,FALSE,1.71762281003092e-05
tnfrsf19,-0.00425182691501369,-0.0388381637527396,-0.296422688193934,0.766919164068555,0.930984856798818,-6.43083473310832,NS,FALSE,1.71762281003092e-05
prdx6,-0.00905423251423937,0.0381696424963098,-0.295311101260654,0.767768052433436,0.931626844782715,-6.43115599263429,NS,FALSE,1.71762281003092e-05
tcp11,-0.00813728227664551,0.107720750704512,-0.293772147865822,0.768943768719856,0.93214555224274,-6.43159877306721,NS,FALSE,1.71762281003092e-05
prl,-0.0120658682151775,0.16088083418312,-0.291826532433773,0.770430923920573,0.93214555224274,-6.43215524524789,NS,FALSE,1.71762281003092e-05
vit,0.00512902145135721,-0.0787616055729393,0.291172106414927,0.770931332652619,0.93214555224274,-6.43234158886914,NS,FALSE,1.71762281003092e-05
mtdh,-0.0065059063516883,-0.0238795992841326,-0.291148676195213,0.77094925040703,0.93214555224274,-6.4323482527169,NS,FALSE,1.71762281003092e-05
sugp1,-0.00355302313845782,0.0276885978400312,-0.290604311074117,0.771365576271127,0.93214555224274,-6.43250292602614,NS,FALSE,1.71762281003092e-05
acrv1,0.00953090628709036,0.166502629718965,0.29032691198235,0.771577754107816,0.93214555224274,-6.43258163354749,NS,FALSE,1.71762281003092e-05
insl4,-0.00620686872746083,0.0399381098606404,-0.289697015332166,0.772059614764092,0.93214555224274,-6.43276007744992,NS,FALSE,1.71762281003092e-05
atp6v1g1,-0.00546083799260535,-0.00559370464905094,-0.289642546705974,0.772101286508189,0.93214555224274,-6.43277548970315,NS,FALSE,1.71762281003092e-05
axin1,0.00606410060703133,-0.0858812049488169,0.289592584781054,0.772139510935517,0.93214555224274,-6.43278962420731,NS,FALSE,1.71762281003092e-05
cd300a,0.00366459500922203,-0.01796232657273,0.289068264540371,0.772540686570742,0.93214555224274,-6.43293781023756,NS,FALSE,1.71762281003092e-05
ufd1,0.00696100037376096,-0.118773038835668,0.288669280534684,0.772846003851908,0.93214555224274,-6.43305039319174,NS,FALSE,1.71762281003092e-05
creld2,0.00575276125325862,-0.0382526066758153,0.288455864248898,0.773009332309156,0.93214555224274,-6.43311054990874,NS,FALSE,1.71762281003092e-05
slc9a3r1,0.00457702364905258,-0.020243916726508,0.287878610152363,0.773451157872656,0.93214555224274,-6.43327304050016,NS,FALSE,1.71762281003092e-05
lta,-0.00612450046558383,0.00991561513918043,-0.287690287197204,0.773595314616562,0.93214555224274,-6.43332598089731,NS,FALSE,1.71762281003092e-05
myom2,-0.00625726029654086,0.0188057699096503,-0.287620488988494,0.773648745469988,0.93214555224274,-6.43334559341767,NS,FALSE,1.71762281003092e-05
fgf3,-0.00389303011681581,0.0232289017414151,-0.287101533401399,0.774046042011772,0.93214555224274,-6.43349126494306,NS,FALSE,1.71762281003092e-05
ephx2,-0.00884179637427124,0.0797844093634022,-0.285895603282022,0.774969493754434,0.93214555224274,-6.43382875522581,NS,FALSE,1.71762281003092e-05
cit,0.00560238547358705,0.0181905049472172,0.285775290929257,0.775061641504216,0.93214555224274,-6.43386234777903,NS,FALSE,1.71762281003092e-05
zpr1,0.012745446687808,0.242102514055856,0.285081401374057,0.775593156309597,0.93214555224274,-6.43405581356829,NS,FALSE,1.71762281003092e-05
amigo1,0.0068361904365192,0.0619978463991703,0.284213817438408,0.776257867787916,0.93214555224274,-6.43429704606234,NS,FALSE,1.71762281003092e-05
iqgap2,-0.00653173052048642,-0.0306458164409911,-0.28408121789372,0.776359475225661,0.93214555224274,-6.43433385071227,NS,FALSE,1.71762281003092e-05
prss53,0.00506928688287123,0.00365835745024779,0.283917459269222,0.776484964304963,0.93214555224274,-6.43437928024915,NS,FALSE,1.71762281003092e-05
cep85,0.00644307890193348,0.0143946131349945,0.283827764421799,0.776553700403287,0.93214555224274,-6.43440415208162,NS,FALSE,1.71762281003092e-05
pon1,-0.00355666070461215,-0.0147221065908749,-0.283756236394655,0.776608515926823,0.93214555224274,-6.43442398073438,NS,FALSE,1.71762281003092e-05
crebzf,-0.00322325449128737,-0.00213560496143984,-0.283104193064758,0.777108260789857,0.93214555224274,-6.43460450659633,NS,FALSE,1.71762281003092e-05
pbk,0.00369379309885089,-0.0194940679658489,0.283071298905072,0.777133474271651,0.93214555224274,-6.43461360272742,NS,FALSE,1.71762281003092e-05
agrp,-0.00773480138302413,-0.0960491143747636,-0.282628094014573,0.777473215166582,0.93214555224274,-6.43473605789423,NS,FALSE,1.71762281003092e-05
clstn3,0.00373233034498974,-0.000162227518057959,0.282196040370595,0.777804448992841,0.93214555224274,-6.43485524733829,NS,FALSE,1.71762281003092e-05
pla2g4a,0.00411266037099176,-0.0556481610348107,0.28198652294373,0.777965090027305,0.93214555224274,-6.43491298068156,NS,FALSE,1.71762281003092e-05
ccn1,0.0106308897826188,-0.153464223275005,0.280580488869007,0.779043368639378,0.93214555224274,-6.43529930944224,NS,FALSE,1.71762281003092e-05
amfr,-0.00898758698788649,0.0507985935739791,-0.28031411211901,0.779247699286223,0.93214555224274,-6.43537228283607,NS,FALSE,1.71762281003092e-05
vsig10l,0.00414952392129087,0.0102724504991969,0.279452683851833,0.779908582812013,0.93214555224274,-6.43560779495104,NS,FALSE,1.71762281003092e-05
ap3s2,0.00364464166695584,0.0459709666033966,0.279353946917404,0.779984343476296,0.93214555224274,-6.43563474305496,NS,FALSE,1.71762281003092e-05
nck2,-0.00538222221027598,-0.0690848717483933,-0.278945322252374,0.780297902630076,0.93214555224274,-6.43574616703599,NS,FALSE,1.71762281003092e-05
fmnl1,-0.00819172192587925,0.00987479863700572,-0.278891753303186,0.780339011548076,0.93214555224274,-6.435760762152,NS,FALSE,1.71762281003092e-05
stxbp3,-0.00505724847881155,0.0316285538022823,-0.278775038619354,0.780428580755305,0.93214555224274,-6.4357925519179,NS,FALSE,1.71762281003092e-05
tspan8,-0.0129425754804463,-0.093610842804549,-0.278702229564864,0.780484457371648,0.93214555224274,-6.43581237629794,NS,FALSE,1.71762281003092e-05
polr2f,0.00338922348026027,-0.0162410365936438,0.27833055066502,0.78076971647342,0.93214555224274,-6.43591349598732,NS,FALSE,1.71762281003092e-05
relb,-0.0062181507250236,0.0749199462936543,-0.277232579199843,0.781612568665587,0.93214555224274,-6.43621142415749,NS,FALSE,1.71762281003092e-05
btn1a1,0.00538623247799684,0.0372001159721994,0.277223034922746,0.781619896407705,0.93214555224274,-6.43621400877939,NS,FALSE,1.71762281003092e-05
prame,-0.0029716794227096,-0.0127646782724282,-0.277105054293878,0.781710479161879,0.93214555224274,-6.43624595097149,NS,FALSE,1.71762281003092e-05
crlf1,-0.00373362915265618,-0.00898100681228863,-0.277065987937412,0.781740474045108,0.93214555224274,-6.43625652483901,NS,FALSE,1.71762281003092e-05
eddm3b,0.00687247624036493,0.00569657769313073,0.276185013607053,0.782416966301209,0.93214555224274,-6.43649457726856,NS,FALSE,1.71762281003092e-05
psrc1,-0.00691232869736616,0.0728803547393531,-0.273944710972347,0.784138015116439,0.93214555224274,-6.43709652534378,NS,FALSE,1.71762281003092e-05
metap1,0.00426232236442234,0.00839338463905464,0.273255830887835,0.784667440461953,0.93214555224274,-6.43728063537185,NS,FALSE,1.71762281003092e-05
sbsn,0.00419071786035408,0.00625608247995172,0.272779997381903,0.785033191240471,0.93214555224274,-6.43740753591626,NS,FALSE,1.71762281003092e-05
golga3,0.00680143842962863,0.0306269844807542,0.272176623779352,0.785497044349887,0.93214555224274,-6.43756813223681,NS,FALSE,1.71762281003092e-05
pvalb,0.0127648016189905,-0.213792994870466,0.272145402977984,0.785521047915069,0.93214555224274,-6.43757643241357,NS,FALSE,1.71762281003092e-05
