protein,years_to_dx,pred_npx,pred_lci,pred_uci,hc_mean,hc_lci,hc_uci
GFAP,-7.75,-0.00673796198224889,-0.210374098649478,0.19689817468498,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-7.5,-0.00626007647766062,-0.199369535507854,0.186849382552533,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-7.25,-0.00576957856347608,-0.188772779505631,0.177233622378679,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-7,-0.00526016203489758,-0.178652870595349,0.168132546525554,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-6.75,-0.00472552068712699,-0.169083350107772,0.159632308733518,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-6.5,-0.00415934831536639,-0.160141097821037,0.151822401190304,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-6.25,-0.00355533871481765,-0.15190415415571,0.144793476726075,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-6,-0.00290718568068286,-0.144448236389355,0.138633865027989,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-5.75,-0.00220858300816399,-0.137841785799168,0.13342461978284,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-5.5,-0.00145322449246303,-0.132139682059676,0.12923323307475,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-5.25,-0.000634803928781827,-0.127376233239378,0.126106625381815,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-5,0.000252984887677629,-0.123558578663828,0.124064548439184,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-4.75,0.00121644816171303,-0.120661977985115,0.123094874308541,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-4.5,0.00226189209812274,-0.118628322876591,0.123152107072836,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-4.25,0.00339562290170455,-0.117368500599831,0.12415974640324,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-4,0.00462394677725671,-0.116768201183708,0.126016094738222,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-3.75,0.00595316992957703,-0.11669586869805,0.128602208557204,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-3.5,0.00738959856346363,-0.117011145376479,0.131790342503406,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-3.25,0.00893953888371442,-0.117572401887985,0.135451479655414,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-3,0.0106092970951274,-0.118242538537703,0.139461132727958,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-2.75,0.0124051794025008,-0.118892854874571,0.143703213679573,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-2.5,0.0143334920106325,-0.119405212434099,0.148072196455364,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-2.25,0.0164005411243205,-0.119672913107282,0.152473995355923,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-2,0.0186126329483628,-0.119600740631791,0.156826006528516,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-1.75,0.0209760736875573,-0.119104546615757,0.161056693990872,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-1.5,0.0234971695467023,-0.118110669105691,0.165105008199095,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-1.25,0.0261822267305957,-0.11655538692931,0.168919840390502,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-1,0.0290375514440354,-0.114384551283832,0.172459654171903,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-0.75,0.0320694498918196,-0.111553499720197,0.175692399503837,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-0.5,0.035284228278746,-0.10802734445351,0.178595801011002,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-0.25,0.038688192809613,-0.103781733755406,0.181158119374632,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,0,0.0422876496892184,-0.0988042099344346,0.183379509312871,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,0.25,0.0460853728873812,-0.0931115412492574,0.18528228702402,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,0.5,0.0500700074340048,-0.0867948976819623,0.186934912549972,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,0.75,0.0542266661240134,-0.0799695417478576,0.188422873995884,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,1,0.0585404617523313,-0.0727578141057108,0.189838737610373,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,1.25,0.0629965071138827,-0.0652877498339768,0.191280764061742,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,1.5,0.0675799150035918,-0.0576912050687024,0.192851035075886,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,1.75,0.0722757982163831,-0.0501012116965818,0.194652808129348,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,2,0.0770692695471807,-0.0426483238818761,0.196786862976237,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,2.25,0.0819454417909089,-0.0354558508296086,0.199346734411426,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,2.5,0.0868894277424921,-0.0286341137674235,0.202412969252408,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,2.75,0.0918863401968544,-0.0222742078966815,0.20604688829039,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,3,0.0969212919489201,-0.0164421055569266,0.210284689454767,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,3.25,0.101979395793614,-0.0111741491391387,0.215132940726366,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,3.5,0.107045764525859,-0.00647489341696962,0.220566422468688,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,3.75,0.112105510940581,-0.00231781965217916,0.226528841533341,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,4,0.117143747832703,0.00135120675596528,0.232936288909441,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,4.25,0.12214558799715,0.00460846337694668,0.239682712617353,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,4.5,0.127096144228846,0.00754592601517186,0.24664636244252,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,4.75,0.131980529322716,0.0102648548530483,0.253696203792383,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,5,0.136783856073683,0.0128701176628633,0.260697594484502,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,5.25,0.141491237276672,0.0154655758042309,0.267516898749112,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,5.5,0.146087785726607,0.0181505320859905,0.274025039367223,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,5.75,0.150558614218412,0.0210170252421774,0.280100203194647,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,6,0.154888835547012,0.0241476459962861,0.285630025097739,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,6.25,0.159063562507332,0.0276135049376612,0.290513620077002,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,6.5,0.163067907894294,0.0314719586028969,0.294663857185691,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,6.75,0.166886984502824,0.035763660502818,0.29801030850283,0.00678631753783877,-0.494802729276765,0.508375364352442
