protein,comparison,logFC,AveExpr,t,P.Value,adj.P.Val,B
acadm,combined_vs_hc,-0.0103217913797909,0.120645686802918,-0.28609711986301,0.774818925444836,0.995266695411486,-6.21806104199086
dgkz,combined_vs_hc,-0.00570525661641549,-0.0106566337446503,-0.285581444211311,0.775213875953021,0.995266695411486,-6.21820317230495
fmnl1,combined_vs_hc,-0.00960692576879393,0.0468142098408224,-0.285240118732028,0.775475325520736,0.995266695411486,-6.21829710727193
hgs,combined_vs_hc,0.00760692074136379,0.0140306432195356,0.284742575471372,0.775856480878682,0.995266695411486,-6.2184338331611
reep4,combined_vs_hc,-0.00678195496487016,0.0794291757447718,-0.28333471694283,0.776935298210103,0.995266695411486,-6.21881942225818
lamtor5,combined_vs_hc,0.00555129970391959,0.0248965238884524,0.283247591753145,0.777002074882964,0.995266695411486,-6.21884322160842
sdhb,combined_vs_hc,0.00870872849040949,0.0908852995149684,0.283217377700537,0.777025232679841,0.995266695411486,-6.21885147325072
rnase10,combined_vs_hc,-0.00669168967127445,0.0296361173166234,-0.282583189583949,0.777511356834581,0.995266695411486,-6.21902447076077
tjp3,combined_vs_hc,0.00603900601747328,0.0111284256827316,0.281997197979954,0.777960614389668,0.995266695411486,-6.2191839762361
lif,combined_vs_hc,-0.00827280668011238,0.0417477372439292,-0.281675203214469,0.778207507197029,0.995266695411486,-6.21927148146903
pdcd5,combined_vs_hc,0.00689402144289207,0.00973768922521749,0.281201525791503,0.778570744951195,0.995266695411486,-6.21940002624997
zfyve19,combined_vs_hc,-0.00725817093532261,-0.0234909311292049,-0.281189734306207,0.778579787825141,0.995266695411486,-6.21940322341925
syap1,combined_vs_hc,0.00466554260147482,0.0457687297787642,0.280897776184536,0.778803699670562,0.995266695411486,-6.21948234282013
col15a1,combined_vs_hc,-0.00372722035205389,0.0310280532750521,-0.279522847726038,0.779858422093739,0.995266695411486,-6.21985383763743
edil3,combined_vs_hc,-0.00603122439308673,0.0538400521428499,-0.279428097207173,0.779931121193916,0.995266695411486,-6.21987937134531
tubb3,combined_vs_hc,-0.00382507033977312,-0.0245941597597109,-0.27900506139313,0.780255726778919,0.995266695411486,-6.2199932669458
trim26,combined_vs_hc,-0.00783608722813668,0.0347765496824961,-0.27889135362559,0.780342984029159,0.995266695411486,-6.22002385151273
ache,combined_vs_hc,-0.00479079872958576,0.0330950099299847,-0.27819941941557,0.780874021249182,0.995266695411486,-6.22020969588932
cd28,combined_vs_hc,0.00568091453917842,0.028477252777439,0.278007851637516,0.781021061432997,0.995266695411486,-6.22026106686402
lilra2,combined_vs_hc,-0.00587941983853259,-0.0150352365790217,-0.277958272725753,0.781059117607381,0.995266695411486,-6.2202743562227
ppt1,combined_vs_hc,0.0114418758811389,0.216916360473281,0.277864135184854,0.781131377891335,0.995266695411486,-6.22029958275751
