protein,comparison,logFC,AveExpr,t,P.Value,adj.P.Val,B
daam1,combined_vs_hc,-0.0385545265559877,0.00240797765321573,-2.08916281393956,0.0367416673627878,0.247274145595706,-4.34290720758676
ptprk,combined_vs_hc,0.0194211556359093,0.0110958972739003,2.08872529988174,0.0367810735290075,0.247274145595706,-4.34379921594271
adamts4,combined_vs_hc,0.03521073118075,-0.00989808609937046,2.08408999348853,0.0372007842858543,0.248596030702402,-4.35323827317157
tshb,combined_vs_hc,-0.0868703514561048,-0.0375623593223341,-2.08408234115926,0.037201480535525,0.248596030702402,-4.35325383860245
zhx2,combined_vs_hc,-0.0251799579347127,0.0125218548102386,-2.0837262118113,0.037233895357694,0.248596030702402,-4.35397817020116
bdnf,combined_vs_hc,0.0686740647829539,-0.0669027748875665,2.07967995888469,0.0376038765880157,0.250491727111473,-4.36219916735731
palm2,combined_vs_hc,-0.0307735517368558,-0.0106261360111926,-2.07756147560637,0.0377988313397538,0.251215520616491,-4.36649704527506
hepacam2,combined_vs_hc,-0.0393749779159014,-0.00414729805958992,-2.07649042138234,0.0378977226706752,0.251299022082769,-4.36866828477415
aifm1,combined_vs_hc,-0.063902867211112,-0.0353486629316815,-2.07469904818212,0.0380636136248243,0.251825407413326,-4.37229725572735
lrtm1,combined_vs_hc,0.0370336246760528,0.0285533894809192,2.07323551264679,0.0381996031165637,0.252152028735413,-4.37525977107802
clgn,combined_vs_hc,0.0411562227732621,0.0263725663794686,2.06717040481827,0.0387675765323066,0.255322206528381,-4.38751462736734
fstl3,combined_vs_hc,0.0280003604692304,-0.0214256163556211,2.06177580283784,0.039278775106148,0.257144225555608,-4.39838457459997
ahsg,combined_vs_hc,-0.0267231480676882,-0.0103086885858467,-2.06103641344701,0.0393492846373075,0.257144225555608,-4.39987221051924
pgf,combined_vs_hc,0.0235564974082134,-0.0487481353002112,2.05901726357634,0.0395423822884475,0.257144225555608,-4.40393198400772
cd55,combined_vs_hc,-0.0239974679109367,-0.029223717103819,-2.05895853112869,0.0395480110775863,0.257144225555608,-4.40405001406776
cd14,combined_vs_hc,0.0415466092514077,0.00496413711729547,2.05873643755533,0.0395693021898362,0.257144225555608,-4.4044963079698
znf830,combined_vs_hc,0.0758768950742993,0.281172230743467,2.05822857928229,0.0396180248521468,0.257144225555608,-4.40551666139349
tigit,combined_vs_hc,-0.0323263400383686,0.0143400101337896,-2.05776467169524,0.0396625754979279,0.257144225555608,-4.40644849253103
yap1,combined_vs_hc,-0.0231570241302759,-0.0192510024107529,-2.05614546183805,0.0398184072356889,0.257489694640046,-4.40969928612521
tyrp1,combined_vs_hc,0.0573192715040239,-0.0357756639873499,2.05484288703923,0.0399441430990448,0.257489694640046,-4.41231253569417
gzmb,combined_vs_hc,-0.0617433983196304,-0.0425788918319882,-2.05401898976338,0.0400238466755454,0.257489694640046,-4.4139646000198
tnfsf13b,combined_vs_hc,0.0280963929835821,0.0326273063780827,2.05354586431147,0.0400696776612645,0.257489694640046,-4.41491300388038
dpp7,combined_vs_hc,0.053041389041799,-0.0455263057497218,2.05236818262299,0.0401839514135785,0.257655247940368,-4.41727277910996
cplx2,combined_vs_hc,-0.0292444287827135,0.0052476603396287,-2.05068235470733,0.0403480131077979,0.257681716307843,-4.42064839849586
fcrl2,combined_vs_hc,-0.0503874334250282,-0.000401324898612618,-2.05050691245945,0.0403651194216339,0.257681716307843,-4.42099953637944
fosb,combined_vs_hc,0.0408795523151091,0.0124516634386345,2.04738302252932,0.0406707425180152,0.258525957162612,-4.42724680647995
sod3,combined_vs_hc,-0.0576941906397532,0.0901957146978174,-2.04733977412465,0.0406749874202941,0.258525957162612,-4.42733322949784
bloc1s3,combined_vs_hc,-0.0172419155160859,0.0395325419922793,-2.04640758903736,0.040766574275054,0.258543568005843,-4.42919556612719
aprt,combined_vs_hc,-0.0384551536740843,-0.0789371323780465,-2.04105842829678,0.0412955141061113,0.261328786006282,-4.43986584817011
nrp2,combined_vs_hc,0.0291631522873072,0.0113995364503327,2.03966060592245,0.041434689042842,0.26164073710133,-4.44264957077974
ceacam5,combined_vs_hc,0.0721385939126416,0.0383036419512317,2.03511677712023,0.0418898458605178,0.263662483203701,-4.45168531978817
il1rl1,combined_vs_hc,0.0495125171489143,-0.0958499160544198,2.03465824336524,0.0419360115847866,0.263662483203701,-4.45259603144984
man1a2,combined_vs_hc,-0.023290700507791,-0.0154109559982877,-2.02843885899411,0.0425664526401093,0.267049447489996,-4.46492835597092
dmp1,combined_vs_hc,-0.0575607498649091,-0.0108871477772347,-2.02570475890229,0.04284612709325,0.268225969824625,-4.47033783497802
ccl21,combined_vs_hc,0.0430514696510752,0.00278705403337695,2.02290108817526,0.043134530158748,0.269451968438016,-4.4758773961952
brdt,combined_vs_hc,-0.0281626960541474,-0.00284766280675319,-2.02158858225007,0.0432701056390657,0.269720080332592,-4.47846804520387
defb116,combined_vs_hc,0.0686375653490218,0.204889246916463,2.01937185665902,0.043499900423998,0.270573098577475,-4.4828396482313
mri1,combined_vs_hc,-0.0539488000830175,-0.112039358559793,-2.01530790984093,0.0439238641620381,0.271699168546856,-4.49084171840575
tymp,combined_vs_hc,0.0393368873287304,-0.037361224888325,2.0138720671146,0.0440744877333082,0.271699168546856,-4.49366510116258
brd3,combined_vs_hc,0.0407468363872845,0.0214450698267831,2.01379546398193,0.0440825358378611,0.271699168546856,-4.4938156739961
nid1,combined_vs_hc,0.0355673872949539,-0.0282964162173885,2.01302038501859,0.0441640372704635,0.271699168546856,-4.49533886492573
slitrk1,combined_vs_hc,-0.0298332979706519,0.0223859994581961,-2.01213077937215,0.0442577382360119,0.271699168546856,-4.49708640296764
sestd1,combined_vs_hc,0.0483218793607865,0.0352296337105988,2.01209350491097,0.0442616679654617,0.271699168546856,-4.49715960794722
manf,combined_vs_hc,-0.0504681594982707,-0.257379214291126,-2.01135316150217,0.0443397810971641,0.271699168546856,-4.49861332093128
ppcdc,combined_vs_hc,-0.0321246812705149,-0.00965842530895384,-2.01052194498293,0.0444276208273114,0.271699168546856,-4.50024483274369
egflam,combined_vs_hc,-0.0292770072101845,0.0255935564613403,-2.00651476952135,0.0448531470235058,0.27362306866335,-4.50810066984058
creg1,combined_vs_hc,0.036020605386105,-0.0125750057205088,2.00579254811513,0.0449302050227006,0.27362306866335,-4.50951487907273
apof,combined_vs_hc,0.0288464454567987,-0.0512669590566532,2.00348509553334,0.0451771493033218,0.274552571235845,-4.51402978347347
klrd1,combined_vs_hc,-0.0480410578458549,-0.0326654952784156,-2.00154446752105,0.0453857210806632,0.275245487637105,-4.51782291928052
reg1a,combined_vs_hc,0.0502362435667766,0.0449315964740412,1.99715326905745,0.0458606697978663,0.277373464319419,-4.52639237219232
ddt,combined_vs_hc,-0.0313858200073641,0.00354371112462854,-1.99654143859814,0.0459271761600687,0.277373464319419,-4.52758487186038
fdx1,combined_vs_hc,-0.0552715163091384,0.042540286995703,-1.99042341932682,0.0465966890293937,0.27995908216395,-4.53948924981125
hgfac,combined_vs_hc,-0.0270664825316062,-0.0230495692256845,-1.98985322597879,0.0466595034483406,0.27995908216395,-4.54059686780929
wnt9a,combined_vs_hc,0.0279206385112348,-0.0313465928946089,1.98930842916946,0.0467195866765093,0.27995908216395,-4.54165485626207
cntn4,combined_vs_hc,-0.0242118817049603,-3.77846935120506e-05,-1.98912354938273,0.0467399910448917,0.27995908216395,-4.54201382471419
