ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,gene_set
GO:0051057,positive regulation of small GTPase mediated signal transduction,1/6,74/18860,0.0135135135135135,42.4774774774775,6.37740857098265,0.023315227398865,0.0391423525674377,0.0102110484958533,ITGAV,1,down
GO:0050730,regulation of peptidyl-tyrosine phosphorylation,1/6,79/18860,0.0126582278481013,39.789029535865,6.16305874682012,0.0248740982952184,0.0414568304920306,0.0108148253457471,ITGB2,1,down
GO:0006809,nitric oxide biosynthetic process,1/6,80/18860,0.0125,39.2916666666667,6.12258288703667,0.0251856235287112,0.0416740533208891,0.0108714921706667,ITGB2,1,down
GO:0001570,vasculogenesis,1/6,82/18860,0.0121951219512195,38.3333333333333,6.04382987184225,0.0258084251912921,0.0423995556714085,0.0110607536534109,ITGAV,1,down
GO:0030593,neutrophil chemotaxis,1/6,83/18860,0.0120481927710843,37.8714859437751,6.00550851977252,0.0261197016557105,0.0426066055376839,0.0111147666620045,ITGB2,1,down
GO:0042157,lipoprotein metabolic process,1/6,85/18860,0.0117647058823529,36.9803921568627,5.93087248326298,0.0267420059391094,0.0433145166619377,0.0112994391292011,ITGAV,1,down
GO:0001523,retinoid metabolic process,1/6,87/18860,0.0114942528735632,36.1302681992337,5.85878357969587,0.027363978812964,0.0440119938949771,0.0114813897117332,RBP2,1,down
GO:0046209,nitric oxide metabolic process,1/6,89/18860,0.0112359550561798,35.3183520599251,5.78909834953753,0.0279856204184845,0.0446992548350794,0.0116606751743686,ITGB2,1,down
GO:0016101,diterpenoid metabolic process,1/6,91/18860,0.010989010989011,34.5421245421246,5.7216844153253,0.0286069308968346,0.0450657130566573,0.0117562729713019,RBP2,1,down
GO:2001057,reactive nitrogen species metabolic process,1/6,91/18860,0.010989010989011,34.5421245421246,5.7216844153253,0.0286069308968346,0.0450657130566573,0.0117562729713019,ITGB2,1,down
GO:0048145,regulation of fibroblast proliferation,1/6,94/18860,0.0106382978723404,33.4397163120567,5.62455700209896,0.0295382760596008,0.0462163502973346,0.0120564392080003,CD248,1,down
GO:0019915,lipid storage,1/6,96/18860,0.0104166666666667,32.7430555555556,5.56230549482016,0.0301587593373226,0.0468683422134067,0.0122265240556713,ITGAV,1,down
GO:0001910,regulation of leukocyte mediated cytotoxicity,1/6,101/18860,0.0099009900990099,31.1221122112211,5.41470089313546,0.0317085213186198,0.048297747703858,0.0125994124444847,ITGAM,1,down
GO:0034446,substrate adhesion-dependent cell spreading,1/6,101/18860,0.0099009900990099,31.1221122112211,5.41470089313546,0.0317085213186198,0.048297747703858,0.0125994124444847,ITGAV,1,down
GO:0170062,nutrient storage,1/6,101/18860,0.0099009900990099,31.1221122112211,5.41470089313546,0.0317085213186198,0.048297747703858,0.0125994124444847,ITGAV,1,down
GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,1/6,103/18860,0.00970873786407767,30.5177993527508,5.35863410129292,0.032327847995871,0.0489171384148048,0.0127609926299491,ITGAV,1,down
GO:0097006,regulation of plasma lipoprotein particle levels,1/6,105/18860,0.00952380952380953,29.9365079365079,5.30414561863282,0.0329468445328384,0.0490316049988796,0.0127908534779686,ITGAV,1,down
GO:0006721,terpenoid metabolic process,1/6,106/18860,0.00943396226415094,29.6540880503145,5.27746998464669,0.0332562190427184,0.0490316049988796,0.0127908534779686,RBP2,1,down
GO:0048534,hematopoietic or lymphoid organ development,1/6,106/18860,0.00943396226415094,29.6540880503145,5.27746998464669,0.0332562190427184,0.0490316049988796,0.0127908534779686,CD248,1,down
GO:1990266,neutrophil migration,1/6,106/18860,0.00943396226415094,29.6540880503145,5.27746998464669,0.0332562190427184,0.0490316049988796,0.0127908534779686,ITGB2,1,down
GO:0050764,regulation of phagocytosis,1/6,108/18860,0.00925925925925926,29.1049382716049,5.22521205840667,0.033874720633253,0.0496253869149567,0.0129457531082496,ITGAV,1,down
