gene,Endothelial,Pericytes,Smooth muscle,Fibroblasts,Oligodendrocytes,Microglia,Astrocytes,Neurons,T cells,B cells,NK cells,Monocytes,Dendritic cells,Macrophages,Plasma cells,Granulocytes,logFC,direction
IL15,0.119815494814734,0.0927828253007767,0.0888483104522362,0.0800968559731847,0.0406787978834672,0.108339277677645,0.05797285050096,,0.0903846153846154,0.169230769230769,0.151923076923077,1,0.0230769230769231,0.303846153846154,0.165384615384615,,0.0824486371536118,Up in MS
MMP12,,,,,,,,,,,,,,1,,,0.0811059359925805,Up in MS
TGFA,0.508898311942066,0.276905260099241,0.426379567169313,0.229145072146071,0.861235971628322,0.887183938998829,0.471825224729883,0.563872452086667,0.183908045977012,,0.252873563218391,,,0.505747126436782,,1,0.0802867277725989,Up in MS
AMN,0.0327344897754102,,0.0220939027684457,0.0189092873199083,0.0434765965663455,0.0414516277978488,,,0.0371428571428571,0.114285714285714,,,1,0.0171428571428571,0.0619047619047619,0.0638095238095238,0.0740815960290156,Up in MS
MERTK,0.126712283791717,0.115067550842132,0.120255359155525,0.0945354598184241,0.0864762780077293,0.17657702922386,0.126144095575837,0.0666098015495517,0.0145395799676898,0.0452342487883683,,0.495961227786753,,1,0.429725363489499,0.0533117932148627,0.0728882224358866,Up in MS
CD302,0.0284792740899791,0.0296923873849343,0.0275708257542816,0.0248830751789242,0.0193057327328129,0.045314561833774,0.0306773828030262,0.0111522879922767,0.0100956429330499,0.0233793836344315,0,0.954835281615303,0.312964930924548,1,0.0249734325185972,0.128055260361318,0.0721445932797536,Up in MS
CTSC,0.00266133927025131,0.000508160070717183,0.000698745869027689,0.00129756390579716,0,0.00702222388047797,0.00237757412389466,0.000529625805802703,0.236093354665476,0.0629151748094097,0.43309572499249,1,0.583982264641822,0.639293396904782,0.105129968450913,0.155982772672525,0.0703908719938579,Up in MS
LTO1,0.273530522822878,0.155238499093935,0.138432047350323,0.190292552305608,0,0.562252021617124,0.29294245218449,0.604284758185397,0.74491696294512,0.861830021595274,1,0.851201561717987,0.787430802454267,0.702403123435974,0.946857700613567,0.500462385767527,0.0684033071979107,Up in MS
LGALS9,0.0246326585206701,0.0143022012274446,0.0143121686193797,0.00718570158208914,0.0146717987367491,0.037178747634689,0.0222969757116228,0.00822197979725057,0.0601915184678523,0.195166438668491,0.111263109895121,1,0.125398996808026,0.719106247150023,0,0.101231190150479,0.0668662546313438,Up in MS
IL2RA,0.0508762582713489,0.0700496773323257,,,,0.159499895075774,,,1,0.48015873015873,0.484126984126984,,,0.464285714285714,,0.857142857142857,0.0664472379646929,Up in MS
TPP1,0.0119720559339279,0.00546567552213831,0.00719420178244324,0,0.010978502043063,0.0232929712947836,0.0082543047632758,0.00966680849046906,0.17354814566467,0.269100387903198,0.210568386113105,0.800390865690196,0.648307715739868,1,0.104010126443961,0.285609414049121,0.0647597693868171,Up in MS
