gene,Endothelial,Pericytes,Smooth muscle,Fibroblasts,Oligodendrocytes,Microglia,Astrocytes,Neurons,T cells,B cells,NK cells,Monocytes,Dendritic cells,Macrophages,Plasma cells,Granulocytes,logFC,direction
WIF1,0.550092029070452,0.373659639798089,0.47904595870795,0.271788019793858,0.155717147840231,0.749239413977145,0.987696802345548,,,0.214285714285714,,,,0.228571428571429,,1,-0.0783652408022315,Down in MS
LRRN1,0.21308954017612,0.179703366460697,0.150889066369682,0.380499470647343,0.479421521079236,0.607781933982334,0.414956456160704,1,,0.443574006932719,0.147858002310906,,,,0.792096440951283,,-0.0787209473062374,Down in MS
CBLN4,,0.878779488425335,,,,1,0.609545993731894,,,,,,,,,,-0.0794457355843854,Down in MS
GOT1,0.0855614207120382,0.0592764328348037,0.0766681872654228,0,0.118224504295535,0.148062632253625,0.0753972876594634,0.140685777349823,0.480203078532483,0.995480026769848,0.213524657953496,0.55252265021492,0.0688855145886222,0.335563935167609,1,0.412403480080198,-0.0796421873733363,Down in MS
FAM3B,0.709062304544337,0.407019978272938,0.426496285059646,0.291954331007792,0.347262665718443,1,0.592776911595695,,0.214423922669965,0.61804542416637,,0.441461017261693,,0.479300533026981,,0.756790315305759,-0.0800572203157639,Down in MS
DNER,0.572979348288331,0.343140267966955,0.318500875251713,0.385915634664836,0.961343030527824,0.730267278784416,0.690766384055453,1,,,,,,0.344435517483108,,,-0.0803194266510341,Down in MS
RGMA,0.501567451958906,0.745774041922524,0.785882911760642,0.687009385722695,0.34993464055684,0.653147799186478,0.752270202012179,1,0.155661390372512,,,,,0.203557202794823,0.155661390372512,0.119739531055778,-0.0810393283365679,Down in MS
SLURP1,,,,,,,,,0.109120521172638,,,,,0.117263843648208,,1,-0.0810472294785482,Down in MS
HSPA1A,0.000926287371821303,0.000705433809679009,0.00067838360800538,0,0.000529403692333575,0.00233992761004353,0.000361327171968321,0.00196457028219128,0.481710706863177,0.193014697657745,0.0224238799244431,0.302497608597954,0.0262838543486171,1,0.633152041089538,0.919542091548061,-0.0832581086664241,Down in MS
PLA2G1B,,,,,,,,,,,,,,1,,0.5,-0.0839463773071739,Down in MS
