ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,gene_set,database,category,subcategory
GO:0007160,cell-matrix adhesion,17/165,246/18860,0.0691056910569106,7.8989898989899,10.232264912507,5.65098719555993e-11,8.25182847540546e-08,6.4274368945934e-08,ITGAV/ITGAM/ITGB2/ITGA11/ITGB5/ITGA2/TNXB/ITGB6/THY1/MYOC/HRG/CD34/EPHA1/ITGB1/L1CAM/CX3CL1/MMP12,17,all_DEPs,GO_BP,,
GO:0033627,cell adhesion mediated by integrin,11/165,76/18860,0.144736842105263,16.5438596491228,12.7558731033416,5.76043872628654e-11,8.25182847540546e-08,6.4274368945934e-08,ITGAV/ITGB2/ITGA11/ITGB5/RET/ITGA2/ITGB6/ADA/HRG/DPP4/ITGB1,11,all_DEPs,GO_BP,,
GO:0046718,symbiont entry into host cell,13/165,136/18860,0.0955882352941176,10.9260249554367,10.9140029872204,2.085564877092e-10,1.99171445762286e-07,1.55136755769651e-07,ITGAV/ITGB5/ITGA2/ITGB6/LGALS9/CLEC4M/HSPA1A/DPP4/ITGB1/MOG/EGFR/CR1/CD209,13,all_DEPs,GO_BP,,
GO:0044409,symbiont entry into host,13/165,141/18860,0.0921985815602837,10.5385772619815,10.6804709624099,3.28193142869235e-10,2.3506833858009e-07,1.83097227074415e-07,ITGAV/ITGB5/ITGA2/ITGB6/LGALS9/CLEC4M/HSPA1A/DPP4/ITGB1/MOG/EGFR/CR1/CD209,13,all_DEPs,GO_BP,,
GO:0031589,cell-substrate adhesion,19/165,369/18860,0.0514905149051491,5.88552188552189,8.90394593975856,6.13092772374733e-10,3.51302158570722e-07,2.73632984723039e-07,ITGAV/ITGAM/ITGB2/ITGA11/ITGB5/MERTK/ITGA2/TNXB/ITGB6/THY1/MYOC/HRG/CD34/EPHA1/ITGB1/L1CAM/CX3CL1/SPOCK1/MMP12,19,all_DEPs,GO_BP,,
GO:0022409,positive regulation of cell-cell adhesion,18/165,343/18860,0.0524781341107872,5.99840975351179,8.77671850859637,1.32046959319336e-09,6.30524230749829e-07,4.91122024135074e-07,ITGB2/LILRB4/IL15/IGFBP2/LGALS9/THY1/MEGF10/CD83/PLAUR/ADA/KLRK1/DPP4/IL2RA/CD160/CR1/CX3CL1/CD209/IL6,18,all_DEPs,GO_BP,,
GO:0031102,neuron projection regeneration,9/165,60/18860,0.15,17.1454545454545,11.7675362400659,2.4332783323319e-09,9.95906060304414e-07,7.75721814217088e-07,NEFL/OMG/GFAP/RGMA/THY1/FOLR1/PTPRF/TNR/NEO1,9,all_DEPs,GO_BP,,
GO:0032963,collagen metabolic process,11/165,116/18860,0.0948275862068965,10.8390804597701,9.98598562385492,5.85400211676803e-09,2.09646450806755e-06,1.63295848520371e-06,FAP/PEPD/ITGA2/KLK6/GOT1/TNXB/NPPC/ITGB1/MMP1/MMP12/IL6,11,all_DEPs,GO_BP,,
GO:0051701,biological process involved in interaction with host,13/165,185/18860,0.0702702702702703,8.03210483210483,9.02982768890051,9.24716608844257e-09,2.94368120482088e-06,2.2928645739764e-06,ITGAV/ITGB5/ITGA2/ITGB6/LGALS9/CLEC4M/HSPA1A/DPP4/ITGB1/MOG/EGFR/CR1/CD209,13,all_DEPs,GO_BP,,
GO:0044403,biological process involved in symbiotic interaction,14/165,231/18860,0.0606060606060606,6.92745638200184,8.51565685838474,1.62236427209439e-08,4.58656391238679e-06,3.57252337439515e-06,ITGAV/ITGB5/ITGA2/ITGB6/LGALS9/CLEC4M/HSPA1A/HRG/DPP4/ITGB1/MOG/EGFR/CR1/CD209,14,all_DEPs,GO_BP,,
GO:0042060,wound healing,19/165,453/18860,0.0419426048565121,4.79416683390193,7.67914000874558,1.76098439917119e-08,4.58656391238679e-06,3.57252337439515e-06,ITGAV/FAP/ITGB5/COMP/MERTK/ITGA2/ITGB6/PLAUR/HRG/CD34/SMOC2/ITGB1/SERPIND1/CX3CL1/PDIA3/DCBLD2/MMP12/IL6/C4BPB,19,all_DEPs,GO_BP,,
GO:1903039,positive regulation of leukocyte cell-cell adhesion,15/165,289/18860,0.0519031141868512,5.9326832337213,7.93876727708658,3.8878106473781e-08,9.28214792061521e-06,7.22996366003646e-06,ITGB2/LILRB4/IL15/IGFBP2/LGALS9/THY1/CD83/ADA/KLRK1/DPP4/IL2RA/CD160/CR1/CD209/IL6,15,all_DEPs,GO_BP,,
GO:0002696,positive regulation of leukocyte activation,17/165,381/18860,0.0446194225721785,5.10013521037143,7.59556354509831,4.27210355681744e-08,9.41505899252459e-06,7.33348950643965e-06,LILRB4/IL15/IGFBP2/LGALS9/THY1/CD83/ADA/KLRK1/DPP4/IL2RA/TNFSF13/TREM2/CD160/CTSC/CR1/CD209/IL6,17,all_DEPs,GO_BP,,
GO:0050867,positive regulation of cell activation,17/165,401/18860,0.0423940149625935,4.84576437693645,7.31289505923059,8.93501158448823e-08,1.77827802902632e-05,1.38511965519823e-05,LILRB4/IL15/IGFBP2/LGALS9/THY1/CD83/ADA/KLRK1/DPP4/IL2RA/TNFSF13/TREM2/CD160/CTSC/CR1/CD209/IL6,17,all_DEPs,GO_BP,,
GO:0032102,negative regulation of response to external stimulus,18/165,452/18860,0.0398230088495575,4.55189058728882,7.18065500402591,9.36248420491344e-08,1.77827802902632e-05,1.38511965519823e-05,FAP/LGALS9/RGMA/PLAUR/IL22/ADA/HRG/TNR/KLRK1/DPP4/IL2RA/ACP5/TREM2/ROBO1/CR1/CX3CL1/NEO1/MMP12,18,all_DEPs,GO_BP,,
GO:0050870,positive regulation of T cell activation,14/165,267/18860,0.052434456928839,5.99341731926002,7.72000047219594,9.93104658444016e-08,1.77827802902632e-05,1.38511965519823e-05,LILRB4/IL15/IGFBP2/LGALS9/THY1/CD83/ADA/KLRK1/DPP4/IL2RA/CD160/CR1/CD209/IL6,14,all_DEPs,GO_BP,,
GO:0031099,regeneration,12/165,194/18860,0.0618556701030928,7.07029053420806,7.98405057753621,1.42853099784088e-07,2.40749488753772e-05,1.87522335320289e-05,NEFL/OMG/GFAP/KLK6/MSTN/RGMA/THY1/FOLR1/PTPRF/TNR/NEO1/IL6,12,all_DEPs,GO_BP,,
GO:0006935,chemotaxis,18/165,474/18860,0.0379746835443038,4.34062140391254,6.92008405959275,1.89765867990971e-07,3.02044006552296e-05,2.35265286632081e-05,ITGAV/ITGB2/ITGA2/CHGA/MSTN/LGALS9/PLAUR/HRG/KLRK1/DPP4/SMOC2/TREM2/ROBO1/SERPIND1/L1CAM/CX3CL1/IL6/ADGRE2,18,all_DEPs,GO_BP,,
GO:0042330,taxis,18/165,476/18860,0.0378151260504202,4.32238349885409,6.89718379929773,2.0193797012255e-07,3.04501202316371e-05,2.37179222526208e-05,ITGAV/ITGB2/ITGA2/CHGA/MSTN/LGALS9/PLAUR/HRG/KLRK1/DPP4/SMOC2/TREM2/ROBO1/SERPIND1/L1CAM/CX3CL1/IL6/ADGRE2,18,all_DEPs,GO_BP,,
GO:0007159,leukocyte cell-cell adhesion,17/165,439/18860,0.0387243735763098,4.42631324635881,6.82403572435193,3.2257099399737e-07,4.62082948901232e-05,3.59921319618118e-05,ITGB2/LILRB4/IL15/IGFBP2/LGALS9/THY1/CD83/CLEC4M/ADA/KLRK1/DPP4/IL2RA/ITGB1/CD160/CR1/CD209/IL6,17,all_DEPs,GO_BP,,
GO:0019058,viral life cycle,14/165,298/18860,0.0469798657718121,5.36994102094773,7.1434809520156,3.79674736530625e-07,4.99216769358065e-05,3.8884524700619e-05,ITGAV/ITGB5/ITGA2/ITGB6/LGALS9/LAMP3/CLEC4M/HSPA1A/DPP4/ITGB1/MOG/EGFR/CR1/CD209,14,all_DEPs,GO_BP,,
GO:0002274,myeloid leukocyte activation,13/165,255/18860,0.0509803921568627,5.82721330956625,7.29105393527312,3.99289525232789e-07,4.99216769358065e-05,3.8884524700619e-05,ITGAM/ITGB2/LILRB4/CHGA/IL15/ITGB6/LGALS9/GRP/TREM2/CTSC/CX3CL1/IL6/ADGRE2,13,all_DEPs,GO_BP,,
GO:0051251,positive regulation of lymphocyte activation,15/165,346/18860,0.0433526011560694,4.95533368365738,6.97605048792133,4.00767389013455e-07,4.99216769358065e-05,3.8884524700619e-05,LILRB4/IL15/IGFBP2/LGALS9/THY1/CD83/ADA/KLRK1/DPP4/IL2RA/TNFSF13/CD160/CR1/CD209/IL6,15,all_DEPs,GO_BP,,
GO:0050900,leukocyte migration,16/165,397/18860,0.0403022670025189,4.60667124646974,6.82321794633092,4.30229585225617e-07,5.1358656736308e-05,4.00038035385223e-05,ITGB2/RET/ITGA2/CHGA/MSTN/LGALS9/THY1/ADA/CD34/KLRK1/DPP4/ITGB1/TREM2/CX3CL1/IL6/ADGRE2,16,all_DEPs,GO_BP,,
GO:0048678,response to axon injury,8/165,84/18860,0.0952380952380952,10.8860028860029,8.53095017094589,7.17770798917357e-07,8.22565335559291e-05,6.40704881559915e-05,NEFL/RGMA/FOLR1/PTPRF/NPPC/TNR/TREM2/NEO1,8,all_DEPs,GO_BP,,
GO:0007229,integrin-mediated signaling pathway,9/165,117/18860,0.0769230769230769,8.79254079254079,7.94311829249554,8.88697199900107e-07,9.79275952966849e-05,7.62768446877825e-05,ITGAV/ITGAM/ITGB2/ITGA11/ITGB5/ITGA2/ITGB6/THY1/ITGB1,9,all_DEPs,GO_BP,,
GO:0016032,viral process,15/165,396/18860,0.0378787878787879,4.32966023875115,6.2910506947691,2.16649845301949e-06,0.000229889558070401,0.000179063419898687,ITGAV/ITGB5/ITGA2/ITGB6/LGALS9/LAMP3/CLEC4M/HSPA1A/DPP4/ITGB1/MOG/EGFR/ST6GAL1/CR1/CD209,15,all_DEPs,GO_BP,,
GO:0030574,collagen catabolic process,6/165,45/18860,0.133333333333333,15.240404040404,8.98493676237219,2.51386974970994e-06,0.00024965481446778,0.000194458788158977,FAP/PEPD/KLK6/ITGB1/MMP1/MMP12,6,all_DEPs,GO_BP,,
GO:1903037,regulation of leukocyte cell-cell adhesion,15/165,401/18860,0.0374064837905237,4.27567445023804,6.22884325583047,2.52704698763198e-06,0.00024965481446778,0.000194458788158977,ITGB2/LILRB4/IL15/IGFBP2/LGALS9/THY1/CD83/ADA/KLRK1/DPP4/IL2RA/CD160/CR1/CD209/IL6,15,all_DEPs,GO_BP,,
GO:0001774,microglial cell activation,6/165,48/18860,0.125,14.2878787878788,8.65959057521656,3.70626318729044e-06,0.000334573881676231,0.000260603152072604,ITGAM/ITGB2/TREM2/CTSC/CX3CL1/IL6,6,all_DEPs,GO_BP,,
GO:0010712,regulation of collagen metabolic process,6/165,48/18860,0.125,14.2878787878788,8.65959057521656,3.70626318729044e-06,0.000334573881676231,0.000260603152072604,FAP/ITGA2/GOT1/NPPC/ITGB1/IL6,6,all_DEPs,GO_BP,,
GO:0002703,regulation of leukocyte mediated immunity,12/165,264/18860,0.0454545454545455,5.19559228650138,6.44947020257938,3.73695085990903e-06,0.000334573881676231,0.000260603152072604,ITGAM/ITGB2/LILRB4/LGALS9/KLRK1/TNFSF13/TREM2/CD160/CR1/IL6/C4BPB/ADGRE2,12,all_DEPs,GO_BP,,
GO:0002269,leukocyte activation involved in inflammatory response,6/165,51/18860,0.117647058823529,13.4474153297683,8.36218907880321,5.32269829071674e-06,0.000462106987966771,0.000359940043901738,ITGAM/ITGB2/TREM2/CTSC/CX3CL1/IL6,6,all_DEPs,GO_BP,,
GO:0002443,leukocyte mediated immunity,16/165,488/18860,0.0327868852459016,3.74764033780427,5.77736949290883,6.24186895256296e-06,0.000525969251443908,0.000409683039610943,ITGAM/ITGB2/LILRB4/CHGA/CD8A/LGALS9/GRP/KLRK1/TNFSF13/TREM2/CD160/CTSC/CR1/IL6/C4BPB/ADGRE2,16,all_DEPs,GO_BP,,
GO:0006898,receptor-mediated endocytosis,12/165,279/18860,0.0430107526881721,4.91625936787227,6.19123907064502,6.57004145581053e-06,0.000535018518684716,0.000416731610034572,ITGAM/ITGB2/LILRB4/TF/ACHE/FOLR1/CLEC4M/PPP3R1/DPP4/ITGB1/SFRP4/AMN,12,all_DEPs,GO_BP,,
GO:0043299,leukocyte degranulation,7/165,81/18860,0.0864197530864198,9.87803965581743,7.52249532750603,6.9727752829071e-06,0.000535018518684716,0.000416731610034572,ITGAM/ITGB2/CHGA/LGALS9/GRP/CD160/ADGRE2,7,all_DEPs,GO_BP,,
GO:1900748,positive regulation of vascular endothelial growth factor signaling pathway,4/165,15/18860,0.266666666666667,30.4808080808081,10.7306371519146,7.15205128052533e-06,0.000535018518684716,0.000416731610034572,TNXB/SMOC2/ITGB1/ROBO1,4,all_DEPs,GO_BP,,
GO:0030198,extracellular matrix organization,13/165,331/18860,0.0392749244712991,4.48924288199213,6.01669192985921,7.19490024096818e-06,0.000535018518684716,0.000416731610034572,FAP/GFAP/COMP/ITGA2/TNXB/TNR/DPP4/SMOC2/ITGB1/MMP1/MMP12/MIA/IL6,13,all_DEPs,GO_BP,,
GO:0043062,extracellular structure organization,13/165,332/18860,0.0391566265060241,4.47572106608251,6.00258411471318,7.43197024897107e-06,0.000535018518684716,0.000416731610034572,FAP/GFAP/COMP/ITGA2/TNXB/TNR/DPP4/SMOC2/ITGB1/MMP1/MMP12/MIA/IL6,13,all_DEPs,GO_BP,,
GO:0031103,axon regeneration,6/165,54/18860,0.111111111111111,12.7003367003367,8.0888278236241,7.46971753835554e-06,0.000535018518684716,0.000416731610034572,NEFL/RGMA/FOLR1/PTPRF/TNR/NEO1,6,all_DEPs,GO_BP,,
GO:0045229,external encapsulating structure organization,13/165,333/18860,0.039039039039039,4.46228046228046,5.98853205603785,7.67591257461746e-06,0.000536377793323878,0.000417790363496509,FAP/GFAP/COMP/ITGA2/TNXB/TNR/DPP4/SMOC2/ITGB1/MMP1/MMP12/MIA/IL6,13,all_DEPs,GO_BP,,
GO:0061900,glial cell activation,6/165,56/18860,0.107142857142857,12.2467532467532,7.91834877041165,9.25596096990761e-06,0.000616698128901822,0.000480352726470786,ITGAM/ITGB2/TREM2/CTSC/CX3CL1/IL6,6,all_DEPs,GO_BP,,
GO:0070570,regulation of neuron projection regeneration,5/165,33/18860,0.151515151515152,17.3186409550046,8.81432304522918,9.3892996575696e-06,0.000616698128901822,0.000480352726470786,RGMA/THY1/PTPRF/TNR/NEO1,5,all_DEPs,GO_BP,,
GO:0070571,negative regulation of neuron projection regeneration,4/165,16/18860,0.25,28.5757575757576,10.3666745270716,9.4711056445655e-06,0.000616698128901822,0.000480352726470786,RGMA/THY1/TNR/NEO1,4,all_DEPs,GO_BP,,
GO:0099024,plasma membrane invagination,6/165,57/18860,0.105263157894737,12.0318979266348,7.83632893104152,1.02705358328526e-05,0.000646229306797166,0.000503354874771743,ITGAM/ITGB2/ITGA2/MEGF10/TREM2/SNX18,6,all_DEPs,GO_BP,,
GO:0010720,positive regulation of cell development,15/165,451/18860,0.0332594235033259,3.80165289256198,5.65751960489561,1.0409372816225e-05,0.000646229306797166,0.000503354874771743,NEFL/LILRB4/GFAP/IL15/LGALS9/CD83/ADA/IL2RA/ITGB1/TREM2/ROBO1/CR1/L1CAM/CX3CL1/IL6,15,all_DEPs,GO_BP,,
GO:0019882,antigen processing and presentation,8/165,120/18860,0.0666666666666667,7.62020202020202,6.83463993450692,1.06013184710181e-05,0.000646229306797166,0.000503354874771743,CLEC4A/CD8A/CTSF/CLEC4M/RAB6A/TREM2/PDIA3/CD209,8,all_DEPs,GO_BP,,
GO:0050863,regulation of T cell activation,14/165,404/18860,0.0346534653465347,3.96099609960996,5.65194978557523,1.31456927127371e-05,0.000784633533791493,0.000611159398048302,LILRB4/IL15/IGFBP2/LGALS9/THY1/CD83/ADA/KLRK1/DPP4/IL2RA/CD160/CR1/CD209/IL6,14,all_DEPs,GO_BP,,
GO:0006909,phagocytosis,11/165,251/18860,0.0438247011952191,5.00929614873838,6.00733771273111,1.35124288948875e-05,0.000790063444568424,0.000615388813258036,ITGAV/ITGAM/ITGB2/MERTK/ITGA2/CD302/IL15/MEGF10/ITGB1/TREM2/C4BPB,11,all_DEPs,GO_BP,,
GO:0150076,neuroinflammatory response,7/165,91/18860,0.0769230769230769,8.79254079254079,7.00031819480732,1.50857389724964e-05,0.00085973453987015,0.000669656369807924,ITGAM/ITGB2/ITGB1/TREM2/CTSC/CX3CL1/IL6,7,all_DEPs,GO_BP,,
GO:0051960,regulation of nervous system development,15/165,466/18860,0.0321888412017167,3.67928209129926,5.50188965622192,1.53041750552802e-05,0.00085973453987015,0.000669656369807924,NEFL/GFAP/LRRN1/RGMA/THY1/IGDCC4/TNR/ITGB1/TREM2/ROBO1/CTSC/L1CAM/CX3CL1/IL6/LRTM2,15,all_DEPs,GO_BP,,
GO:0098883,synapse pruning,4/165,18/18860,0.222222222222222,25.4006734006734,9.73000654589191,1.57078082287981e-05,0.000865439818759741,0.000674100272167044,ITGAM/ITGB1/TREM2/CX3CL1,4,all_DEPs,GO_BP,,
GO:1900746,regulation of vascular endothelial growth factor signaling pathway,5/165,37/18860,0.135135135135135,15.4463554463554,8.26329590285392,1.67642761223782e-05,0.000906219831898369,0.000705864257784345,TNXB/HRG/SMOC2/ITGB1/ROBO1,5,all_DEPs,GO_BP,,
GO:0050920,regulation of chemotaxis,10/165,214/18860,0.0467289719626168,5.34126309827244,6.00024137041367,1.94051528908018e-05,0.00102937453074067,0.000801790761521161,ITGA2/MSTN/LGALS9/HRG/KLRK1/DPP4/SMOC2/TREM2/ROBO1/IL6,10,all_DEPs,GO_BP,,
GO:1903978,regulation of microglial cell activation,4/165,19/18860,0.210526315789474,24.0637958532695,9.44918123002845,1.97611166459814e-05,0.00102937453074067,0.000801790761521161,TREM2/CTSC/CX3CL1/IL6,4,all_DEPs,GO_BP,,
GO:0010324,membrane invagination,6/165,64/18860,0.09375,10.7159090909091,7.31440963789736,2.01752388820904e-05,0.00103217963209266,0.00080397568477503,ITGAM/ITGB2/ITGA2/MEGF10/TREM2/SNX18,6,all_DEPs,GO_BP,,
GO:0002697,regulation of immune effector process,14/165,421/18860,0.0332541567695962,3.80105088893687,5.46049397750023,2.07888191510409e-05,0.00103600972086009,0.000806958981619689,ITGAM/ITGB2/LILRB4/LGALS9/KLRK1/TNFSF13/ACP5/TREM2/CD160/CR1/CD5L/IL6/C4BPB/ADGRE2,14,all_DEPs,GO_BP,,
GO:0008037,cell recognition,9/165,172/18860,0.0523255813953488,5.98097251585624,6.16503467672352,2.09733207015306e-05,0.00103600972086009,0.000806958981619689,CRTAC1/MEGF10/FOLR1/CLEC4M/TREM2/ROBO1/ROBO4/CD209/C4BPB,9,all_DEPs,GO_BP,,
GO:1902547,regulation of cellular response to vascular endothelial growth factor stimulus,5/165,39/18860,0.128205128205128,14.6542346542347,8.01893855861115,2.18327755357858e-05,0.00106018477813604,0.000825789190648811,TNXB/HRG/SMOC2/ITGB1/ROBO1,5,all_DEPs,GO_BP,,
GO:1903034,regulation of response to wounding,9/165,179/18860,0.0502793296089386,5.74707973590655,5.99503260518475,2.87523967330367e-05,0.0013729269440025,0.00106938738726382,FAP/RGMA/PLAUR/PTPRF/HRG/TNR/SMOC2/ITGB1/NEO1,9,all_DEPs,GO_BP,,
GO:0002366,leukocyte activation involved in immune response,12/165,325/18860,0.0369230769230769,4.22041958041958,5.50169374473633,3.00437189588844e-05,0.0014110697511017,0.00109909722507049,ITGAM/ITGB2/CHGA/LGALS9/GRP/ADA/TNFSF13/TREM2/CD160/CR1/IL6/ADGRE2,12,all_DEPs,GO_BP,,
GO:0002275,myeloid cell activation involved in immune response,7/165,102/18860,0.0686274509803922,7.84432560903149,6.51142511113937,3.17602471586277e-05,0.00146763077595917,0.00114315320842599,ITGAM/ITGB2/CHGA/LGALS9/GRP/TREM2/ADGRE2,7,all_DEPs,GO_BP,,
GO:0002263,cell activation involved in immune response,12/165,329/18860,0.0364741641337386,4.16910748825642,5.44783641348112,3.3849770229486e-05,0.00153935859853139,0.00119902277170443,ITGAM/ITGB2/CHGA/LGALS9/GRP/ADA/TNFSF13/TREM2/CD160/CR1/IL6/ADGRE2,12,all_DEPs,GO_BP,,
GO:0090287,regulation of cellular response to growth factor stimulus,13/165,385/18860,0.0337662337662338,3.85958284140102,5.32573301904148,3.53586483260281e-05,0.00158285199146985,0.00123290023768387,GOT1/TNXB/CHRDL2/RGMA/FOLR1/GPC1/HSPA1A/HRG/SMOC2/ITGB1/ROBO1/SFRP4/NEO1,13,all_DEPs,GO_BP,,
GO:0048002,antigen processing and presentation of peptide antigen,6/165,72/18860,0.0833333333333333,9.52525252525252,6.80881904230791,3.9688526077927e-05,0.00174172301808701,0.00135664656869458,CLEC4A/CTSF/CLEC4M/TREM2/PDIA3/CD209,6,all_DEPs,GO_BP,,
GO:0002685,regulation of leukocyte migration,10/165,233/18860,0.0429184549356223,4.90570945506568,5.63566285134731,4.01234621967689e-05,0.00174172301808701,0.00135664656869458,ITGA2/MSTN/LGALS9/THY1/ADA/KLRK1/DPP4/TREM2/CX3CL1/IL6,10,all_DEPs,GO_BP,,
GO:0038128,ERBB2 signaling pathway,4/165,23/18860,0.173913043478261,19.8787878787879,8.51080663568507,4.3929669495971e-05,0.00187848512098443,0.00146317202406062,MYOC/TGFA/PTPRR/EGFR,4,all_DEPs,GO_BP,,
GO:0043300,regulation of leukocyte degranulation,5/165,46/18860,0.108695652173913,12.4242424242424,7.28793220371967,4.94750899827184e-05,0.00208450195294835,0.00162364072389107,ITGAM/ITGB2/LGALS9/CD160/ADGRE2,5,all_DEPs,GO_BP,,
GO:0030449,regulation of complement activation,4/165,24/18860,0.166666666666667,19.0505050505051,8.31264445617928,5.23572066844593e-05,0.00217396227755037,0.00169332232145009,TREM2/CR1/CD5L/C4BPB,4,all_DEPs,GO_BP,,
GO:0007596,blood coagulation,10/165,243/18860,0.0411522633744856,4.70382840753211,5.45930946548543,5.7153217774045e-05,0.0023391995560377,0.00182202739369888,FAP/COMP/MERTK/ITGA2/PLAUR/HRG/SERPIND1/PDIA3/IL6/C4BPB,10,all_DEPs,GO_BP,,
GO:0006911,"phagocytosis, engulfment",5/165,48/18860,0.104166666666667,11.9065656565657,7.10771031819846,6.09377249446721e-05,0.00243329548485286,0.00189531971264373,ITGAM/ITGB2/ITGA2/MEGF10/TREM2,5,all_DEPs,GO_BP,,
GO:0050671,positive regulation of lymphocyte proliferation,8/165,153/18860,0.0522875816993464,5.97662903545257,5.80654075970244,6.11508812947317e-05,0.00243329548485286,0.00189531971264373,IL15/IGFBP2/LGALS9/ADA/IL2RA/TNFSF13/CD209/IL6,8,all_DEPs,GO_BP,,
GO:0032946,positive regulation of mononuclear cell proliferation,8/165,155/18860,0.0516129032258065,5.89951124144673,5.75411210591754,6.70167888133907e-05,0.00262332887278607,0.00204333873805694,IL15/IGFBP2/LGALS9/ADA/IL2RA/TNFSF13/CD209/IL6,8,all_DEPs,GO_BP,,
GO:0050817,coagulation,10/165,248/18860,0.0403225806451613,4.60899315738026,5.37469649177118,6.775788362519e-05,0.00262332887278607,0.00204333873805694,FAP/COMP/MERTK/ITGA2/PLAUR/HRG/SERPIND1/PDIA3/IL6/C4BPB,10,all_DEPs,GO_BP,,
GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,13/165,411/18860,0.0316301703163017,3.61542431615424,5.03634207478359,6.88974656810713e-05,0.00263188318901692,0.00205000178587889,ITGB5/COMP/GOT1/MSTN/ITGB6/CHRDL2/RGMA/RGMB/FOLR1/HSPA1A/LTBP2/SFRP4/NEO1,13,all_DEPs,GO_BP,,
GO:0070661,leukocyte proliferation,12/165,356/18860,0.0337078651685393,3.85291113381001,5.10527335336544,7.23306745820111e-05,0.00269553504799552,0.00209958089528814,LILRB4/IL15/IGFBP2/LGALS9/ADA/IL2RA/TNFSF13/TREM2/CR1/CX3CL1/CD209/IL6,12,all_DEPs,GO_BP,,
GO:0007599,hemostasis,10/165,250/18860,0.04,4.57212121212121,5.34147958275913,7.24454445709092e-05,0.00269553504799552,0.00209958089528814,FAP/COMP/MERTK/ITGA2/PLAUR/HRG/SERPIND1/PDIA3/IL6/C4BPB,10,all_DEPs,GO_BP,,
GO:0032720,negative regulation of tumor necrosis factor production,6/165,81/18860,0.0740740740740741,8.4668911335578,6.32680815143453,7.72707027739716e-05,0.00283821235189011,0.00221071376357382,LILRB4/CLEC4A/LGALS9/ACP5/TREM2/CX3CL1,6,all_DEPs,GO_BP,,
GO:0002706,regulation of lymphocyte mediated immunity,9/165,204/18860,0.0441176470588235,5.0427807486631,5.45411855351978,7.94494792856376e-05,0.00288130073611838,0.00224427576396471,LILRB4/LGALS9/KLRK1/TNFSF13/TREM2/CD160/CR1/IL6/C4BPB,9,all_DEPs,GO_BP,,
GO:0002444,myeloid leukocyte mediated immunity,7/165,118/18860,0.0593220338983051,6.78068823831536,5.9176755775189,8.06785830366e-05,0.00288930175499824,0.0022505078425999,ITGAM/ITGB2/CHGA/LGALS9/GRP/IL6/ADGRE2,7,all_DEPs,GO_BP,,
GO:0050670,regulation of lymphocyte proliferation,10/165,254/18860,0.0393700787401575,4.50011930326891,5.27608477836943,8.26522311219307e-05,0.00292005262790433,0.00227446002430686,LILRB4/IL15/IGFBP2/LGALS9/ADA/IL2RA/TNFSF13/CR1/CD209/IL6,10,all_DEPs,GO_BP,,
GO:0035313,"wound healing, spreading of epidermal cells",4/165,27/18860,0.148148148148148,16.9337822671156,7.78358324968403,8.47227714439411e-05,0.00292005262790433,0.00227446002430686,ITGAV/ITGB5/ITGB1/MMP12,4,all_DEPs,GO_BP,,
GO:0006959,humoral immune response,11/165,307/18860,0.0358306188925081,4.09554831704669,5.13733953842708,8.481571131264e-05,0.00292005262790433,0.00227446002430686,TF/CD83/HRG/TREM2/PI3/CR1/CX3CL1/JCHAIN/CD5L/IL6/C4BPB,11,all_DEPs,GO_BP,,
GO:0046631,alpha-beta T cell activation,9/165,206/18860,0.0436893203883495,4.99382171226831,5.41470580511434,8.56141084621166e-05,0.00292005262790433,0.00227446002430686,LILRB4/CLEC4A/IL15/LGALS9/CD83/ADA/IL2RA/CD160/IL6,9,all_DEPs,GO_BP,,
GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,6/165,83/18860,0.072289156626506,8.26286966046002,6.22978073014534,8.85841031803168e-05,0.00298580536013656,0.00232567552622008,LILRB4/CLEC4A/LGALS9/ACP5/TREM2/CX3CL1,6,all_DEPs,GO_BP,,
GO:0032944,regulation of mononuclear cell proliferation,10/165,258/18860,0.0387596899224806,4.43035001174536,5.21203154577857,9.4055278282444e-05,0.00313335316603723,0.00244060208027884,LILRB4/IL15/IGFBP2/LGALS9/ADA/IL2RA/TNFSF13/CR1/CD209/IL6,10,all_DEPs,GO_BP,,
GO:0050767,regulation of neurogenesis,12/165,378/18860,0.0317460317460317,3.62866762866763,4.85004380971388,0.000127321975922585,0.00419284437951962,0.00326585104604817,NEFL/GFAP/RGMA/THY1/IGDCC4/TNR/ITGB1/TREM2/ROBO1/L1CAM/CX3CL1/IL6,12,all_DEPs,GO_BP,,
GO:0019062,virion attachment to host cell,3/165,12/18860,0.25,28.5757575757576,8.97685078948762,0.000136507334634908,0.0044442444741933,0.00346166925150723,CLEC4M/DPP4/CD209,3,all_DEPs,GO_BP,,
GO:0070665,positive regulation of leukocyte proliferation,8/165,173/18860,0.046242774566474,5.28568926256788,5.32001069475732,0.000144127744103406,0.0046396178298456,0.00361384763452656,IL15/IGFBP2/LGALS9/ADA/IL2RA/TNFSF13/CD209/IL6,8,all_DEPs,GO_BP,,
GO:0048679,regulation of axon regeneration,4/165,31/18860,0.129032258064516,14.7487781036168,7.19730470901952,0.000147814327553303,0.00470542276044681,0.00366510379430412,RGMA/PTPRF/TNR/NEO1,4,all_DEPs,GO_BP,,
