analysis,analysis_label,cell_type,size,NES,ES,pval,padj,leading_edge,log2err
post,Post-onset vs HC,granulocytes,121,1.3365882932166,0.284152042231084,0.0332655900293497,0.119756124105659,"CD83,IL2RA,IL18R1,CD33,IL1RL1,SIGLEC7,LAT2,SH2B3,SFTPD,CD22,SIGLEC10,SIGLEC8,TPSAB1,CD84,MILR1,HAVCR2,EVI2B,CD300C,LRRC25,TIE1,CCL23,GRAP2,KRT6C,TNFRSF4,CD200R1,SKAP1,CD48,TPSD1,CD300A,CALB2,PDCD1LG2,FCER1A,MPIG6B,PAG1,PLAT,TMPRSS11B,CD274,CD300LF,CTLA4,IL5RA,DOK1,CCL4",0.321775918075361
post,Post-onset vs HC,monocytes,193,1.86677767172515,0.370104166205714,1.78504119936101e-06,1.60653707942491e-05,"IL6,CLEC7A,LILRB4,CD4,CD83,HS3ST3B1,IL1RN,CD80,IL15,MERTK,CD33,CD163,PRND,OSCAR,IL18BP,KYNU,CXCL10,IL1RAP,IFI30,SELPLG,SIGLEC7,TNFSF8,SH2B3,SFTPD,LILRA2,ADGRE1,SIGLEC10,AIF1,IL3RA,IL10,MILR1,PLA2G7,CSF2RA,HAVCR2,EVI2B,UPK3A,CD300C,LRRC25,FLI1,CXCL3,CSF1R,PGLYRP2,CCL23,CXCL9,MARCO,PCDH12,IL2RG,ADA2,IL1R2,CD86,CCL20,CD48,TNFRSF1B,SIGLEC9,SIRPB1,VSTM1,CD28,CD300A",0.643551836150722
preVsPost,Pre vs post-onset,Astrocytes,195,-1.40356262780099,-0.253340831616687,0.00446776601420785,0.0217313862940036,"GFAP,SPOCK1,CNTN3,DIPK1C,CDH4,UNC79,FGFR2,CA8,TMPRSS5,KIAA0319,MASP1,NCS1,MERTK,SNED1,PXDNL,LRP2BP,TMEM132A,KCNIP4,PRKCQ,UNC5D,NCAM1,TLR4,CDH2,NCAN,PTPRZ1,PTH1R,KIAA1549L,BRSK2,LCAT,ERC2,PTPRM,PCDH17,PLIN1,LRRC37A2,IL17RB,SCG3,SEZ6L,CADPS,PRSS53,EDNRB,PAMR1,PCDH7,ERBB4,RNF31,DNM3,CD109,IL17D,NPL",0.407017918923954
preVsPost,Pre vs post-onset,B-cells,122,1.30269684092443,0.327586247750399,0.070391061452514,0.158379888268156,"PPY,RNASE6,CD207,CA6,TNFRSF17,IL5RA,CLEC10A,TNFRSF13B,PPBP,ADAM8,MZB1,TNF,CHIT1,MNDA,PF4,LCP1,COCH,CD70,LSP1,CD27,ITGB2,APBB1IP,KLRK1,JCHAIN,FCRL5,CLEC4C,SLAMF1,IL16,SLAMF6,FCRL2,FCGR2B,CD79B,CR2,PIK3AP1",0.176694268938498
preVsPost,Pre vs post-onset,Endothelial,260,1.17618540516993,0.277164981978758,0.134095634095634,0.219429219429219,"EFEMP1,HSPG2,CCN3,MIA,ACVRL1,IL5RA,SPINK2,EFNA1,RARRES1,TFF3,LAYN,ACTN2,PPBP,RAB44,IL1R1,CFB,STC2,MATN2,CD300LG,CD93,PF4,BDNF,ESAM,ARG1,MYOC,TNXB,TNFRSF10A,TGM2,TNFRSF10C,ADM,CA4,CD160,HSD17B14,GRP,PZP,CCL23,ULBP2,FAM3B,C1QTNF9,BMP6,IL4R,ASAH2,VEGFC,CCL15,ABO,VTCN1,GIMAP7,APOL1,ISM1,CGREF1,CEACAM19,LRG1,WFDC1,CYP24A1,KRT19,CRTAC1,TPK1,SERPINA5,PROCR,NID2,XG,CEACAM16,GAST,CFI,NOS3,DIPK2B,PON3,SMPDL3B,SCARF1,EPS8L2,ESM1,RLN1,SEMA3G,S100A16,HMCN2,CCL14,IGFBP1,ANXA3",0.118815039412263
preVsPost,Pre vs post-onset,Excitatory neurons,251,-1.28070608701747,-0.228429233165578,0.0125132399799807,0.0375397199399422,"SPOCK1,CNTN3,SH3GL3,IGFL4,CORO6,CDH4,UNC79,WASF1,CLSTN3,TMPRSS5,SLITRK1,KIAA0319,NCS1,SLIT2,PDE1C,HS6ST2,SNED1,PXDNL,APLP1,LRP2BP,LRTM1,HDAC9,KCNIP4,PRKCQ,UNC5D,NCAM1,RASGRF1,CDH2,NCAN,KIAA1549L,SYT1,GRIN2B,BRSK2,ERC2,CDH22,PCDH17,EXTL1,LRRC37A2,DLG4,CNTNAP4,SCG3,SEZ6L,NRN1,SEZ6,CADPS,PRSS53,PSRC1,PAMR1,PCDH7,VSTM2L,RNF31,TBR1,DNM3,NPTX1,IL17D,CACNB1,PM20D1,CA7,CLIP2,RBFOX3,NFASC,SCN2B,CHRM1,RAB37,IGSF21,CLSTN2,ADAMTSL2,KLKB1,IL12RB2,NEFL,PLCB1,CEND1,DSCAM,CACNA1C,L1CAM,SEPTIN3,SERPINI2,NELL1,IL1RL2,TUBB3,STX1B,KAZN,PDE4D,KIAA1549,IPCEF1,ROBO2,NRXN3,PTPRB,ST8SIA1,LRTM2,CD200R1,TXK,CEP170,TAGLN3,CRYBB2,PDZD2",0.380730400722792
preVsPost,Pre vs post-onset,Fibroblasts,79,1.37824539454299,0.363652268456973,0.0463182897862233,0.119104173736003,"FNDC1,PLA2G2A,EFEMP1,CD177,COL15A1,MFAP5,COL2A1,CCL21,TFF3,ANGPT1,MATN2,OGN,SFRP4,KLK7,NTF3,GPHA2,CPXM2,COL6A3,RSPO3,THPO,STEAP4,FBN2,DCDC2C,LEFTY2,ADAMTS15,ESM1",0.227987202850442
preVsPost,Pre vs post-onset,Inhibitory neurons,257,-1.36067668707451,-0.240807325258065,0.00559330445989314,0.0217313862940036,"SPOCK1,CNTN3,SH3GL3,IGFL4,CORO6,CDH4,UNC79,WASF1,CA8,CLSTN3,LRRC38,SLITRK1,KIAA0319,NCS1,SLIT2,PDE1C,HS6ST2,SNED1,NXPH1,PXDNL,APLP1,LRP2BP,HDAC9,GAD2,KCNIP4,PRKCQ,UNC5D,NCAM1,RASGRF1,PVALB,CDH2,NCAN,AFAP1,PTPRZ1,POSTN,KIAA1549L,SYT1,GRIN2B,BRSK2,ERC2,PTPRM,CDH22,PCDH17,EXTL1,LRRC37A2,CNTNAP4,SCG3,SEZ6L,SEZ6,CADPS,PRSS53,INPP5J,PCDH7,ERBB4,VSTM2L,RNF31,OSTN,DNM3,NPTX1,IL17D,PM20D1,CLIP2,RBFOX3,NFASC,SCN2B,WASF3,CHRM1,RAB37,IGSF21,CLSTN2,KLKB1,IL12RB2,NEFL,PLCB1,CEND1,DSCAM,CACNA1C,L1CAM,SEPTIN3,NELL1",0.407017918923954
preVsPost,Pre vs post-onset,Macrophages,247,1.64350454116193,0.388118124834799,1.36195761798774e-05,0.000245152371237793,"CLEC5A,OSM,RETN,MMP8,MMP9,RNASE6,OLR1,ITGAM,FCN1,CLEC4D,RNASE3,RELT,CD207,CA6,FCAR,CD209,IL1A,CLEC10A,FCGR3B,NCF2,HPGDS,LAIR1,RASSF2,PPBP,ADAM8,CLEC4A,MMP12,VSIG4,MCEMP1,AZU1,TNF,PRSS2,CST5,CASP1,CD5L,MRC1,CHIT1,MNDA,CD93,TNFSF14,CCL24,PDGFB,LCP1,FCGR2A,LSP1,MMP1,HGF,S100A12,COLEC12,LRRC25,ITGB2,APBB1IP,CST7,CD300A,LILRA5,CCL4,C1QA,FOLR3,PAEP,CD101,AMPD3,CCL18,SBSN,ASGR1,GIMAP7,IL1B,MPO,HPSE,OSCAR,KRT6C,CD28,SIRPB1,FCGR2B,CD300C,AGRP,PIK3AP1,CD300E,EREG,PILRA",0.593325476396405
preVsPost,Pre vs post-onset,Microglial cells,197,-1.05430319988817,-0.191421745341378,0.373134328358209,0.419776119402985,"CDH4,UNC79,CDH23,PCDH12,PTPRC,CD86,IRAG2,ITIH5,BLNK,MERTK,SNED1,NXPH1,ROBO4,PXDNL,TEK,FGF20,HDAC9,KCNIP4,UNC5D,CDH2,NCAN,KIAA1549L,PLB1,ERC2,PAG1,CD33,PKN3,PTPRM,CDH22,GGT5,TLR2,LRRC37A2,LTBP2,ADGRD1,SEZ6L,PAMR1,ERBB4,RNF31,DNM3,NPL,ASPN,CLIP2,CSF3R,CD34,IGSF21,CSF1R,ADAMTSL2,RYR1,NEFL,PLCB1,DSCAM,CACNA1C,NELL1,ARHGAP25,LAMA1,GIMAP8,MSR1,PDE4D,KIAA1549,IPCEF1,ROBO2,ADGRF5,FLT1,CLEC3B,TNFRSF13C,PTPRB,MILR1,CD200R1,FLI1,CEP170,CRYBB2,PDZD2,PEAR1,PLCB2,GRIK2",0.287857117255149
preVsPost,Pre vs post-onset,NK-cells,145,0.792656098013206,0.194504094554746,0.870044052863436,0.871428571428572,"ITGAM,FCGR3B,LAIR1,PPBP,ADAM8,CD38,PF4,TNFSF14,LCP1,SPON2,LSP1,CD160,CD27,ITGB2,APBB1IP,KLRK1,ULBP2,CST7,CD300A,CCL4,FGFBP2,CD7,GNLY,IL16,GIMAP7,SLAMF6,CD79B,PIK3AP1,XCL1,HBQ1,CD226,FCRL6,INPP5D,ARHGAP30,TREML1,TNFSF11,IFNG,FMNL1,FGR,LAT,CEACAM21,SLAMF7,IL10RA,IL12RB1,CD40LG,CD72,CCL3,KLRB1,TNFAIP8L2",0.0235793094960052
preVsPost,Pre vs post-onset,Oligodendrocyte precursor cells,223,-1.47724315988973,-0.265707467152683,0.0011834891987537,0.0106514027887833,"GFAP,SPOCK1,CNTN3,DIPK1C,IGFL4,CDH4,UNC79,WASF1,CA8,LYPD1,SLITRK1,MASP1,SLIT2,PDE1C,HS6ST2,NXPH1,PXDNL,TEK,LRP2BP,HDAC9,KCNIP4,PRKCQ,UNC5D,NCAM1,CDH2,NCAN,AFAP1,PTPRZ1,SMOC1,KIAA1549L,GRIN2B,BRSK2,ERC2,NT5E,PTPRM,CDH22,PCDH17,EXTL1,VCAN,LRRC37A2,CNTNAP4,IL17RB,SCG3,SEZ6L,CADPS,BCHE,PSRC1,PDGFRA,PCDH7,ERBB4,RNF31,OSTN",0.45505986738723
preVsPost,Pre vs post-onset,Oligodendrocytes,168,-1.12535109039655,-0.209544440248915,0.191513974508918,0.233520809898763,"SPOCK1,SH3GL3,DIPK1C,CDH4,UNC79,FGFR2,WASF1,CD22,TMPRSS5,SLITRK1,CEP85,SLIT2,PDE1C,KEL,PXDNL,APLP1,LRP2BP,HDAC9,KCNIP4,PRKCQ,NCAM1,RASGRF1,CDH2,SMOC1,BRSK2,ERC2,PCDH17,LRRC37A2,CAPN3,CNTNAP4",0.249246554383295
preVsPost,Pre vs post-onset,Pericytes,91,1.23392076634946,0.320891158143453,0.132009345794393,0.219429219429219,"ADAMTSL5,SMOC2,VASN,OBP2B,TFF3,ANGPTL3,ANGPTL4,CD38,SCN4B,CLEC4M,SFRP4,CA4,GPC5,ASAH2,ADGRG2,DKK1,ABO,ISM1,THPO,CR2,NID2,TIMP4,FABP1,CBLN4,PDZK1,GHR,HBZ,DCDC2C,PON3,MELTF,CA3,TSLP",0.128142916898415
preVsPost,Pre vs post-onset,Plasma cells,118,1.16889662795423,0.295804379425513,0.194600674915636,0.233520809898763,"RNASE6,CA6,FGL1,TNFRSF17,IL5RA,FGA,TNFRSF13B,FCGR3B,GC,MZB1,CD38,CD70,SFRP4,LSP1,FUT8,CD27,HMMR,ITIH3,JCHAIN,FCRL5,BMP6,SLAMF1,CCL4,THTPA,IL16,SLAMF6,FCRL2,CD28,FCGR2B,CD79B,CR2",0.0999276973731092
preVsPost,Pre vs post-onset,Smooth muscle,138,1.24588761204113,0.309185602477448,0.101675977653631,0.203351955307263,"FNDC1,ADAMTSL5,SMOC2,CD177,ART3,HSPG2,VASN,OBP2B,LMOD1,ANGPTL4,ANGPT1,BDNF,ESAM,ITIH4,CALCA,SCN4B,ENPP5,MYOC,TGM2,SOD3,PSCA,ITIH3,MANSC4,NTF3,CPXM2,CALCB,FABP3,ABO,ACTA2,THPO,WFDC1,CRTAC1,GDF15,CRLF1,TIMP4,GHR,HBZ,DCDC2C,LEFTY2,ADAMTS15,COL28A1,TSLP,GALNT3,GFRA1,IL6,GAL",0.144630528034484
preVsPost,Pre vs post-onset,T-cells,156,0.795594997005104,0.194290871342624,0.871428571428572,0.871428571428572,"OSM,CA6,PPBP,ADAM8,TNF,PF4,TNFSF14,LCP1,CD70,LSP1,CD160,CD27,ITGB2,APBB1IP,KLRK1,ULBP2,CST7,CD300A,SLAMF1,CALCB,CCL4,FGFBP2,CD7,PAEP,CD101,GNLY,IL16,GIMAP7,SLAMF6,IL17F,CD28,CD79B",0.0233667307764121
preVsPost,Pre vs post-onset,dendritic cells,128,1.2003954262171,0.299859708578771,0.153674832962138,0.230512249443207,"RNASE6,RELT,TNFRSF17,LAIR1,RASSF2,PPBP,CLEC4A,MZB1,PF4,PDGFB,CAMKK1,LCP1,SPON2,LSP1,PTGDS,LRRC25,ITGB2,APBB1IP,JCHAIN,FCRL5,CLEC4C,CD300A,LILRA5,CD7,GNLY,IL16,SMPD3,CD28,SIRPB1,CD300C,PIK3AP1,INPP5D,FCER2,ARHGAP30,SEMA7A,LILRB2,TREML1,BTLA,FLT3,FMNL1,LILRA4,PLXNA4,CEACAM21,SLAMF7,IL10RA,IL12RB1,CD83,CD72,TNFAIP8L2,LILRB4,RET,CSF2RA,TNFSF13B",0.114266502484433
preVsPost,Pre vs post-onset,granulocytes,121,1.51514676982222,0.38168432581808,0.00603649619277877,0.0217313862940036,"CLC,OSM,ITGAM,SLURP1,SCG2,LY6D,CCN3,IL5RA,HPGDS,LAIR1,RASSF2,ADAM8,SFTPA2,RAB44,PRG2,TNF,DSG3,CHIT1,VWC2,CSF1,CAMKK1,LCP1,FCGR2A,SFRP4,LRRC25,CCL23,CST7,CD300A,SLAMF1,CCL4",0.407017918923954
preVsPost,Pre vs post-onset,monocytes,193,1.16127045514381,0.279768368707482,0.172043010752688,0.233520809898763,"OSM,RETN,OLR1,ITGAM,FCN1,CLEC4D,RELT,FCAR,IL1A,CLEC10A,FCGR3B,NCF2,LAIR1,RASSF2,ADAM8,IL1RAP,CLEC4A,MCEMP1,TNF,CASP1,MNDA,CD93,LCP1,FCGR2A,LSP1,HGF,LRRC25,CCL23,ITGB2,APBB1IP,CST7,CD300A,SLAMF1,LILRA5,CCL4,C1QA,CD101,GNLY,IL16,IL1B,OSCAR,CD28,SIRPB1,CD79B,CD300C,PIK3AP1,XCL1,CD300E,EREG,PILRA,CD1C,INPP5D,FCER2,ARHGAP30,VNN1",0.104732821580651
