protein,metric,metric_type,int_beta,int_se,int_pval,fdr,main_beta_hc,n_total,n_ms
BLMH,fa_cingulate_gyrus_cingulum_left,fa,-0.0016164253371516,0.00330852422986792,0.625170874596223,0.926199013541918,0.000603497855938602,5267,123
ACP5,icvf_corticospinal_tract_left,icvf,0.00137120633368084,0.00280760191561705,0.625293793636408,0.926199013541918,0.000155553326566273,5209,120
SPOCK1,fa_inferior_longitudinal_fasciculus_right,fa,0.000895034526692641,0.00183275282200262,0.625318896235883,0.926199013541918,0.000184310287318693,5182,119
COL15A1,md_superior_thalamic_radiation_right,md,1.66878377727425e-06,3.41817938112342e-06,0.625430257390916,0.926199013541918,-4.29976099248669e-08,3829,115
RGMB,md_inferior_fronto_occipital_fasciculus_right,md,-1.57658621861325e-06,3.22950561754346e-06,0.625441315517453,0.926199013541918,-1.52125366573504e-06,5274,124
IL15,icvf_inferior_longitudinal_fasciculus_left,icvf,0.00145206674197219,0.00297499255644446,0.625506084149829,0.926199013541918,-0.000397829292685307,5197,123
EGFR,md_cingulate_gyrus_cingulum_right,md,1.49415460838443e-06,3.06143355805405e-06,0.6255296841619,0.926199013541918,9.69110523964156e-07,5267,123
NEFL,md_parahippocampal_cingulum_right,md,2.75427251211496e-06,5.64562506422118e-06,0.625670309823221,0.926235416202642,1.74573916753562e-06,5091,121
GOT1,icvf_uncinate_fasciculus_right,icvf,-0.00150024846385529,0.00307524623132523,0.625686466122472,0.926235416202642,0.00107793140639718,3829,115
HPGDS,md_parahippocampal_cingulum_right,md,3.55616574529417e-06,7.29225186929261e-06,0.625809097454736,0.926319096084633,-1.32502596168248e-06,5108,117
DCBLD2,fa_corticospinal_tract_left,fa,0.0011223402385182,0.00230235376185552,0.625942001219352,0.92635668278468,-5.67612968985902e-06,5257,123
FGFBP2,icvf_uncinate_fasciculus_right,icvf,-0.0013504666206935,0.00277177165757072,0.626129336934224,0.92635668278468,-0.000194198364295554,3829,115
NEO1,md_superior_thalamic_radiation_left,md,-1.42219587143249e-06,2.919086015848e-06,0.62614038692724,0.92635668278468,5.98595982034087e-07,3827,115
ITGB1,md_posterior_thalamic_radiation_left,md,2.36572414330851e-06,4.85681732149444e-06,0.626212648037031,0.92635668278468,-2.7904920863866e-07,5195,118
MSTN,md_anterior_thalamic_radiation_left,md,-1.83490291984345e-06,3.76907267259825e-06,0.626398730266499,0.92635668278468,-2.28872817677375e-06,5108,118
MANSC1,md_inferior_longitudinal_fasciculus_left,md,-1.46116555287096e-06,3.00169186591606e-06,0.626434092995722,0.92635668278468,7.30922102068992e-07,5257,123
MANSC1,fa_cingulate_gyrus_cingulum_left,fa,-0.00145644775942513,0.00299201465164372,0.62643577770994,0.92635668278468,0.000308084792232165,5257,123
MIA,icvf_uncinate_fasciculus_left,icvf,-0.00136737735943216,0.00280916097465095,0.626451217440279,0.92635668278468,0.000514684488143965,5257,123
LPO,icvf_middle_cerebellar_peduncle,icvf,0.00170208848047785,0.00349705492218665,0.626477627715712,0.92635668278468,-0.00100458906829963,5027,116
NPTXR,md_inferior_fronto_occipital_fasciculus_right,md,-1.94240737341268e-06,3.99102241414452e-06,0.62649556003357,0.92635668278468,-8.9102967195206e-07,5212,122
CKB,fa_corticospinal_tract_left,fa,0.00122717124253259,0.00252308255766153,0.626727235093837,0.926601471340993,-0.000127448503369614,3829,115
MEGF10,icvf_superior_longitudinal_fasciculus_left,icvf,0.00186166389103246,0.00383040390554017,0.626971459802448,0.926864760651092,0.000145776490409039,5199,118
IGFBP2,fa_medial_lemniscus_left,fa,0.00107242657236658,0.00220735317686738,0.627098910988094,0.926955383932085,-0.000475883576172601,5260,123
PEPD,md_medial_lemniscus_left,md,-2.30019355968838e-06,4.73661580414342e-06,0.627264691698308,0.927082039231434,1.18837461322434e-06,3832,115
MEPE,icvf_inferior_fronto_occipital_fasciculus_right,icvf,-0.0016211568636655,0.00333890385905529,0.627316912580637,0.927082039231434,0.00119433620136215,5199,118
AMY2B,fa_superior_thalamic_radiation_right,fa,-0.000972533026322352,0.00200435721611223,0.627549523795547,0.927086626170136,0.000384788770413716,4897,113
WIF1,icvf_parahippocampal_cingulum_left,icvf,0.00128775961301919,0.00265413770784795,0.627562214038612,0.927086626170136,-0.000108079309396117,5255,124
FAM3B,icvf_acoustic_radiation_right,icvf,-0.00135309925770504,0.00278887221806926,0.627570596435132,0.927086626170136,-2.74343033439323e-05,5200,121
MERTK,icvf_posterior_thalamic_radiation_right,icvf,-0.00160228217837244,0.00330260019683874,0.627584652526219,0.927086626170136,-2.32640244754364e-05,5261,125
CPA2,fa_anterior_thalamic_radiation_left,fa,0.000975261857992088,0.00201119331103286,0.627755451297492,0.927150940672823,0.000282543112069745,5254,124
GOT1,fa_superior_longitudinal_fasciculus_left,fa,-0.00118118754885658,0.00243583747559744,0.627760517027314,0.927150940672823,0.000662505476294597,3829,115
IGDCC4,fa_anterior_thalamic_radiation_left,fa,-0.0011096353261872,0.00228909266323148,0.627882192311315,0.927173627420447,0.000344968746667709,3829,115
MEGF10,icvf_acoustic_radiation_right,icvf,0.00161101706396338,0.00332471460654039,0.628010348192041,0.927173627420447,-0.000482743849414066,5199,118
ART3,md_inferior_longitudinal_fasciculus_right,md,1.73566983174041e-06,3.5820053265846e-06,0.628014137717003,0.927173627420447,2.23859473633552e-07,5218,120
COL15A1,md_uncinate_fasciculus_left,md,-1.97024536684133e-06,4.0680150542655e-06,0.62818228720447,0.927173627420447,-4.28692706193684e-07,3829,115
HSPA1A,fa_inferior_fronto_occipital_fasciculus_left,fa,-0.00105271825072504,0.00217364879624873,0.628186767214812,0.927173627420447,3.63070344993908e-05,5214,120
SMOC2,icvf_parahippocampal_cingulum_right,icvf,0.00160746457005735,0.00331932149377233,0.628211019608799,0.927173627420447,0.000928219282776797,5221,120
ARHGAP1,icvf_superior_thalamic_radiation_left,icvf,-0.00145842086826107,0.00301179645823672,0.628239034636206,0.927173627420447,-0.000354885446686758,5108,117
ARHGAP1,md_inferior_fronto_occipital_fasciculus_right,md,1.68254904104592e-06,3.47657275837407e-06,0.628429540002055,0.927357112894777,1.46062009465269e-06,5108,117
PDIA3,md_posterior_thalamic_radiation_left,md,-2.57499943482111e-06,5.32197825529664e-06,0.628526031283843,0.927401840200115,2.52899495817612e-07,3736,110
PLAUR,md_acoustic_radiation_left,md,1.81070326870751e-06,3.74515738537764e-06,0.628776480048555,0.927562735357581,8.86847879351149e-08,5171,116
IGFBP2,md_parahippocampal_cingulum_left,md,3.00868693810463e-06,6.22418009915446e-06,0.628841212291307,0.927562735357581,2.85340535639738e-06,5260,123
RGMB,icvf_superior_longitudinal_fasciculus_left,icvf,0.00168207580278606,0.00348018056723298,0.628881502790754,0.927562735357581,0.00120784907354648,5274,124
KLK6,icvf_inferior_fronto_occipital_fasciculus_right,icvf,0.00175140972688032,0.00362382377400348,0.628899846473445,0.927562735357581,0.00113824709144222,5249,123
LRTM2,icvf_parahippocampal_cingulum_left,icvf,0.0015325819873148,0.0031718532907704,0.628994294858857,0.927600812890306,0.000122534222032646,3827,115
MAGEA3,icvf_uncinate_fasciculus_right,icvf,0.00144795372310615,0.00299793237912915,0.629135133571987,0.927600812890306,0.000380873674614818,3766,114
CD5L,icvf_superior_thalamic_radiation_right,icvf,-0.00160738940401126,0.00332852978512193,0.629185514686637,0.927600812890306,-0.000560566492942771,3807,112
KLK6,icvf_corticospinal_tract_left,icvf,0.00147017065957763,0.00304575944228804,0.629332978004419,0.927600812890306,0.000704832232611223,5249,123
MOG,icvf_cingulate_gyrus_cingulum_left,icvf,-0.00182182559621625,0.00377478497412944,0.629378388811817,0.927600812890306,0.000514964011713671,5255,124
AMY2A,fa_corticospinal_tract_right,fa,-0.00123463220691759,0.00255890421877407,0.629482581545965,0.927600812890306,-0.000426483626721697,5050,117
MEGF10,md_forceps_major,md,-2.87700143492272e-06,5.96375546474136e-06,0.629531936015336,0.927600812890306,9.42834669933833e-07,5199,118
TREM2,fa_anterior_thalamic_radiation_right,fa,0.000926656207242755,0.00192186959243952,0.629709814601615,0.927600812890306,-0.000439102679475312,5199,118
CTSC,icvf_corticospinal_tract_left,icvf,0.00133551708901781,0.00277041487207286,0.629780889357391,0.927600812890306,3.26391301615437e-05,5188,118
SEZ6L2,fa_forceps_minor,fa,-0.000931579237355264,0.00193303036213436,0.629878215604602,0.927600812890306,-0.00018188961211861,5200,121
MEGF10,md_acoustic_radiation_right,md,2.12862331536836e-06,4.41710948700181e-06,0.629894358645618,0.927600812890306,-1.81843629578069e-07,5199,118
SFRP4,fa_acoustic_radiation_left,fa,-0.00117025037467132,0.00242899068573078,0.629987215622189,0.927600812890306,0.0008027297212593,3736,110
THY1,fa_cingulate_gyrus_cingulum_left,fa,0.00145566515706468,0.00302164940439507,0.630006959968237,0.927600812890306,0.000552561259148394,5274,124
NPTXR,icvf_posterior_thalamic_radiation_left,icvf,-0.00184764098243254,0.0038356657245778,0.630039175132147,0.927600812890306,0.00123712894766465,5212,122
TREM2,icvf_inferior_longitudinal_fasciculus_right,icvf,0.00151598926175926,0.00314721126756755,0.630044432319559,0.927600812890306,4.57380986436643e-05,5199,118
CD302,fa_inferior_longitudinal_fasciculus_right,fa,0.000929120163833628,0.00192920728634528,0.630105284175202,0.927600812890306,0.000126211450984814,5200,121
KLRK1,md_anterior_thalamic_radiation_right,md,-2.03194007906092e-06,4.21935542228281e-06,0.630134810091259,0.927600812890306,5.34694697089674e-07,3825,115
PI3,fa_acoustic_radiation_left,fa,0.00110499310622854,0.00229466363987838,0.63014688472329,0.927600812890306,-0.000468440024166817,5131,116
LGALS9,fa_cingulate_gyrus_cingulum_left,fa,0.00137047789256498,0.00284723644878999,0.630297865928196,0.927600812890306,-0.00110715546580856,5201,118
CNTN5,fa_anterior_thalamic_radiation_right,fa,0.00103989688779483,0.00216155701115842,0.630474992922198,0.927600812890306,0.0007047269404744,5192,123
LGALS9,md_corticospinal_tract_left,md,-1.20300515852906e-06,2.50110732492e-06,0.630544559590554,0.927600812890306,-1.02702533503664e-06,5201,118
CD209,fa_parahippocampal_cingulum_right,fa,0.00156998008097306,0.0032643317027621,0.630572239835446,0.927600812890306,0.000592794807166,5228,122
ST6GAL1,md_cingulate_gyrus_cingulum_right,md,-1.45725427510414e-06,3.03007028745949e-06,0.630585646445262,0.927600812890306,5.80910472098665e-07,5267,123
CLEC4M,icvf_anterior_thalamic_radiation_right,icvf,-0.00153427354902814,0.00319061069229508,0.630635428199267,0.927600812890306,0.000199537833539167,3824,115
CTSC,md_cingulate_gyrus_cingulum_right,md,-1.48771601079726e-06,3.09452927925835e-06,0.630709648837351,0.927600812890306,-1.79725344342798e-07,5188,118
AMN,fa_posterior_thalamic_radiation_left,fa,0.000886957914171122,0.00184540160846717,0.630799127864961,0.927600812890306,-0.000636840540688172,5106,120
GSR,icvf_medial_lemniscus_right,icvf,0.0013333661166898,0.00277497374473119,0.63090183829086,0.927600812890306,0.00141990786867884,3802,115
SCN4B,md_superior_thalamic_radiation_right,md,1.64844007090297e-06,3.43094455087172e-06,0.630926787233885,0.927600812890306,-2.74169697364824e-07,3733,110
TREM2,fa_parahippocampal_cingulum_left,fa,0.00140724629241461,0.00292951066093024,0.630985222474684,0.927600812890306,-5.50961902106601e-05,5199,118
WIF1,fa_cingulate_gyrus_cingulum_right,fa,0.00157834447480083,0.00328574396328766,0.630990475113559,0.927600812890306,9.06185593610986e-05,5255,124
CHRDL2,md_superior_longitudinal_fasciculus_right,md,1.45256947042499e-06,3.0244003748767e-06,0.631046029306796,0.927600812890306,-1.30493241606159e-07,5212,122
SMOC2,fa_posterior_thalamic_radiation_left,fa,-0.0012663679653173,0.00263694693096352,0.631076735983036,0.927600812890306,-0.000957358951507488,5221,120
PTPRR,fa_superior_longitudinal_fasciculus_right,fa,-0.00108785925444319,0.00226674937738447,0.631311483593694,0.927600812890306,0.000155446941167898,3825,115
FAM3B,md_middle_cerebellar_peduncle,md,-2.84933988606167e-06,5.93830536625288e-06,0.631372935256004,0.927600812890306,1.79784892250082e-06,5200,121
CTSC,fa_parahippocampal_cingulum_right,fa,-0.00148630691264803,0.00309765218960662,0.631377606193565,0.927600812890306,0.000441535526807555,5188,118
CHGA,icvf_uncinate_fasciculus_right,icvf,-0.000939164301878817,0.00195741797375294,0.631398819635531,0.927600812890306,0.000264268199179611,3829,115
EGFR,icvf_cingulate_gyrus_cingulum_left,icvf,-0.00169341395806957,0.0035298326344579,0.631429796768375,0.927600812890306,-7.13731536997338e-05,5267,123
PI3,fa_cingulate_gyrus_cingulum_left,fa,0.00163709464383514,0.00341308691718978,0.631495190841844,0.927600812890306,-0.000935609757580766,5131,116
FGFBP2,icvf_inferior_fronto_occipital_fasciculus_right,icvf,-0.00163303285348399,0.00340466998301452,0.631507297150755,0.927600812890306,-0.000355033950677007,3829,115
PLAUR,md_parahippocampal_cingulum_left,md,-3.03191025704622e-06,6.32664249953473e-06,0.631796048218106,0.927908672756203,-3.62154634222857e-07,5171,116
ART3,icvf_posterior_thalamic_radiation_left,icvf,-0.00170219253581199,0.00355257340930826,0.63185663136491,0.927908672756203,0.000768209900803429,5218,120
PTPRF,md_middle_cerebellar_peduncle,md,-3.03324591604573e-06,6.33279828577596e-06,0.631977010406579,0.927908672756203,1.55096140796405e-06,5267,123
RGMB,fa_acoustic_radiation_left,fa,-0.00108280330210284,0.00226077884740802,0.631993048283662,0.927908672756203,0.000628414923005941,5274,124
RNASET2,fa_uncinate_fasciculus_left,fa,0.000942829423285284,0.00196884467808639,0.63204797555541,0.927908672756203,-0.000314629826059927,5233,122
IL17RB,fa_corticospinal_tract_left,fa,0.00120845246776561,0.00252410315274471,0.632126260428263,0.927926386694033,0.000246813878181573,5111,121
CKB,icvf_middle_cerebellar_peduncle,icvf,-0.00160840205960394,0.00336406504188535,0.632597364793458,0.928420726347218,-0.00156969871240387,3829,115
ADGRE2,md_medial_lemniscus_left,md,-1.96182601268459e-06,4.10355389960981e-06,0.632613485144503,0.928420726347218,-8.47484466189257e-07,5221,120
ITGB5,md_inferior_fronto_occipital_fasciculus_right,md,-1.61045884815738e-06,3.36987346832658e-06,0.632742052314503,0.928420726347218,5.15729091087471e-07,5257,123
GSR,md_uncinate_fasciculus_left,md,2.18548288631259e-06,4.57431449067436e-06,0.632839456440762,0.928420726347218,-1.44750758836013e-07,3802,115
C4BPB,fa_posterior_thalamic_radiation_left,fa,-0.000912779163986913,0.00191057456602676,0.632847231765958,0.928420726347218,1.06876697545576e-05,5257,123
CLEC4M,icvf_acoustic_radiation_left,icvf,-0.00150300979275778,0.0031460639907426,0.632860542215702,0.928420726347218,0.000254461570812975,3824,115
ADA,md_superior_longitudinal_fasciculus_left,md,-1.53086179679824e-06,3.20544813363467e-06,0.632968170424203,0.928468809260598,-1.68929958366443e-07,5261,125
KLK6,icvf_superior_thalamic_radiation_right,icvf,0.00149425694626261,0.00312989483483798,0.633086943981569,0.928468809260598,0.00121142439326313,5249,123
ITGB6,md_anterior_thalamic_radiation_right,md,-1.81554746402371e-06,3.80435587731413e-06,0.633219790289672,0.928468809260598,2.17025088718924e-07,5106,120
TPP1,fa_cingulate_gyrus_cingulum_right,fa,0.00199390755488595,0.00417942202676518,0.633327248155162,0.928468809260598,-0.000688762838484108,5167,118
CHGA,icvf_superior_longitudinal_fasciculus_left,icvf,-0.00124567771604399,0.00261362623640292,0.633667831932515,0.928468809260598,-0.000123926430426503,3829,115
NPPC,fa_medial_lemniscus_left,fa,-0.00118986111923112,0.00249669149187779,0.633684742454384,0.928468809260598,-0.000200842520393877,5197,123
COMP,md_posterior_thalamic_radiation_left,md,2.28483124427892e-06,4.79545250843318e-06,0.633768440511538,0.928468809260598,-8.16693275239344e-07,5147,116
TPP1,icvf_corticospinal_tract_right,icvf,-0.00168296448113162,0.00353381239109983,0.633919197659555,0.928468809260598,-8.37618347434186e-05,5167,118
RGMA,md_superior_thalamic_radiation_right,md,-1.43841747767894e-06,3.02065703058328e-06,0.633956222728793,0.928468809260598,-5.96440752576762e-07,5274,124
CKB,fa_superior_longitudinal_fasciculus_left,fa,0.00100245258689469,0.0021051585847489,0.633967209255411,0.928468809260598,-3.5159704200373e-05,3829,115
LPO,md_anterior_thalamic_radiation_right,md,1.74407971348334e-06,3.66495422535334e-06,0.634180323313508,0.928468809260598,1.30124515271369e-06,5027,116
PDIA3,icvf_inferior_fronto_occipital_fasciculus_left,icvf,-0.00181589829856717,0.00381689488090263,0.634278384911427,0.928468809260598,-0.000806060887588141,3736,110
MEPE,md_uncinate_fasciculus_right,md,1.41211222776794e-06,2.96846377495365e-06,0.634304767851904,0.928468809260598,-6.42235745146393e-07,5199,118
MSTN,fa_inferior_longitudinal_fasciculus_right,fa,0.000867609896247828,0.00182406322138017,0.634346367492121,0.928468809260598,0.000779708697185201,5108,118
NEFL,fa_corticospinal_tract_right,fa,-0.00104417770524402,0.00219574386323503,0.634418120839145,0.928468809260598,0.000936995327135107,5091,121
TNFSF13,icvf_inferior_fronto_occipital_fasciculus_right,icvf,0.00140583060402953,0.00295689076263783,0.634491745536914,0.928468809260598,-0.000161431931808566,5221,120
MAGEA3,fa_anterior_thalamic_radiation_left,fa,-0.00110815859999242,0.00233079674427386,0.634499602517146,0.928468809260598,0.000359926860293032,3766,114
CA14,md_acoustic_radiation_left,md,1.9563724167002e-06,4.11538257818904e-06,0.634535608228697,0.928468809260598,-2.67495483292611e-07,5255,124
L1CAM,md_uncinate_fasciculus_left,md,1.55421562407697e-06,3.26962239164406e-06,0.634557163088781,0.928468809260598,-1.87769944916623e-07,5257,123
SEZ6L2,fa_middle_cerebellar_peduncle,fa,-0.00129380787090139,0.00272212414541585,0.634597788464733,0.928468809260598,-0.000147890903700319,5200,121
RTBDN,fa_medial_lemniscus_right,fa,-0.00130750832110146,0.00275273424838477,0.63481741757284,0.928468809260598,0.000376222613345327,5200,121
TGFA,md_superior_thalamic_radiation_left,md,-1.41309774141451e-06,2.97572064165015e-06,0.634895473845265,0.928468809260598,9.84482040418453e-07,5197,123
CTSC,icvf_inferior_fronto_occipital_fasciculus_left,icvf,0.00157404913493784,0.00331472440808496,0.634902667630932,0.928468809260598,2.24399867057604e-05,5188,118
ADAM23,fa_corticospinal_tract_right,fa,0.0010157698295887,0.00213922521447391,0.634927373554775,0.928468809260598,0.00014241878761354,5261,125
DUSP13,fa_superior_longitudinal_fasciculus_right,fa,0.00115027596099807,0.00242372785396836,0.635106777118169,0.928468809260598,3.15179379974191e-05,3811,116
IGDCC4,md_superior_longitudinal_fasciculus_right,md,1.68868611957796e-06,3.55974335832559e-06,0.635253029040897,0.928468809260598,-9.03750155544167e-07,3829,115
CBLN4,md_medial_lemniscus_right,md,2.43500048526281e-06,5.13330495913281e-06,0.635267674137017,0.928468809260598,-1.6990714778309e-06,5255,124
DKK4,icvf_superior_longitudinal_fasciculus_left,icvf,0.00159049033188211,0.0033532389770928,0.635295597902983,0.928468809260598,-0.000114996662572684,5173,119
WIF1,fa_superior_longitudinal_fasciculus_left,fa,0.000971906285779057,0.00204946987245782,0.635360433591426,0.928468809260598,-7.14516331953693e-05,5255,124
RGMA,fa_uncinate_fasciculus_left,fa,-0.0010270927979646,0.00216653692983243,0.635468770902523,0.928468809260598,-0.000100560985111583,5274,124
JCHAIN,fa_posterior_thalamic_radiation_left,fa,0.00114405252826306,0.00241334127888375,0.635482154469801,0.928468809260598,-0.000109073252552731,5106,120
THY1,fa_acoustic_radiation_left,fa,-0.000962841852329291,0.00203160050273583,0.635567561604006,0.928468809260598,0.000231061315735651,5274,124
CD83,fa_anterior_thalamic_radiation_left,fa,0.000777580294931174,0.00164073820963271,0.635576174353792,0.928468809260598,2.05422253948905e-05,5197,123
DUSP13,icvf_inferior_fronto_occipital_fasciculus_left,icvf,0.00198847100663769,0.00419583772358611,0.635587616380658,0.928468809260598,-0.000178672273325279,3811,116
DKK4,icvf_corticospinal_tract_right,icvf,-0.00123726523302943,0.00261346734712823,0.63593424038099,0.928468809260598,-0.000479576589551757,5173,119
LGALS9,md_inferior_fronto_occipital_fasciculus_right,md,1.29483427234984e-06,2.73524951591895e-06,0.635956287037628,0.928468809260598,-9.35554959297849e-07,5201,118
AMN,md_anterior_thalamic_radiation_left,md,1.45616083617831e-06,3.0768658295325e-06,0.636047182851173,0.928468809260598,8.14847240940011e-07,5106,120
VGF,fa_anterior_thalamic_radiation_right,fa,-0.000987394504766163,0.00208666032287933,0.636102027281846,0.928468809260598,0.00100244955490651,3827,115
C4BPB,icvf_forceps_minor,icvf,0.00143771964850274,0.00303918877753874,0.636189800480367,0.928468809260598,0.000492086576467663,5257,123
ST6GAL1,md_cingulate_gyrus_cingulum_left,md,-1.45579170734865e-06,3.07744589907574e-06,0.636195759433737,0.928468809260598,6.8115195162263e-07,5267,123
RTBDN,fa_posterior_thalamic_radiation_left,fa,0.00120863943050905,0.00255559126462575,0.636276390397587,0.928468809260598,0.000603608813352993,5200,121
LGALS9,md_uncinate_fasciculus_left,md,1.42198166925184e-06,3.00796602151542e-06,0.636419538245135,0.928468809260598,5.02138183508333e-07,5201,118
CRTAC1,fa_uncinate_fasciculus_left,fa,-0.0009392445430199,0.00198682691810368,0.636421173749385,0.928468809260598,0.000392675372518772,5267,123
MAGEA3,fa_cingulate_gyrus_cingulum_left,fa,-0.00188468467618471,0.00398718516727324,0.636464997197046,0.928468809260598,-0.000626574912497405,3766,114
IFIT3,md_anterior_thalamic_radiation_left,md,-1.8961126460876e-06,4.0116247833755e-06,0.63648710143206,0.928468809260598,1.59840992739458e-06,3766,114
ACP5,md_inferior_longitudinal_fasciculus_right,md,1.52042387012086e-06,3.21698498095046e-06,0.636501377888624,0.928468809260598,-3.85592438211259e-07,5209,120
SSBP1,fa_cingulate_gyrus_cingulum_left,fa,-0.00118889885781945,0.00251726372380764,0.636741832389595,0.928468809260598,0.000424648272559616,3713,110
LGALS9,icvf_acoustic_radiation_right,icvf,0.00120878099753717,0.00255962263313092,0.636768411392285,0.928468809260598,7.35217567865714e-05,5201,118
BAG3,fa_cingulate_gyrus_cingulum_right,fa,-0.00144440399499645,0.00306062857600841,0.636996312730186,0.928468809260598,-8.57953424451606e-05,5175,119
CRTAC1,fa_posterior_thalamic_radiation_right,fa,-0.00097458969241377,0.00206535044391766,0.637034735815266,0.928468809260598,0.000486740107103706,5267,123
ADGRG2,icvf_uncinate_fasciculus_right,icvf,0.00129992456456966,0.00275538467024122,0.637106401482014,0.928468809260598,0.000429906669213028,5212,122
DKK4,icvf_superior_longitudinal_fasciculus_right,icvf,0.00155959782200748,0.00330643815172968,0.637171444743161,0.928468809260598,7.33533253209604e-05,5173,119
PI3,icvf_posterior_thalamic_radiation_right,icvf,0.00154727481499927,0.00328082186743971,0.637223868048502,0.928468809260598,-0.000555850385249226,5131,116
LRRN1,icvf_superior_thalamic_radiation_right,icvf,0.00137468434354278,0.00291584308962546,0.637337106543134,0.928468809260598,0.00136292706168325,5106,120
CTSC,icvf_superior_thalamic_radiation_right,icvf,-0.00134031904840908,0.00284344265093832,0.637395001784597,0.928468809260598,-0.000227225130297993,5188,118
NEO1,icvf_superior_thalamic_radiation_right,icvf,0.00130543743416822,0.00276953009194322,0.63741271817394,0.928468809260598,0.000184360222759938,3827,115
CKB,icvf_anterior_thalamic_radiation_left,icvf,-0.00146064265967634,0.00309980113844888,0.637521036139312,0.928468809260598,-0.00114347077795986,3829,115
SNX18,md_superior_thalamic_radiation_right,md,-8.98404309752438e-07,1.90669722913856e-06,0.637536706699204,0.928468809260598,-2.99629348648682e-07,3810,116
IFIT3,icvf_corticospinal_tract_left,icvf,0.00138035931838677,0.00292995489106908,0.637582626118704,0.928468809260598,-0.000461828535620731,3766,114
AMY2A,fa_acoustic_radiation_right,fa,0.00107733933063693,0.00228706525955192,0.63762001783549,0.928468809260598,-0.0001993875893052,5050,117
MUC13,fa_anterior_thalamic_radiation_left,fa,0.000872417722517003,0.00185228988510761,0.637665060051332,0.928468809260598,-0.000211672834076112,5103,121
RET,icvf_medial_lemniscus_left,icvf,0.00109415601048409,0.0023230985827868,0.63766771442444,0.928468809260598,0.000748226982837853,5200,121
PHYKPL,icvf_anterior_thalamic_radiation_left,icvf,0.00168626525717996,0.00358020684929529,0.637670705269836,0.928468809260598,-0.000264979731561915,3736,110
KLK6,md_medial_lemniscus_left,md,2.21416209033464e-06,4.70121468788058e-06,0.637677042352871,0.928468809260598,-1.17291809099063e-06,5249,123
GALNT7,icvf_uncinate_fasciculus_right,icvf,-0.00129755306014883,0.00275566445186923,0.637755072501725,0.928468809260598,0.00132901028217555,5200,121
LPO,fa_anterior_thalamic_radiation_left,fa,-0.000936354157195784,0.00198919052103174,0.637860288016837,0.928468809260598,-0.000762588169332419,5027,116
THPO,fa_inferior_longitudinal_fasciculus_right,fa,-0.000980552805432577,0.00208355932533877,0.637936314613638,0.928468809260598,-0.000160386291596018,5108,118
IFIT3,fa_superior_longitudinal_fasciculus_right,fa,-0.000936507296389046,0.00199033823900273,0.638006050655066,0.928468809260598,-0.000759834932823276,3766,114
SEZ6L2,md_superior_thalamic_radiation_left,md,-1.2858808319121e-06,2.733145754708e-06,0.638034379373908,0.928468809260598,-1.29327043697109e-07,5200,121
TREM2,md_uncinate_fasciculus_left,md,1.71642433651697e-06,3.64883781369869e-06,0.638086860405491,0.928468809260598,9.12422594034428e-07,5199,118
MERTK,md_inferior_longitudinal_fasciculus_right,md,1.51551539003235e-06,3.22265367105014e-06,0.638182076712021,0.928468809260598,5.9623851614172e-07,5261,125
DPP4,fa_cingulate_gyrus_cingulum_left,fa,0.00165504817259621,0.00351961219382188,0.638206605374671,0.928468809260598,6.3555131122779e-05,5095,115
ST6GAL1,icvf_inferior_fronto_occipital_fasciculus_right,icvf,-0.00151318440756587,0.00322049205387996,0.638473628396743,0.928468809260598,-0.000515238381212369,5267,123
DPP6,md_superior_longitudinal_fasciculus_left,md,1.45861324236885e-06,3.10485423348573e-06,0.638528516057904,0.928468809260598,-9.0394977804983e-07,5200,121
L1CAM,icvf_superior_longitudinal_fasciculus_left,icvf,0.00150526421626285,0.00320508871162356,0.638625867377307,0.928468809260598,0.000343731008565509,5257,123
ADGRG2,md_parahippocampal_cingulum_left,md,3.21289703859193e-06,6.84122995943903e-06,0.638633811907337,0.928468809260598,-9.77324215942796e-07,5212,122
GZMA,fa_uncinate_fasciculus_left,fa,0.000831581535918419,0.00177078709965927,0.638652273382786,0.928468809260598,-0.000205456738373067,5261,125
PRR4,icvf_parahippocampal_cingulum_right,icvf,-0.00137317621463863,0.00292421610504208,0.638677182728867,0.928468809260598,-0.000670884652432219,3710,110
CHGA,fa_medial_lemniscus_left,fa,-0.00080002746353362,0.00170415533082951,0.638769864523632,0.928468809260598,-0.000948142700550708,3829,115
ITGB6,fa_medial_lemniscus_right,fa,-0.00118364962133989,0.0025213773272769,0.638771192849044,0.928468809260598,-2.8655890411121e-05,5106,120
COL15A1,fa_superior_thalamic_radiation_left,fa,0.00103187731847209,0.00219932312484795,0.638968094002986,0.928468809260598,-0.000605107771519671,3829,115
SFRP4,md_acoustic_radiation_right,md,-2.10929308780511e-06,4.49750034928953e-06,0.639102540640582,0.928468809260598,-1.54869457762205e-07,3736,110
RGMA,icvf_inferior_fronto_occipital_fasciculus_right,icvf,0.00156638652437605,0.00334029211127924,0.639134081064058,0.928468809260598,0.000712181073391437,5274,124
THY1,icvf_medial_lemniscus_right,icvf,-0.0009409120206422,0.00200654703683473,0.639145517248512,0.928468809260598,0.00103760679482466,5274,124
CA14,md_cingulate_gyrus_cingulum_left,md,1.53052101450354e-06,3.26477998470071e-06,0.639233785586196,0.928468809260598,5.95017153824715e-08,5255,124
