cell_type,size,NES,ES,pval,padj,leading_edge,log2err,contrast,cluster
Astrocytes,195,1.08952311040693,0.230245297853921,0.251327433628319,0.373513084853291,"PON1,CRYBB2,WFIKKN1,STX1B,SERPINE2,FUT8,PAMR1,HGF,LRP2BP,IGDCC4,NTRK2,PLIN1,SORBS1,LRIG1,ADCYAP1R1,MFAP3L,CACNB1,PXDNL,CRELD1,AMOT,PNMA2,VEGFC,TNC,AGT,SLITRK2,ENPP6,ADAMTS13,ANGPT1,KLKB1,GASK1A,ITIH4,MDGA1,CNTN1,GAS2,TGFB2,PTPRM,ERC2,ENTPD2,THBS4,NPL,DPP6,BCAN,GFRA1,ZHX2,LTA,PCDH9,ADAMTSL2,ANK2,SPON1,CADPS,LCAT,SERPINI2,ROBO1,NRCAM,DNER,SCG3,SCRG1,DCUN1D2,NCAM2,PDGFRB,TNR,TAFA5,RGMA,TMPRSS5,PRSS53",0.112378519110475,C1_vs_None,C1
B-cells,122,1.11484572884167,0.250733510924822,0.226039783001808,0.373513084853291,"COCH,CCL17,A1BG,ITGB2,LTB,SLAMF7,LCP1,FCRL5,TNFRSF17,CD70,PPBP,DPEP2,SOST,IFI30,IL21R,LY9,IL5RA,BLNK,CR2,CD72,CA6,IGLC2,SIGLEC10,MZB1,PF4",0.120985142145252,C1_vs_None,C1
Endothelial,260,-1.09717189560965,-0.217616691835862,0.205607476635514,0.373513084853291,"APOF,PON3,ISM1,SNED1,EDN1,ADAMTS8,NPR1,CLIC5,PROCR,IL32,BHMT2,CEACAM1,EPHA2,LCN15,CD93,DLL4,KRT14,EPPK1,IL4R,BMP6,GBP4,PGR,ITGB6,LAYN,MATN3,CHRM1,TCN2,TACSTD2,INPP5J,ADIPOQ,IL15RA,ROBO4,CGREF1,AHSP,EPS8L2,IL1RL1,LGALS4,CLEC14A,S100A16,RARRES1,FAM3B,ARHGEF5,OMD,ARG1,GIMAP8,TNFRSF4,GMPR,SERPINA3,ULBP2,HS6ST2,ICA1,ODAM,DMP1,ACE,PLSCR3,PCDH12,IGFBP1,PODXL,TGM2,ZBP1,RNASE10,VIT,GBP6",0.147331213699377,C1_vs_None,C1
Excitatory neurons,251,0.893493397365192,0.182390320312445,0.777969018932874,0.858760616546084,"DCC,CRYBB2,EXTL1,GHR,STX1B,FUT8,SEPTIN3,CHGA,PAMR1,LRP2BP,BDNF,PDZD2,APLP1,SLITRK1,NTRK2,SORBS1,ADCYAP1R1,SERPINI1,CACNB1,PXDNL,CRELD1,PNMA2,ELAVL4,IGSF21,TYRO3,CLEC2L,CPLX2,ADAMTS13,KLKB1,GASK1A,HDAC9,ITIH4,FAP,IL1RL2,CNTN1,GAS2,CORO6,ERC2,IL7,DPP6,BCAN,IPCEF1,MAMDC2,ICAM5,NELL1,PDIA2,PCDH9,ADAMTSL2,LYPD8,PTPRR,ANK2,CADPS,SDK2,SERPINI2,ROBO1,NRCAM,CEP170,SCG3,PRUNE2,DCUN1D2,NCAM2,TBR1,TNR,TAFA5,SLIT2,VSTM2B,GRIN2B,TMPRSS5,SCN4B,PRSS53,NCS1,PGLYRP1,CD200R1,RAB37,MAP2,CNTN3,CEND1,JAM3,CRTAC1,RAB39B,DTNB,CIT,PRKCQ,IL12RB2,KIAA1549,MANEAL,CDON,FLRT2,EPHA4,SPOCK1,ADAMTS16,ITGA11,NCAM1,SYT1,CEP112,VWC2,EGF",0.0502948063662358,C1_vs_None,C1
Fibroblasts,79,-0.928695063042197,-0.21929431008876,0.607375271149675,0.780911062906725,"HSD11B1,GAL,FOLR1,CA7,FNDC1,CNTN5,LRTM1,GLP1R,STEAP4",0.0732558655828455,C1_vs_None,C1
Inhibitory neurons,257,0.838571528898867,0.171365787584867,0.889081455805893,0.889081455805893,"COCH,DCC,RET,EXTL1,GHR,STX1B,FUT8,SEPTIN3,HGF,LRP2BP,PDZD2,APLP1,SLITRK1,NTRK2,SORBS1,AFAP1,MEGF11,ADCYAP1R1,SERPINI1,PXDNL,CRELD1,PNMA2,ELAVL4,NGF,IGSF21,SLITRK2,CLEC2L,NT5C1A,CPLX2,ADAMTS13,ANGPT1,KLKB1,GASK1A,HDAC9,PVALB,CNTN1,GAS2,PTH,TGFB2,CORO6,PTPRM,ERC2,DPP6,BCAN,MAMDC2,ICAM5,NELL1,PDIA2,PCDH9,RSPO3,PTPRR,ANK2,CADPS,SDK2,ROBO1,NRCAM,CEP170,DNER,SCG3,PRUNE2,DCUN1D2,FBN2,NCAM2,CRHBP,TNR,TAFA5,SLIT2,VSTM2B,GRIN2B,SCN4B,PRSS53,NCS1,PGLYRP1,RAB37,MAP2,CNTN3,CEND1,CRTAC1,RAB39B,DTNB,CIT,PRKCQ,IL12RB2,KIAA1549",0.0445070537769277,C1_vs_None,C1
Macrophages,247,1.80495958470479,0.368720831179447,6.90798337568062e-06,0.000124343700762251,"KRT6C,CST7,ITGAL,CCL17,LY96,ITGB2,CCL7,FCN1,IL1B,SLAMF7,HGF,CSF1R,LCP1,CLEC5A,PDGFB,FBP1,ITGAM,IL7R,PRTN3,S100A12,LILRA5,CXCL5,EREG,FCAR,PPBP,CSF3R,MMP8,MMP12,CD5L,CLEC4A,PECAM1,DPEP2,IL18R1,IFI30,ITGA5,RELT,IGSF21,CXCL11,VMO1,OSM,MMP9,LILRA2,TNFSF14,GPNMB,ICAM4,CST5,ADGRE2,MSR1,CD72,CCL24,CA6,SPRR3,IL1RL2,LILRB5,CASP1,TREM2,IGLC2,SIGLEC10,CD300E,OLR1,MRC1,IL1R2,SIGLEC8,VSTM1,OTOA,PLTP,IL1RN,NPL,IL3RA,FCGR2A,LILRB2,MMP1,TLR1,CXCL3,CCL3,SCARF1,PTPRC,ADA2,MARCO,RETN",0.610526878385931,C1_vs_None,C1
Microglial cells,197,1.21605226160242,0.256426175576331,0.0891608391608392,0.264771877337322,"DCC,CRYBB2,GHR,ITGBL1,CD226,PAMR1,CSF1R,CLEC5A,IGDCC4,PDZD2,EDA2R,ITGAM,NID2,SORBS1,CSF3R,LRIG1,ADGRF5,PXDNL,CRELD1,VEGFC,ELAVL4,ST6GAL1,IGSF21,LILRA2,BLNK,DCDC2C,ADAMTS13,LAMA4,ITIH5,MSR1,GASK1A,HDAC9,FLT1,FAP,CA5A,CXCL12,AMBN,SIGLEC10,PEAR1,TGFB2,OLR1,NOS3,MRC1,SIGLEC8,PTPRM,ERC2,NPL,IPCEF1,MAMDC2,NELL1,ZHX2,TLR1,CDH5,SCARF1,PTPRC,ADAMTSL2",0.197822021315103,C1_vs_None,C1
NK-cells,145,1.07681592068644,0.234591728380045,0.269759450171821,0.373513084853291,"CD3G,CST7,ITGAL,ITGB2,LTB,CD226,SLAMF7,LCP1,CCL5,ITGAM,IL7R,PPBP,KLRC1,DPEP2,IL18R1,KIR3DL2,IL21R,GZMA,CD40LG,LY9,TNFSF14,CD72,RAB33A,TNFSF11,FASLG,PF4,B3GNT7,KLRD1,IPCEF1,CD7,LTA,GZMH,CCL3,PTPRC,GHRL,ICAM2,ITGAX",0.105920292736253,C1_vs_None,C1
Oligodendrocyte precursor cells,223,1.242363609178,0.256702866798258,0.0693240901213172,0.264771877337322,"PZP,DCC,EXTL1,GHR,STX1B,SERPINE2,FUT8,LRP2BP,IGDCC4,PDZD2,SLITRK1,NTRK2,SORBS1,AFAP1,MEGF11,ADCYAP1R1,LYPD1,MFAP3L,THBS2,PXDNL,CRELD1,PNMA2,COL4A4,ELAVL4,NGF,ST6GAL1,IGSF21,SLITRK2,TYRO3,SMOC1,CLEC2L,ENPP6,LAMA4,ANGPTL2,GASK1A,HDAC9,ADGRG2,CA13,CNTN1,CPB2,PTPRM,ERC2,IL7,CSPG4,THBS4,DPP6,BCAN,TGFA,NELL1,GFRA1,WFDC1,ZHX2,LTA,PCDH9,NT5E,ANK2,SPON1,CADPS,ROBO1,NRCAM,CEP170,DNER,SCG3,PRUNE2,SCRG1,DCUN1D2,FBN2,NCAM2,TNR,TAFA5,SLIT2,VSTM2B,GRIN2B",0.224966093540314,C1_vs_None,C1
