cell_type,n_universe,n_markers,n_DEPs,n_DEP_markers,odds_ratio,p_overrep,p_twosided,overlap_genes,p_adj,direction,contrast,cluster
Fibroblasts,2915,173,9,1,1.98629643244333,0.423869396956181,0.423869396956182,TTR,0.654088517447624,down,C2_vs_None,C2
B-cells,2915,1205,9,3,0.708899773100004,0.792931173887656,0.74401503989358,"MYL6B,RAP1A,TTR",0.74401503989358,down,C2_vs_None,C2
T-cells,2915,1271,9,3,0.645993011476452,0.83024501911115,0.739752036726257,"MYL6B,RAP1A,TTR",0.74401503989358,down,C2_vs_None,C2
Oligodendrocyte precursor cells,2915,1015,9,2,0.534018610858795,0.877058274625055,0.727664617765103,"MYL6B,RAP1A",0.74401503989358,down,C2_vs_None,C2
Endothelial,2915,1019,9,2,0.530795216369254,0.878766650129156,0.508601455726474,"MYL6B,RAP1A",0.654088517447624,down,C2_vs_None,C2
Macrophages,2915,1416,9,3,0.528422056430518,0.895685206211425,0.508735513570374,"ADAMTSL4,MYL6B,RAP1A",0.654088517447624,down,C2_vs_None,C2
Excitatory neurons,2915,1114,9,2,0.461054390336288,0.914187453295597,0.496579328167087,"MYL6B,RAP1A",0.654088517447624,down,C2_vs_None,C2
dendritic cells,2915,1115,9,2,0.460383590730182,0.914510804164826,0.496549873834962,"MYL6B,RAP1A",0.654088517447624,down,C2_vs_None,C2
Astrocytes,2915,1116,9,2,0.45971399539367,0.914833186690762,0.496522424097664,"MYL6B,RAP1A",0.654088517447624,down,C2_vs_None,C2
Smooth muscle,2915,724,9,1,0.377497887847033,0.9237468108618,0.466231277558054,RAP1A,0.654088517447624,down,C2_vs_None,C2
Inhibitory neurons,2915,1145,9,2,0.440805391970721,0.923769773035356,0.49659340303277,"MYL6B,RAP1A",0.654088517447624,down,C2_vs_None,C2
Plasma cells,2915,1224,9,2,0.393848572245682,0.944366259417327,0.318678259170852,"MYL6B,RAP1A",0.654088517447624,down,C2_vs_None,C2
monocytes,2915,1227,9,2,0.392184793168026,0.945048933694492,0.318266175175383,"ADAMTSL4,RAP1A",0.654088517447624,down,C2_vs_None,C2
granulocytes,2915,1277,9,2,0.365608375376854,0.955461990562654,0.314230304879805,"MYL6B,RAP1A",0.654088517447624,down,C2_vs_None,C2
Oligodendrocytes,2915,1062,9,1,0.217459433836524,0.983171319002796,0.16844896892886,RAP1A,0.654088517447624,down,C2_vs_None,C2
NK-cells,2915,1142,9,1,0.193441973944554,0.988697669014519,0.0990719028092598,RAP1A,0.654088517447624,down,C2_vs_None,C2
Microglial cells,2915,1150,9,1,0.191224031278001,0.989149451539388,0.0976578181414058,RAP1A,0.654088517447624,down,C2_vs_None,C2
Pericytes,2915,321,9,0,0,1,0.609665764298632,"",0.731598917158359,down,C2_vs_None,C2
